Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"od-SSB-AlwaysOn-RRC-Diff-r19Indicates whether the UE supports RRC based signalling to indicate activation and deactivation of on-demand SSB transmission on the SCell in Case #2, i.e., always-on SSB is periodically transmitted on the cell, for different center frequencies between always-on SSB and on-demand SSB.A UE supporting this feature shall also indicate support of od-SSB-AlwaysOn-RRC-r19.",Band,No,N/A,N/A
"od-SSB-AlwaysOn-RRC-MAC-CE-r19Indicates whether the UE supports RRC based signalling to indicate activation and MAC CE based signalling to indicate adaptation and deactivation of on-demand SSB transmission on the SCell in Case #2, i.e., always-on SSB is periodically transmitted on the cell, for same center frequency.A UE supporting this feature shall also indicate support of od-SSB-AlwaysOn-RRC-r19 and od-SSB-AlwaysOn-MAC-CE-r19.",Band,No,N/A,N/A
"od-SSB-AlwaysOn-RRC-MAC-CE-Diff-r19Indicates whether the UE supports RRC based signalling to indicate activation and MAC CE based signalling to indicate adaptation and deactivation of on-demand SSB transmission on the SCell in Case #2, i.e., always-on SSB is periodically transmitted on the cell, for different center frequencies between always-on SSB and on-demand SSB.A UE supporting this feature shall also indicate support of od-SSB-AlwaysOn-RRC-Diff-r19 and od-SSB-AlwaysOn-MAC-CE-Diff-r19.",Band,No,N/A,N/A
"od-SSB-NoAlwaysOn-MAC-CE-r19Indicates whether the UE supports MAC CE based signalling to indicate activation, adaptation, and deactivation of on-demand SSB transmission on the SCell in Case #1, i.e., no always-on SSB on the cell.Value ‘explicit’ indicates UE supports explicit indication of deactivation for on-demand SSB via MAC-CE for on-demand SSB transmission indication.Value ‘both’ indicates UE supports both explicit indication of deactivation for on-demand SSB via MAC-CE for on-demand SSB transmission indication and implicit deactivation via od-ssb-nrofBurst of on-demand SSB bursts to be transmitted after on-demand SSB is indicated.",Band,No,N/A,N/A
"od-SSB-NoAlwaysOn-RRC-r19Indicates whether the UE supports RRC based signalling to indicate activation and deactivation of on-demand SSB transmission on the SCell in Case #1, i.e., no always-on SSB on the cell.",Band,No,N/A,N/A
"od-SSB-NoAlwaysOn-RRC-MAC-CE-r19Indicates whether the UE supports RRC based signalling to indicate activation and MAC CE based signalling to indicate adaptation and deactivation of on-demand SSB transmission on the SCell in Case #1, i.e., no always-on SSB on the cell.A UE supporting this feature shall also indicate support of od-SSB-NoAlwaysOn-RRC-r19 and od-SSB-NoAlwaysOn-MAC-CE-r19.",Band,No,N/A,N/A
"olpc-SRS-Pos-r16Indicates whether the UE supports OLPC for SRS for positioning. The capability signalling comprises the following parameters.-olpc-SRS-PosBasedOnPRS-Serving-r16 indicates whether the UE supports OLPC for SRS for positioning based on PRS from the serving cell in the same band. The UE can include this field only if the UE supports NR-DL-PRS-ProcessingCapability-r16 defined in TS 37.355 [22], and srs-PosResources-r16. Otherwise, the UE does not include this field;-olpc-SRS-PosBasedOnSSB-Neigh-r16 indicates whether the UE supports OLPC for SRS for positioning based on SSB from the neighbouring cell in the same band. The UE can include this field only if the UE supports srs-PosResources-r16. Otherwise, the UE does not include this field;-olpc-SRS-PosBasedOnPRS-Neigh-r16 indicates whether the UE supports OLPC for SRS for positioning based on PRS from the neighbouring cell in the same band. The UE can include this field only if the UE supports olpc-SRS-PosBasedOnPRS-Serving-r16. Otherwise, the UE does not include this field;NOTE:A PRS from a PRS-only TP is treated as PRS from a non-serving cell.-maxNumberPathLossEstimatePerServing-r16 indicates the maximum number of pathloss estimates that the UE can simultaneously maintain for all the SRS resource sets for positioning per serving cell in addition to the up to four pathloss estimates that the UE maintains per serving cell for the PUSCH/PUCCH/SRS transmissios. The UE shall include this field if the UE supports any of olpc-SRS-PosBasedOnPRS-Serving-r16, olpc-SRS-PosBasedOnSSB-Neigh-r16 and olpc-SRS-PosBasedOnPRS-Neigh-r16. Otherwise, the UE does not include this field.",Band,No,N/A,N/A
"olpc-SRS-PosRRC-Inactive-r17Indicates whether the UE supports OLPC for SRS for positioning in RRC_INACTIVE. The capability signalling comprises the following parameters.-olpc-SRS-PosBasedOnPRS-Serving-r16 indicates whether the UE supports OLPC for SRS for positioning based on PRS from the serving cell in the same band. The UE can include this field only if the UE supports NR-DL-PRS-ProcessingCapability-r16 defined in TS 37.355 [22], and srs-PosResourcesRRC-Inactive-r17. Otherwise, the UE does not include this field;-olpc-SRS-PosBasedOnSSB-Neigh-r16 indicates whether the UE supports OLPC for SRS for positioning based on SSB from the neighbouring cell in the same band. The UE can include this field only if the UE supports srs-PosResourcesRRC-Inactive-r17. Otherwise, the UE does not include this field;-olpc-SRS-PosBasedOnPRS-Neigh-r16 indicates whether the UE supports OLPC for SRS for positioning based on PRS from the neighbouring cell in the same band. The UE can include this field only if the UE supports olpc-SRS-PosBasedOnPRS-Serving-r16. Otherwise, the UE does not include this field;NOTE:A PRS from a PRS-only TP is treated as PRS from a non-serving cell.-maxNumberPathLossEstimatePerServing-r16 indicates the maximum number of pathloss estimates that the UE can simultaneously maintain for all the SRS resource sets for positioning per serving cell in addition to the up to four pathloss estimates that the UE maintains per serving cell for the PUSCH/PUCCH/SRS transmissions. The UE shall include this field if the UE supports any of olpc-SRS-PosBasedOnPRS-Serving-r16, olpc-SRS-PosBasedOnSSB-Neigh-r16 and olpc-SRS-PosBasedOnPRS-Neigh-r16. Otherwise, the UE does not include this field.",Band,No,N/A,N/A
oneShotHARQ-feedbackPhy-Priority-r17Indicates whether the UE supports transmission of type 3 HARQ-ACK codebook using the first or second PUCCH configuration based on PHY priority indication in the triggering DCI.A UE supporting this feature shall also indicate support of oneShotHARQ-feedback-r16 and twoHARQ-ACK-Codebook-type1-r16.,Band,No,N/A,N/A
"oneShotHARQ-feedbackTriggeredByDCI-1-2-r17Indicates whether the UE supports one-shot HARQ ACK feedback triggered by DCI format 1_2, comprised of the following functional components:-Supports feedback of type 3 HARQ-ACK codebook, triggered by a DCI 1_2 scheduling a PDSCH;-Supports feedback of type 3 HARQ-ACK codebook, triggered by a DCI 1_2 without scheduling a PDSCH using a reserved FDRA value.A UE supporting this feature shall also indicate support of oneShotHARQ-feedback-r16 and dci-Format1-2And0-2-r16.",Band,No,N/A,N/A
"oneSlotPeriodicTRS-r16Indicates whether the UE supports one-slot periodic TRS configuration only when no two consecutive slots are indicated as downlink slots by tdd-UL-DL-ConfigurationCommon or tdd-UL-DL-ConfigDedicated. If the UE supports this feature, the UE needs to report csi-RS-ForTracking.",Band,No,TDD only,FR1 only
outOfOrderOperationDL-r16Indicates whether the UE supports out of order operation for DL. The UE that indicates support of this feature shall support multiDCI-MultiTRP-r16. The capability signalling comprises the following parameters:-supportPDCCH-ToPDSCH-r16 indicates support out-of-order operation for PDCCH to PDSCH;-supportPDSCH-ToHARQ-ACK-r16 indicates support out-of-order operation for PDSCH to HARQ-ACK.,Band,No,N/A,N/A
outOfOrderOperationUL-r16Indicates whether the UE supports out of order operation for UL. The UE that indicates support of this feature shall support multiDCI-MultiTRP-r16.Note: Same closed loop index for power control across PUSCHs associated with different CORESETPoolIndex values is not supported by a UE indicating the support of this feature when TPC accumulation is enabled.,Band,No,N/A,N/A
overlapPDSCHsFullyFreqTime-r16Indicates the maximal number of PDSCH scrambling sequences per serving cell when the UE supports PDSCHs with fully overlapping Resource Elements. The UE that indicates support of this feature shall support multiDCI-MultiTRP-r16.Note: A UE may assume that its maximum receive timing difference between the DL transmissions from two TRPs is within a Cyclic Prefix,Band,No,N/A,N/A
overlapPDSCHsInTimePartiallyFreq-r16Indicates whether the UE supports PDSCHs with partially overlapping Resource Elements. The UE that indicates support of this feature shall support overlapPDSCHsFullyFreqTime-r16.,Band,No,N/A,N/A
"overlapRateMatchingEUTRA-CRS-r16Indicates whether the UE supports two LTE-CRS overlapping rate matching patterns within a part of NR carrier using 15 kHz SCS overlapping with a LTE carrier. If the UE supports this feature, the UE needs to report multipleRateMatchingEUTRA-CRS-r16 and multiDCI-MultiTRP-r16.",Band,No,N/A,FR1 only
overlapRateMatchingEUTRA-CRS-Patterns-3-4-Diff-CS-Pool-r18Indicates whether the UE supports two LTE-CRS overlapping rate matching patterns configured by lte-CRS-PatternList3-r18 and lte-CRS-PatternList4-r18 with two different values of coresetPoolIndex within a part of NR carrier using 15 kHz SCS overlapping with an LTE carrier for the case when crs-RateMatch-PerCORESETPoolIndex-16 is configured.A UE supporting this feature shall also indicate support of twoRateMatchingEUTRA-CRS-patterns-3-4-r18 and multiDCI-MultiTRP-r16.,Band,No,N/A,FR1 only
"overlapUL-TransReduction-r18Indicates whether the UE supports reducing the overlapping duration of the later of the two time-domain overlapping UL transmissions when the UE is not configured with UL STx2P for multi-DCI based multi-TRP operation with two TA enhancement.A UE supporting this feature shall also indicate support of multiDCI-IntraCellMultiTRP-TwoTA-r18 or multiDCI-InterCellMultiTRP-TwoTA-r18.NOTE:If UE does not support this feature, UE does not expect the two UL transmissions to overlap (i.e., scheduling restriction is applied to avoid overlap between the two UL transmissions).",Band,No,N/A,N/A
"overlapUL-TransReductionEnh-r19Indicates whether the UE supports reducing the overlapping duration of the later of the two time-domain overlapping UL transmissions when the UE is with two TA enhancement.A UE supporting this feature shall also indicate support of twoTA-IntraCellBM-r19 or twoTA-InterCellBM-r19.NOTE:If UE does not support this feature, UE does not expect the two UL transmissions to overlap (i.e., scheduling restriction is applied to avoid overlap between the two UL transmissions).",Band,No,N/A,N/A
"parallelMeasurementWithoutRestriction-r17Indicates whether the UE supports measurements on cells belonging to different satellites as the serving cell in parallel with normal operation (i.e. data/control transmission and/or reception, and L1 measurements) of serving cell without scheduling restrictions. The feature is applicable only when the serving satellite is NGSO. If the serving cell belongs to GSO satellite, the scheduling restriction is not applied on the premise that a mixed type of satellites on the same frequency layer is not supported in this release. If not reported, for measurements in parallel with normal operation of serving cell scheduling restrictions shall apply.",Band,No,FDD only,FR1 only
"parallelPRS-MeasRRC-Inactive-r17Indicates whether the UE supports performing RRM measurement and PRS measurement in parallel. UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively",Band,No,N/A,N/A
pathlossOffsetPHR-r19Indicates whether the UE supports including PL offset in the calculation of Type 1 PHR based on actual PUSCH transmission and Type 1 PHR based on reference PUSCH.,Band,No,N/A,N/A
pathlossOffsetPRACH-JointTCI-r19Indicates whether the UE supports applying path loss offset on PDCCH-order PRACH for joint DL/UL TCI state(s).A UE supporting this feature shall also indicate support of unifiedJointTCI-r17.,Band,No,N/A,FR1 only
pathlossOffsetPRACH-SeparateTCI-r19Indicates whether the UE supports applying path loss offset on PDCCH-order PRACH for separate DL/UL TCI state(s).A UE supporting this feature shall also indicate support of unifiedSeparateTCI-r17.,Band,No,N/A,N/A
pathlossOffsetPUCCH-PUSCH-SRS-JointTCI-r19Indicates whether the UE supports applying path loss offset for PUCCH/PUSCH/SRS power controls for joint DL/UL TCI state(s).A UE supporting this feature shall also indicate support of unifiedJointTCI-r17.,Band,No,N/A,FR1 only
pathlossOffsetPUCCH-PUSCH-SRS-SeparateTCI-r19Indicates whether the UE supports applying path loss offset for PUCCH/PUSCH/SRS power controls for separate DL/UL TCI state(s).A UE supporting this feature shall also indicate support of unifiedSeparateTCI-r17.,Band,No,N/A,N/A
"pathlossOffsetUpdate-r19Indicates whether the UE supports MAC-CE update of the configured PL offset value(s).A UE supporting this feature shall also indicate support of one or more of pathlossOffsetPUCCH-PUSCH-SRS-JointTCI-r19, pathlossOffsetPUCCH-PUSCH-SRS-SeparateTCI-r19, pathlossOffsetPRACH-JointTCI-r19, and pathlossOffsetPRACH-SeparateTCI-r19.",Band,No,N/A,N/A
pdcch-MonitoringResumptionAfterUL-NACK-r18Indicates whether the UE supports PDCCH monitoring resumption after UL NACK.The UE indicating support of this feature shall also indicate support of pdcch-SkippingWithoutSSSG-r17.,Band,No,N/A,N/A
pdcch-RepetitionType0-r19Indicates whether the UE supports reception of PDCCH repetition for Type0 PDCCH CSS of searchSpaceZero configured within MIB pdcch-ConfigSIB1 and reception of SIB1 PDSCH repetition within 20 ms duration.This feature is applicable only for bands in Tables 5.2.2-1 in TS 38.101-5 [34].,Band,No,N/A,N/A
pdcch-RepetitionType0-TN-r19Indicates whether the UE supports reception of PDCCH repetition for Type0 PDCCH CSS of searchSpaceZero configured within MIB pdcch-ConfigSIB1 in TN.,Band,No,N/A,FR1 only
pdcch-RepetitionTypeOthers-r19Indicates whether the UE supports reception of PDCCH repetition for Type 0A/0B/1/1A/2/2A PDCCH CSS. The UE also indicates the required number of BDs for the two PDCCH candidates in RRC_CONNECTED mode.It is mandatory to report this feature if UE supports pdcch-RepetitionType0-r19.This feature is applicable only for bands in Tables 5.2.2-1 in TS 38.101-5 [34].,Band,CY,N/A,N/A
pdcch-RepetitionTypeOthersTN-r19Indicates whether the UE supports reception of PDCCH repetition for Type 0A/0B/1/1A/2/2A PDCCH CSS for TN. The UE also indicates the required number of BDs for the two PDCCH candidates in RRC_CONNECTED mode.It is mandatory to report this feature if UE supports pdcch-RepetitionType0-TN-r19.,Band,CY,N/A,FR1 only
"pdcch-SkippingWithoutSSSG-r17Indicates whether the UE supports up to 2-bit indication of PDCCH skipping by scheduling DCI if SSSG is not configured as specified in TS 38.213 [11], clause 10.4.",Band,No,N/A,N/A
"pdcch-SkippingWithSSSG-r17Indicates whether the UE supports 2-bit indication of SSSG switching between 2 SSSGs, PDCCH skipping by scheduling DCI, and timer based SSSG switching as specified in TS 38.213 [11], clause 10.4. UE supports search space set group switching capability-1 according to Table 10.4-1 of TS 38.213 [11].UE indicating support of this feature shall also indicate support of pdcch-SkippingWithoutSSSG-r17 and sssg-Switching-1bitInd-r17.",Band,No,N/A,N/A
"pdc-maxNumberPRS-ResourceProcessedPerSlot-r18Indicates the maximum number of single-symbol DL-PRS resources used in RTT-based Propagation delay compensation that UE can process in a slot. SCS: 15 kHz, 30 kHz, 60 kHz are applicable for FR1 bands. SCS: 60 kHz, 120 kHz are applicable for FR2 bands. A UE which supports pdc-maxNumberPRS-ResourceProcessedPerSlot-r18 shall support single-symbol DL-PRS for PDC with the comb sizes from {2,4,6,12}.A UE supporting this feature shall also indicate support of rtt-BasedPDC-PRS-r17.",Band,No,N/A,N/A
"pdsch-1024QAM-2MIMO-FR1-r17Indicates whether the UE supports 1024QAM modulation scheme for PDSCH with maximum 2 MIMO layers for FR1 as defined in TS 38.211 [6], MCS and CQI feedback tables based on 1024QAM modulation order as defined in TS 38.214 [12].UE indicating support of this feature shall also indicate support of pdsch-256QAM-FR1 and shall not indicate support of pdsch-1024QAM-FR1-r17.",Band,No,N/A,FR1 only
"pdsch-1024QAM-FR1-r17Indicates whether the UE supports 1024QAM modulation scheme for PDSCH for FR1 as defined in TS 38.211 [6], MCS and CQI feedback tables based on 1024QAM modulation order as defined in TS 38.214 [12].UE indicating support of this feature shall also indicate support of pdsch-256QAM-FR1 and shall not indicate support of pdsch-1024QAM-2MIMO-FR1-r17.",Band,No,N/A,FR1 only
pdsch-256QAM-FR2Indicates whether the UE supports 256QAM modulation scheme for PDSCH for FR2 as defined in 7.3.1.2 of TS 38.211 [6].,Band,No,N/A,FR2 only
"pdsch-MappingTypeB-Alt-r16Indicates whether the UE supports PDSCH Type B scheduling of length 9 and 10 OFDM symbols, and DMRS shift for length-10 symbols. If the UE supports this feature, the UE needs to report pdsch-MappingTypeB.",Band,No,N/A,FR1 only
pdsch-RepetitionMsg4-r19Indicates whether the UE supports reception of Msg4 PDSCH repetition and repetition factors 2 and 4.This feature is applicable only for bands in Tables 5.2.2-1 in TS 38.101-5 [34].,Band,No,N/A,N/A
"periodicBeamReportIndicates whether UE supports periodic 'CRI/RSRP' or 'SSBRI/RSRP' reporting using PUCCH formats 2, 3 and 4 in one slot.",Band,Yes,N/A,N/A
posJointTriggerBySingleDCI-RRC-Connected-r18Indicates whether UE supports a Rel-17 single DCI scheduling positioning SRS resource sets across the linked carriers for SRS bandwidth aggregation in RRC_CONNECTED state.A UE indicating support of this feature shall also indicate support of posSRS-BWA-RRC-Connected-r18.,Band,No,N/A,N/A
"posSRS-BWA-RRC-Inactive-r18Indicates the UE capability for support of positioning SRS bandwidth aggregation in RRC_INACTIVE and the support of the same SRS power reduction across aggregated carriers. The capability signalling comprises the following parameters:-numOfCarriersIntraBandContiguous-r18 indicates the number of supported aggregated carriers in intra band contiguous carriers, which is supported and reported by UE.-maximumAggregatedBW-TwoCarriersFR1-r18 indicates the maximum aggregated SRS bandwidth in MHz for two aggregated carriers for FR1, which is supported and reported by UE.-maximumAggregatedBW-TwoCarriersFR2-r18 indicates the maximum aggregated SRS bandwidth in MHz for two aggregated carriers for FR2, which is supported and reported by UE.-maximumAggregatedBW-ThreeCarriersFR1-r18 indicates the maximum aggregated SRS bandwidth in MHz for three aggregated carriers for FR1, which is supported and reported by UE.-maximumAggregatedBW-ThreeCarriersFR2-r18 indicates the maximum aggregated SRS bandwidth in MHz for three aggregated carriers for FR2, which is supported and reported by UE.-maximumAggregatedResourceSet-r18 indicates the max number of aggregated SRS resource sets for positioning supported by UE for SRS bandwidth aggregation, which is supported and reported by UE.-maximumAggregatedResourcePeriodic-r18 indicates the maximum number of aggregated periodic SRS resources for bandwidth aggregation, which is supported and reported by UE.-maximumAggregatedResourceSemi-r18 indicates the maximum number of aggregated semi-persistent SRS resources for bandwidth aggregation, which is supported and reported by UE.-maximumAggregatedResourcePeriodicPerSlot-r18 indicates the maximum number of aggregated periodic SRS resources for bandwidth aggregation per slot, which is supported and reported by UE.-maximumAggregatedResourceSemiPerSlot-r18 indicates the maximum number of aggregated semi-persistent SRS resources for bandwidth aggregation per slot, which is supported and reported by UE.-guardPeriod-r18 indicates the guard period in microseconds before and after aggregated SRS transmission.-powerClassForTwoAggregatedCarriers-r18 indicates the power class of supported two aggregated carriers in intra band contiguous carriers.-powerClassForThreeAggregatedCarriers-r18 indicates the power class of supported three aggregated carriers in intra band contiguous carriers.NOTE:The power class is only applicable for FR1 bands.UE indicating support of this feature shall also indicate support of posSRS-RRC-Inactive-OutsideInitialUL-BWP-r17. If the UE indicates support of this feature, the fields srsPosWithoutRestrictionOnBWP-r17 and differentCenterFreqBetweenSRSposAndInitialBWP-r17 in posSRS-RRC-Inactive-OutsideInitialUL-BWP-r17 shall be set to supported.",Band,No,N/A,N/A
posSRS-PreconfigureRRC-InactiveInitialUL-BWP-r18Indicates whether the UE supports preconfigured SRS with validity area in RRC_INACTIVE for initial UL BWP.UE indicating support of this feature shall also indicate support of posSRS-ValidityAreaRRC-InactiveInitialUL-BWP-r18.,Band,No,N/A,N/A
posSRS-PreconfigureRRC-InactiveOutsideInitialUL-BWP-r18Indicates whether the UE supports preconfigured SRS with validity area in RRC_INACTIVE outside initial UL BWP.UE indicating support of this feature shall also indicate support of posSRS-ValidityAreaRRC-InactiveOutsideInitialUL-BWP-r18.,Band,No,N/A,N/A
"posSRS-RRC-Inactive-OutsideInitialUL-BWP-r17Indicates support of Positioning SRS transmission in RRC_INACTIVE state configured outside initial UL BWP. The capability signalling comprises the following parameters:-maxSRSposBandwidthForEachSCS-withinCC-FR1-r17 Indicates the maximum SRS bandwidth supported for each SCS that UE supports within a single CC for FR1;-maxSRSposBandwidthForEachSCS-withinCC-FR2-r17 indicates the maximum SRS bandwidth supported for each SCS that UE supports within a single CC for FR2;-maxNumOfSRSposResourceSets-r17 indicates the max number of SRS Resource Sets for positioning supported by UE;-maxNumOfPeriodicSRSposResources-r17 indicates the max number of periodic SRS Resources for positioning;-maxNumOfPeriodicSRSposResourcesPerSlot-r17 indicates the max number of periodic SRS Resources for positioning per slot;-differentNumerologyBetweenSRSposAndInitialBWP-r17 indicates the support of different numerology between the SRS and the initial UL BWP;-srsPosWithoutRestrictionOnBWP-r17 indicates the support of SRS operation without restriction on the BW: BW of the SRS may not include BW of the CORESET#0 and SSB;-maxNumOfPeriodicAndSemipersistentSRSposResources-r17 indicates the max number of P/SP SRS Resources for positioning;-maxNumOfPeriodicAndSemipersistentSRSposResourcesPerSlot-r17 indicates the max number of P/SP SRS Resources for positioning per slot;-differentCenterFreqBetweenSRSposAndInitialBWP-r17 indicates the support of a different center frequency between the SRS for positioning and the initial UL BWP;-switchingTimeSRS-TX-OtherTX-r17 indicates the switching time between SRS TX and other TX in initial UL BWP or RX in initial DL BWP-maxNumOfSemiPersistentSRSposResources-r17 indicates the max number of semi-persistent SRS Resources for positioning;-maxNumOfSemiPersistentSRSposResourcesPerSlot-r17 indicates the max number of semi-persistent SRS Resources for positioning per slot.The UE can include this field only if the UE supports srs-PosResourcesRRC-Inactive-r17. Otherwise, the UE does not include this field;NOTE 1:The BWP with SRS for positioning is defined by the parameters locationAndBandwidth, SCS, CP in the same way as other BWPs.NOTE 2:If differentCenterFreqBetweenSRSposAndInitialBWP-r17 is not signalled, the UE only supports same center frequency between the SRS for positioning and initial UL BWP.NOTE 3:If differentNumerologyBetweenSRSposAndInitialBWP-r17 is not signalled, the UE only supports same numerology between the SRS and the initial UL BWP.NOTE 4:If srsPosWithoutRestrictionOnBWP-r17 is not signalled, the UE supports only SRS BW that include the BW of the CORESET #0 and SSB.NOTE 5:The fields of maxNumOfSemiPersistentSRSposResources-r17 and maxNumOfSemiPersistentSRSposResourcesPerSlot-r17 shall be reported together if supported by UE. One of the fields between maxSRSposBandwidthForEachSCS-withinCC-FR1-r17 and maxSRSposBandwidthForEachSCS-withinCC-FR2-r17, and the fields of maxNumOfSRSposResourceSets-r17, maxNumOfPeriodicSRSposResources-r17, maxNumOfPeriodicSRSposResourcesPerSlot-r17, maxNumOfPeriodicAndSemipersistentSRSposResources-r17, maxNumOfPeriodicAndSemipersistentSRSposResourcesPerSlot-r17, and switchingTimeSRS-TX-OtherTX-r17 shall be reported together if supported by UE.NOTE 6:srsPosWithoutRestrictionOnBWP-r17 is not applicable to FDD or SUL bands.",Band,No,N/A,N/A
"posSRS-TxFH-RRC-ConnectedForNonRedCap-r19Indicates whether UE supports positioning SRS with Tx frequency hopping in RRC_CONNECTED for non-RedCap UEs and comprises the following parameters:-maximumSRS-BandwidthAcrossAllHopsFR1-r19 indicates the maximum positioning SRS bandwidth across all hops in MHz for FR1, which is supported and reported by UE.-maximumSRS-BandwidthAcrossAllHopsFR2-r19 indicates the maximum positioning SRS bandwidth across all hops in MHz for FR2, which is supported and reported by UE.-maximumTxFH-Hops-r19 indicates the maximum number of transmission hops, which is supported and reported by UE.-rf-TxRetuneTimeFR1-r19 indicates the RF Tx retune times between consecutive hops for FR1.-rf-TxRetuneTimeFR2-r19 indicates the RF Tx retune times between consecutive hops for FR2.-switchTimeBetweenActiveBWP-FrequencyHop-r19 indicates the switching time between active BWP and frequency hop.-numOfOverlappingPRB-r19 indicates the overlapping PRB(s) between adjacent hops.-maximumSRS-ResourcePeriodic-r19 indicates the maximum number of periodic positioning SRS resources with Tx frequency hopping.-maximumSRS-ResourceAperiodic-r19 indicates the maximum number of aperiodic positioning SRS resources with Tx frequency hopping.-maximumSRS-ResourceSemipersistent-r19 indicates maximum number of semi-persistent positioning SRS resources with Tx frequency hopping.A UE indicating support of this feature shall also indicate the support of SRS-AllPosResources-r16.NOTE:No additional UE requirements shall be specified for the case of Tx hopping with non-overlapping hops compared to the case of Tx hopping with overlapping hops, e.g., a UE is not responsible for keeping phase continuity across the hops in either case of overlapping or non-overlapping hops.",Band,No,N/A,N/A
"posSRS-TxFH-RRC-InactiveForNonRedCap-r19Indicates whether the UE supports positioning SRS with Tx frequency hopping in RRC_INACTIVE for non-RedCap UEs and comprises the following parameters:-maximumSRS-BandwidthAcrossAllHopsFR1-r19 indicates the maximum positioning SRS bandwidth across all hops in MHz for FR1, which is supported and reported by UE.-maximumSRS-BandwidthAcrossAllHopsFR2-r19 indicates the maximum positioning SRS bandwidth across all hops in MHz for FR2, which is supported and reported by UE.-maximumTxFH-Hops-r19 indicates the maximum number of transmission hops, which is supported and reported by UE.-rf-TxRetuneTimeFR1-r19 indicates the RF Tx retune times between consecutive hops for FR1.-rf-TxRetuneTimeFR2-r19 indicates the RF Tx retune times between consecutive hops for FR2.-switchTimeBetweenActiveBWP-FrequencyHop-r19 indicates the switching time between active BWP and frequency hop.-numOfOverlappingPRB-r19 indicates the overlapping PRB(s) between adjacent hops.-maximumSRS-ResourcePeriodic-r19 indicates the maximum number of periodic positioning SRS resources with Tx frequency hopping.-maximumSRS-ResourceSemipersistent-r19 indicates maximum number of semi-persistent positioning SRS resources with Tx frequency hopping.A UE indicating support of this feature shall also indicate the support of posSRS-RRC-Inactive-OutsideInitialUL-BWP-r17.NOTE:No additional UE requirements shall be specified for the case of Tx hopping with non-overlapping hops compared to the case of Tx hopping with overlapping hops, e.g., a UE is not responsible for keeping phase continuity across the hops in either case of overlapping or non-overlapping hops.",Band,No,N/A,N/A
posSRS-TxFH-WithTimeWindowForNonRedCap-r19Indicates whether the UE supports UL time window and transmission of SRS for positioning with Tx Frequency hopping within the window for non-RedCap UEs.A UE indicating support of this feature shall also indicate the support of posSRS-TxFH-RRC-ConnectedForNonRedCap-r19.,Band,No,N/A,N/A
posSRS-ValidityAreaRRC-InactiveInitialUL-BWP-r18Indicates whether the UE support SRS for positioning configuration in multi cells in RRC_INACTIVE for initial UL BWP.UE indicating support of this feature shall also indicate support of posSRS-RRC-Inactive-InInitialUL-BWP-r17.,Band,No,N/A,N/A
posSRS-ValidityAreaRRC-InactiveOutsideInitialUL-BWP-r18Indicates whether the UE supports SRS for positioning configuration in multi cells in RRC_INACTIVE outside initial UL BWP.UE indicating support of this feature shall also indicate support of posSRS-RRC-Inactive-OutsideInitialUL-BWP-r17 and posSRS-ValidityAreaRRC-InactiveInitialUL-BWP-r18.,Band,No,N/A,N/A
posUE-TA-AutoAdjustment-r18Indicates whether the UE supports autonomous TA adjustment when cell-reselection happens.UE indicating support of this feature shall also indicate support of posSRS-ValidityAreaRRC-InactiveInitialUL-BWP-r18.,Band,No,N/A,N/A
