Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"type2-CG-ReleaseDCI-0-2-r16Indicates whether the UE supports type 2 configured grant release by DCI format 0_2. If the UE supports this feature, the UE needs to report configuredUL-GrantType2 or configuredUL-GrantType2-v1650 and dci-Format1-2And0-2-r16.",UE,No,No,No
type2-HARQ-ACK-Codebook-r16Indicates whether the UE supports Type 2 HARQ-ACK codebook when HARQ-ACK feedback in a codebook corresponds to more than one unicast DL DCI for same scheduled cell in a monitoring occasion of a scheduling cell using the PDSCH starting time in addition to the existing monitoring occasion and Cell index to order the HARQ-ACK feedback.,UE,No,No,No
"type2-PUSCH-RepetitionMultiSlotsIndicates whether the UE supports Type 2 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value equal to 2, 4, or 8 with a single repetition of the transport block within each slot, and redundancy version pattern as indicated by UL-TWG-RV-rep. A UE supporting this feature shall also support Type 2 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value of one. This applies only to non-shared spectrum channel access. For shared spectrum channel access, type2-PUSCH-RepetitionMultiSlots-r16 applies.",UE,No,No,No
type2-SP-CSI-Feedback-LongPUCCHIndicates whether UE supports Type II CSI semi-persistent CSI reporting over PUCCH Formats 3 and 4 as defined in clause 5.2.4 of TS 38.214 [12].,UE,No,No,No
uci-CodeBlockSegmentationIndicates whether the UE supports segmenting UCI into multiple code blocks depending on the payload size.,UE,Yes,No,Yes
ul-64QAM-MCS-TableAltIndicates whether the UE supports the alternative 64QAM MCS table for PUSCH with and without transform precoding respectively.,UE,No,No,Yes
ul-SchedulingOffsetIndicates whether the UE supports UL scheduling slot offset (K2) greater than 12.,UE,Yes,Yes,Yes
unifiedJointTCI-commonUpdate-r17Indicates the maximum number of configured CC lists per cell group for common multi-CC TCI state ID update and activation.The UE indicating support of this feature shall also indicate support of unifiedJointTCI-commonMultiCC-r17 or unifiedSeparateTCI-commonMultiCC-r17.,UE,No,No,No
"uplinkPreCompensationATG-r18Indicates whether the UE supports the uplink time and frequency pre-compensation and timing relationship enhancements comprised of the following functional components:-Support of UE specific TA calculation based on its position and the serving ATG base station reference location.-For TA update in RRC_CONNECTED state, support of combination of both open (i.e. UE autonomous TA estimation) and closed (i.e., received TA commands) control loops-Support of pre-compensation of the calculated TA in its uplink transmissions-Support of frequency pre-compensation to counter shift the Doppler experienced.-Support of determining timing of the scheduling of PUSCH, PUCCH and PDCCH ordered PRACH, CSI reference resource, transmission of aperiodic SRS activation of TA command, first PUSCH transmission in CG Type 2 with cell-specific K_offset if indicated-Support of receiving ATG base station reference location and cell- specific K_offset in system informationSupport of this feature is mandatory for UE supporting airToGroundNetwork-r18.NOTE:This capability is applicable only for bands defined in Clause 5.2J in TS 38.101-1 [2].",UE,CY,No,FR1 only
uplinkTA-ReportingATG-r18Indicates whether the UE supports reporting of information related to TA pre-compensation as specified in TS 38.321 [8]. The UE indicating support of this feature shall also indicate support of uplinkPreCompensationATG-r18.NOTE:This capability is applicable only for bands defined in Clause 5.2J in TS 38.101-1 [2].,UE,No,No,FR1 only
