Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2021-12,RAN#94,RP-212830,0952,,F,CR to TS38.101-1: Inter-band NR CA Tx requirement including intra-band non-contiguous CA and combinations of intra-band and inter-band CA UL configuration,17.4.0,
2021-12,RAN#94,RP-212830,0953,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,17.4.0,
2021-12,RAN#94,RP-212830,0954,,B,Big CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-1,17.4.0,
2021-12,RAN#94,RP-212832,0955,,B,"CR to 38.101-1 Introduce RF requirements for HPUE CA with 2 bands downlink and x bands uplink (x =1,2)",17.4.0,
2021-12,RAN#94,RP-212834,0956,,B,CR to 38.101-1 Introduce DL interruption clarification for CA conduting Tx Switching,17.4.0,
2021-12,RAN#94,RP-212831,0957,,B,CR on Introduction of completed SUL band combinations into TS 38.101-1,17.4.0,
2021-12,RAN#94,RP-212831,0958,,B,CR on Introduction of completed 5 bands inter-band CA into TS 38.101-1,17.4.0,
2021-12,RAN#94,RP-212830,0959,,B,CR 38.101-1 new combinations Rel-17 NR Intra-band,17.4.0,
2021-12,RAN#94,RP-212831,0960,,B,CR 38.101-1 new combinations NR Inter-band 4 bands CA,17.4.0,
2021-12,RAN#94,RP-212904,0961,,B,CR for 38.101-1 to introduce PC2 RF requirements for NR V2X,17.4.0,
2021-12,RAN#94,RP-212837,0973,1,F,Correction to maxUplinkDutyCycle-MPE-FR1 for PC1.5,17.4.0,
2021-12,RAN#94,RP-212832,0974,,F,Correction to uplink Tx power for PC2 2UL CA MSD,17.4.0,
2021-12,RAN#94,RP-212847,0977,,A,CR to remove LO exceptions,17.4.0,
2021-12,RAN#94,RP-212832,0979,,B,"CR to 38.101-1 Introduce RF requirements for HPUE CA with x (x>2) bands DL and y (y=1,2) bands UL",17.4.0,
2021-12,RAN#94,RP-212827,0980,,B,CR 38.101-1 to improve how to include BCS4 and BCS5,17.4.0,
2021-12,RAN#94,RP-212845,0983,,F,Big CR for TS 38.101-1 Maintenance (Rel-17),17.4.0,
2021-12,RAN#94,RP-213687,0984,1,B,Bandwidth class correction for DC_n46N-n48A DC_n46N-n48B DC_n46N-n48C combos,17.4.0,
2022-03,RAN#95,RP-220357,0990,1,B,CR for introduction of the lower 6GHz unlicensed band,17.5.0,
2022-03,RAN#95,RP-220357,0991,1,B,CR for introduction of operation in full unlicensed band 5925-7125MHz,17.5.0,
2022-03,RAN#95,RP-220342,0993,,F,CR on UL MIMO coherence for Tx switching,17.5.0,
2022-03,RAN#95,RP-220359,0994,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,17.5.0,
2022-03,RAN#95,RP-220359,0995,,B,Big CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-1,17.5.0,
2022-03,RAN#95,RP-220352,0996,,B,CR for 4 Rx antenna ports support of band n8,17.5.0,
2022-03,RAN#95,RP-220343,0997,,B,Big CR to 38.101-1 Introduce RF requirements for HPUE CA,17.5.0,
2022-03,RAN#95,RP-220343,0998,1,B,CR to TS38101-1 Addition of MSD for FDD PC2,17.5.0,
2022-03,RAN#95,RP-220343,0999,1,B,CR to TS38101-1 Addition of PC2 A-MPR for FDD PC2,17.5.0,
2022-03,RAN#95,RP-220359,1000,1,F,CR to TS38101-1 Addition of DC configurations,17.5.0,
2022-03,RAN#95,RP-220359,1001,1,F,Clarification of A-MPR/NS applicability for inter-band NR-DC,17.5.0,
2022-03,RAN#95,RP-220365,1002,,B,Formal big CR to introduce SL enhancements UE RF requirements in Rel-17,17.5.0,
2022-03,RAN#95,RP-220358,1003,,B,"Big CR for 38.101-1, Introduce new band combination for V2X con-current operation",17.5.0,
2022-03,RAN#95,RP-220358,1004,,B,"Big CR for 38.101-3, Introduce new band combination for V2X con-current operationNOTE:The CR is allocated to 38.101-1 but was used for 38.101-3. The changes were ignored in CR1004 since it is not the correct spec. CR 1003 is related to 38.101-1.The changes in CR1004 will be implemented in 38.101-3 due to conflict with CR numbering",17.5.0,
2022-03,RAN#95,RP-220343,1005,,B,"Big CR to 38.101-1 Introduce RF requirements for HPUE CA with 2 bands downlink and x bands uplink (x =1,2)",17.5.0,
2022-03,RAN#95,RP-220347,1007,1,B,Introduction of upper 700MHz A block into TS 38.101,17.5.0,
2022-03,RAN#95,RP-220359,1008,,B,Big CR on introduction of completed NR CA/DC combs with 4DL/2UL within FR1,17.5.0,
2022-03,RAN#95,RP-220359,1009,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,17.5.0,
2022-03,RAN#95,RP-220376,1011,,B,38.101-1: Introduction of 1900 MHz to 5G NR for RMR,17.5.0,
2022-03,RAN#95,RP-220343,1013,,F,CR to TS38.101-1: Corrections on MOP tolerance for PC2 FDD n3,17.5.0,
2022-03,RAN#95,RP-220358,1015,,B,Big CR to TS 38.101-1: Adding channel BW support in existing NR bands,17.5.0,
2022-03,RAN#95,RP-220359,1016,1,F,CR for TS 38.101-1 Rel-17: Corrections on UE co-existence,17.5.0,
2022-03,RAN#95,RP-220359,1017,,B,CR on Introduction of completed 5 bands inter-band CA into TS 38.101-1,17.5.0,
2022-03,RAN#95,RP-220371,1019,2,B,CR for 38.101-1 to introduce RF requirements for RedCap UE,17.5.0,
2022-03,RAN#95,RP-220344,1020,,B,CR for 38.101-1 to correct the REFSENS errors due to the new format(n41 n77 n78) (R17),17.5.0,
2022-03,RAN#95,RP-220349,1021,,B,Big CR for TS 38.101-1 Tx diversity requirements (phase 2),17.5.0,
2022-03,RAN#95,RP-220342,1022,,B,Big CR for TS 38.101-1 introduction of PC2 intra-band non-contiguous UL CA,17.5.0,
2022-03,RAN#95,RP-220342,1023,1,B,Big CR for TS 38.101-1 contiguous CA with UL MIMO for power class 2,17.5.0,
2022-03,RAN#95,RP-220363,1024,1,B,Big CR for TS38.101-1:  introduction of new UL MIMO bands,17.5.0,
2022-03,RAN#95,RP-220359,1025,,B,Big CR 38.101-1 new combinations Rel-17 NR Intra-band,17.5.0,
2022-03,RAN#95,RP-220359,1026,,B,Big CR 38.101-1 new combinations NR CA Inter-band 4DL/1UL,17.5.0,
2022-03,RAN#95,RP-220350,1027,,F,Clarification of modifiedMPR-Behavior for PC1.5,17.5.0,
2022-03,RAN#95,RP-220344,1030,,F,CR R17 TS38.101-1 on TDD REFSENS and MSDs,17.5.0,
2022-03,RAN#95,RP-220334,1031,,F,CR to R17 TS38.101-1 on MSD for CA_n5-n28,17.5.0,
2022-03,RAN#95,RP-220353,1032,,F,Big CRs to TS 38.101-1 for NR_BCS4,17.5.0,
2022-03,RAN#95,RP-220343,1033,,B,CR to TS 38.101-1 on PC1 MPR table,17.5.0,
2022-03,RAN#95,RP-220360,1034,,B,CR on UE RF requirements for DMRS bundling in TS 38.101-1NOTE:The CR was not implemented.,17.5.0,
2022-03,RAN#95,RP-220337,1037,,F,Big CR for TS 38.101-1 Maintenance Part-1 (Rel-17),17.5.0,
2022-03,RAN#95,RP-220337,1039,,F,Big CR for TS 38.101-1 Maintenance Part-2 (Rel-17),17.5.0,
2022-03,RAN#95,RP-220360,1040,,B,CR on measurement for DMRS bundling in TS 38.101-1,17.5.0,
2022-03,RAN#95,RP-220360,1041,,B,CR on measurement for DMRS bundling in TS 38.101-1,17.5.0,
2022-03,RAN#95,RP-220371,1042,,B,Big CR on RedCap UE FR1-RX,17.5.0,
2022-03,RAN#95,RP-220786,1043,,C,Mandatory 70 MHz and 90 MHz RF channel bandwidth in TS 38.101-1,17.5.0,
2022-06,RAN#96,RP-221656,1048,1,F,V2X intra-band con-current operation,17.6.0,
2022-06,RAN#96,RP-221677,1049,,B,CR 38.101-1 DMRS for CA,17.6.0,
2022-06,RAN#96,RP-221654,1050,1,F,CR 38101-1-h50 adding FR1 NR-CA fallbacks,17.6.0,
2022-06,RAN#96,RP-221661,1051,1,F,CR: Update of UE capability and RRC parameter name for Tx switching,17.6.0,
2022-06,RAN#96,RP-221666,1053,,A,CR for 38.101-1-h50: Correction for n7 A-MPR (NS_46),17.6.0,
2022-06,RAN#96,RP-221668,1057,,A,CR for 38.101-1 Rel17 Minor AMPR Corrections for n65 to account for SCS,17.6.0,
2022-06,RAN#96,RP-221671,1058,,F,CR for 38.101-1 Rel17 Minor Correction for n48 NS_27 30MHz inequality,17.6.0,
2022-06,RAN#96,RP-221695,1063,,B,"Big CR for TS 38.101-1, Introduce new band combinations of V2X con-current operation",17.6.0,
2022-06,RAN#96,RP-221686,1064,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,17.6.0,
2022-06,RAN#96,RP-221694,1065,,B,"Big CR to 38.101-1 Introduce RF requirements for HPUE CA with 2 bands downlink and x bands uplink (x =1,2)",17.6.0,
2022-06,RAN#96,RP-221672,1067,1,F,CR on NR-U A-MPR for PC5 VLP in South Korea,17.6.0,
2022-06,RAN#96,RP-221679,1070,1,F,CR to TS 38.101-1: Protection for band 103 from newly introduced CA combinations,17.6.0,
2022-06,RAN#96,RP-221661,1071,1,F,CR to TS38.101-1[R17] Some Corrections for Transmitter characteristics,17.6.0,
2022-06,RAN#96,RP-221683,1072,1,F,CR to TS38.101-1: Some corrections for the tables due to introduction of 35MHz_45MHz CBW,17.6.0,
2022-06,RAN#96,RP-221676,1073,1,F,CR to TS38.101-1: Corrections on Redcap requirements,17.6.0,
2022-06,RAN#96,RP-221687,1074,1,F,CR to TS38.101-1: Corrections on MSD for PC2 FDD band,17.6.0,
2022-06,RAN#96,RP-221686,1075,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,17.6.0,
2022-06,RAN#96,RP-221671,1077,,F,Correction to additional spurious emission requirements for n48,17.6.0,
2022-06,RAN#96,RP-221681,1079,1,F,CR to TS38.101-1 for the corrections on Tx Diversity Requirement,17.6.0,
2022-06,RAN#96,RP-221671,1080,,B,Big CR to TS 38.101-1: Adding channel BW support in existing NR bands,17.6.0,
2022-06,RAN#96,RP-221695,1081,1,B,Big CR to 38.101-1: update of simultaneous RxTx capability for band combinations,17.6.0,
2022-06,RAN#96,RP-221675,1082,,B,CR: Introduction of RMC for 1024QAM maximum input level,17.6.0,
2022-06,RAN#96,RP-221684,1083,,B,38.101-1: Introduction of 900 MHz to 5G NR for RMR,17.6.0,
2022-06,RAN#96,RP-221677,1086,,B,CR on UE RF requirements for DMRS bundling in TS 38.101-1,17.6.0,
2022-06,RAN#96,RP-221694,1087,,B,Big CR to 38.101-1 Introduce RF requirements for HPUE CA,17.6.0,
2022-06,RAN#96,RP-221686,1089,,B,Big CR on Introduction of completed SUL band combinations into TS 38.101-1,17.6.0,
2022-06,RAN#96,RP-221686,1090,,B,Big CR on Introduction of completed 5 bands inter-band CA into TS 38.101-1,17.6.0,
2022-06,RAN#96,RP-221694,1092,1,F,CR for TS 38.101-1 Rel-17: Corrections on band combinations for UE co-existence,17.6.0,
2022-06,RAN#96,RP-221680,1098,,F,CR for 38.101-1 to introduce the missing requirements for BCS4,17.6.0,
2022-06,RAN#96,RP-221677,1100,1,F,CR on DMRS bundling phase offset measurement FR1,17.6.0,
2022-06,RAN#96,RP-221686,1103,,B,big CR 38.101-1 new combinations Rel-17 NR Intra-band,17.6.0,
2022-06,RAN#96,RP-221686,1104,,B,big CR 38.101-1 new combinations NR CA Inter-band 4DL/1UL,17.6.0,
2022-06,RAN#96,RP-221686,1105,,B,Big CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-1,17.6.0,
2022-06,RAN#96,RP-221670,1107,,B,Big CR for TS38.101-1: introduction of new UL MIMO bands,17.6.0,
2022-06,RAN#96,RP-221677,1110,,F,CR to TS 38.101-1: update of NR-V2X MPR requirements (R17),17.6.0,
2022-06,RAN#96,RP-221694,1111,1,B,Big CR for TS 38.101-1: Introduce high power UE for NR TDD intra-band CA in FR1,17.6.0,
2022-06,RAN#96,RP-221673,1112,1,B,Introduction of NR licensed band 6425 – 7125 MHzNOTE:The CR is covered in CR 1112 revision2,17.6.0,
2022-06,RAN#96,RP-221673,1112,2,B,Introduction of NR licensed band 6425 – 7125 MHz,17.6.0,
2022-06,RAN#96,RP-221680,1113,1,B,Increasing the maximum power limit for inter-band UL CA,17.6.0,
2022-06,RAN#96,RP-221661,1116,1,A,CR to R17 TS38.101-1 on transient period capability,17.6.0,
2022-06,RAN#96,RP-221661,1117,,F,CR for TS 38.101-1: Removing square brackets for Intra-band NC UL CA requirements,17.6.0,
2022-06,RAN#96,RP-221655,1121,,F,Big CR for TS 38.101-1 Maintenance Part-1 (Rel-17),17.6.0,
2022-06,RAN#96,RP-221676,1123,,F,CR on RedCap FR1 RF,17.6.0,
2022-06,RAN#96,RP-221681,1124,,F,CR on Receiver requirements for TX diversity,17.6.0,
2022-06,RAN#96,RP-221066,1125,,F,CR for updating the note of mandatory simultaneous Rx/Tx capability for FR1 NR-CA combinations,17.6.0,
2022-06,RAN#96,RP-221067,1126,,F,CR for updating the note of mandatory simultaneous Rx/Tx capability for FR1 NR-CA combinations,17.6.0,
2022-06,RAN#96,RP-221868,1128,2,F,CR to 38.101-1 on corrections of NS_21 requirements,17.6.0,
2022-06,RAN#96,RP-221748,1129,1,B,CR for 38.101-1: Addition PC1.5 single uplink for 3DL combinations [NR_PC1.5_SingleUL_3DLCA],17.6.0,
2022-06,RAN#96,RP-221789,1130,1,C,Extension of operation in the n77 frequency range in Canada [n77 Canada],17.6.0,
2022-09,RAN#97,RP-222032,1135,1,F,CR: Maintenance of phase continuity requirements for DMRS bundling in FR1,17.7.0,
2022-09,RAN#97,RP-222032,1136,1,F,V2X corrections,17.7.0,
2022-09,RAN#97,RP-222050,1137,,F,CR to R17 38.101-1 to correct NR-U 100MHz UL configuration,17.7.0,
2022-09,RAN#97,RP-222050,1138,,D,CR to R17 38.101-1 to correct table number for UL MIMO NR-U section,17.7.0,
2022-09,RAN#97,RP-222032,1139,1,F,"CR for TS 38.101-1, Correction of configured transmitted power for V2X",17.7.0,
2022-09,RAN#97,RP-222032,1140,1,F,NR Band n14 PC1 MPR for NR Sidelink Operation,17.7.0,
2022-09,RAN#97,RP-222028,1143,1,F,CR 38.101-1: Rel-17 Adding missing fallback combinations and bug fixes,17.7.0,
2022-09,RAN#97,RP-222036,1145,,F,CR for TS 38.101-1 Rel-17: Introducing missing UE coex requirements for CA_n7-n79,17.7.0,
2022-09,RAN#97,RP-222034,1148,,F,CR to 38.101-1: Corrections on Pcmax for TxD,17.7.0,
2022-09,RAN#97,RP-222036,1149,1,F,CR to 38.101-1: Corrections on Pcmax for intra-band contiguous CA with UL MIMO,17.7.0,
2022-09,RAN#97,RP-222033,1150,1,F,"CR to 38.101-1 Maintenance for HPUE CA with 2 bands downlink and x bands uplink (x =1,2)",17.7.0,
2022-09,RAN#97,RP-222036,1151,,F,Removal of [] for Reference Sensitivity Degradation of PC2 FDD band,17.7.0,
2022-09,RAN#97,RP-222036,1152,,F,Corrections on the MSD tables for inter-band NR CA,17.7.0,
2022-09,RAN#97,RP-222034,1155,,F,Maintanence of NR TxD Tx requirements,17.7.0,
2022-09,RAN#97,RP-222036,1157,1,F,CR 38.101-1 for editorial corrections to band combination tables,17.7.0,
2022-09,RAN#97,RP-222032,1158,,F,CR for 38.101-1 to correct the errors for FR1 RedCap UE,17.7.0,
2022-09,RAN#97,RP-222050,1159,,F,CR for 38.101-1 to update the requirements for V2X con-current band combinations,17.7.0,
2022-09,RAN#97,RP-222036,1160,1,F,CR for 38.101-1 to introduce the missing MSD due to cross band isolation,17.7.0,
2022-09,RAN#97,RP-222036,1161,1,F,CR for 38.101-1 to clarify the ambiguity of BCS4 and BCS5,17.7.0,
2022-09,RAN#97,RP-222023,1162,,A,Mirror CR for 38.101-1 to clarify the applicability of requirements for NS_xxU,17.7.0,
2022-09,RAN#97,RP-222023,1164,,F,CR to 38.101-1 Corrections to tables with wrong unit declarations,17.7.0,
2022-09,RAN#97,RP-222036,1165,1,F,NOTE:The CR is allocated to 38.101-1 but the title on the coversheet is wrong as it says spec TS 38.101-3. This 38.101-1 CR. can not be implemented.,17.7.0,
2022-09,RAN#97,RP-222032,1167,1,F,CR on RedCap RF to add section 6.1I,17.7.0,
2022-09,RAN#97,RP-222036,1169,1,F,Correction to RF requirements of NR_RF_FR1_enh,17.7.0,
2022-09,RAN#97,RP-222032,1173,1,F,CR TS 38.101-1: Correction on NR V2X requirements in TS 38.101-1,17.7.0,
2022-09,RAN#97,RP-222028,1174,,F,CR for TS 38.101-1 on corrections to MOP band edge relaxation for intra-band contiguous and non-contiguous CA band combinations,17.7.0,
2022-09,RAN#97,RP-222050,1177,,F,CR to R17 TS38.101-1 on corrections to NRU 100MHz MPR,17.7.0,
2022-09,RAN#97,RP-222034,1180,1,F,CR for 38.101-1: Corrections for PC2 MPR and PC1.5 fallback to PC2 MPR,17.7.0,
2022-09,RAN#97,RP-222036,1181,1,B,CR for 38.101-1: Missing combinations for NR-CA,17.7.0,
2022-09,RAN#97,RP-222050,1182,1,B,CR for 38.101-1: Addition of 5 MHz channel BW for n41,17.7.0,
2022-09,RAN#97,RP-222032,1184,1,F,CR 38.101-1 DMRS DL CA,17.7.0,
2022-09,RAN#97,RP-222028,1187,,D,Editorial clean-up,17.7.0,
2022-09,RAN#97,RP-222032,1188,,F,CR: Correction of DMRS bundling requirements for FR1 CA,17.7.0,
2022-09,RAN#97,RP-222023,1192,,F,Big CR for 38.101-1 maintenance part1 (Rel-17),17.7.0,
2022-09,RAN#97,RP-222023,1194,,F,Big CR for 38.101-1 maintenance part2 (Rel-17),17.7.0,
2022-09,RAN#97,RP-222686,1196,1,A,Extension of operation in the n77 frequency range in US [n77 US],17.7.0,
2022-09,RAN#97,RP-222683,1197,2,C,Extension of operation in the n77 frequency range in Canada [n77 Canada],17.7.0,
2022-09,RAN#97,RP-222490,1198,,F,CR to 38.101-1 on new NS for Canadian WCS regulation R17,17.7.0,
2022-12,RAN#98-e,RP-223298,1199,,B,Introduction of intra band NC UL CA in the n77 frequency range in Canada [n77 Canada],17.8.0,
2022-12,RAN#98-e,RP-223307,1200,1,F,Corrections on the definition of RedCap UE,17.8.0,
2022-12,RAN#98-e,RP-223306,1202,1,F,CR on clarification for DMRS bundling RF requirements for SUL in TS 38.101-1,17.8.0,
2022-12,RAN#98-e,RP-223308,1205,3,F,CR to clarify UE requirements for DMRS bundling,17.8.0,
2022-12,RAN#98-e,RP-223311,1206,,F,"CR for TS 38.101-1, Correction of maximum configured power for PSFCH in Rel-17 sidelink enhancement",17.8.0,
2022-12,RAN#98-e,RP-223290,1210,,A,Addition of FR1 UL MIMO EVM measurement description,17.8.0,
2022-12,RAN#98-e,RP-223290,1213,,A,Addition of FR2 UL MIMO EVM measurement descriptionNote: The CR was not implementable and therefore was not implemented in the specification.,17.8.0,
2022-12,RAN#98-e,RP-223309,1216,,F,CR correction to n100 and n101 UE to UE coexsistence tables and revoval of brackets,17.8.0,
2022-12,RAN#98-e,RP-223295,1218,1,A,Addition of CA_n77-n78 to CA Band table R17,17.8.0,
2022-12,RAN#98-e,RP-223297,1220,,A,"Correction to n91,n92,n93 and n94 co-ex R17",17.8.0,
2022-12,RAN#98-e,RP-223310,1223,,F,Definition of Window lengths for 35 and 45 MHz channel bandwidths,17.8.0,
2022-12,RAN#98-e,RP-223296,1225,,A,CR for TS 38.101-1 Rel-17 CAT-A: Correcting critical error with co-existence for band CA_n8-n40,17.8.0,
2022-12,RAN#98-e,RP-223291,1226,1,F,CR for TS 38.101-1 Rel-17: Corrections on band combinations for UE co-existence,17.8.0,
2022-12,RAN#98-e,RP-223309,1230,,F,CR on NR-U A-MPR for PC5 VLP,17.8.0,
2022-12,RAN#98-e,RP-223290,1233,,F,Rel17 Cat F CR Correct the DL configuration for harmonic MSD for CA_n12-n66 and CA_n25-n71,17.8.0,
2022-12,RAN#98-e,RP-223481,1238,4,A,Clarification of the CA_NS indication the values for n77 in the US [n77 US],17.8.0,
2022-12,RAN#98-e,RP-223308,1242,,F,CR to R17 TS38.101-1 maintenance for UE co-ex requirements for UL CA,17.8.0,
2022-12,RAN#98-e,RP-223309,1245,2,F,CR to 38.101-1: 4 Rx support for n104,17.8.0,
2022-12,RAN#98-e,RP-223311,1246,,F,Correction on the HigherPowerLimitCADC and powerClassPerBand IE,17.8.0,
2022-12,RAN#98-e,RP-223298,1251,1,F,CR for corrections on Rel-17 band combinations in TS38.101-1,17.8.0,
2022-12,RAN#98-e,RP-223296,1253,,A,CR to 38.101-1 on removing ambiguity in CA MPR definition,17.8.0,
2022-12,RAN#98-e,RP-223308,1254,,F,CR for 38.101-1: introduce UL MIMO configurations for band n40,17.8.0,
2022-12,RAN#98-e,RP-223309,1262,1,F,CR TS38.101-1 R17 Re-construct NR-U clause structure and introduce missing requirements,17.8.0,
2022-12,RAN#98-e,RP-223291,1263,1,F,CR TS38.101-1 R17 Corrections to Cross-band isolation and Rx harmonic mixing MSD,17.8.0,
2022-12,RAN#98-e,RP-223291,1267,,A,CR on ‘Annex G Difference of relative phase and power errors’ for FR1 UL coherent MIMO,17.8.0,
2022-12,RAN#98-e,RP-223291,1270,,A,CR on TDD RMC for Intra-band EN-DC - TS 38.101-1,17.8.0,
2022-12,RAN#98-e,RP-223308,1273,1,F,CR for 38.101-1 DMRS bundling with FR1 uplink CA,17.8.0,
2022-12,RAN#98-e,RP-223308,1275,,F,CR for 38.101-1: Corrections for 5 MHz for n41 and other errors,17.8.0,
2022-12,RAN#98-e,RP-223308,1276,,F,CR for 38.101-1: NR CA table corrections,17.8.0,
2022-12,RAN#98-e,RP-223308,1278,,F,CR for updating the note of mandatory simultaneous Rx/Tx capability for FR1 NR-CA combinations,17.8.0,
2022-12,RAN#98-e,RP-223308,1279,,F,CR for 38.101-1 for DC location R17 method,17.8.0,
