E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 5),E-UTRA Bands,1.4MHz,3MHz,5MHz,10MHz,15MHz,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
CA_2A-5A-48D,CA_2A-5ACA_5A-48ACA_2A-48A,2,Yes,Yes,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-5A-66A,CA_2A-5ACA_5A-66ACA_2A-66A,2,,,Yes,Yes,Yes,Yes,50,0
,,5,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-66A-66A,CA_2A-5ACA_5A-66ACA_2A-66A,2,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-5A-66A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,5,See CA_5A-5A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-5A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,5,See CA_5A-5A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5B-66A-66A,CA_2A-5ACA_5A-66A,2,,,Yes,Yes,Yes,Yes,80,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-66B,CA_2A-5ACA_5A-66A,2,,,Yes,Yes,Yes,Yes,50,0
,,5,,,Yes,Yes,,,,
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-5A-66C,CA_2A-5ACA_5A-66A,2,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-5A-66D,-,2,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,66,See CA_66D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-5B-66A,CA_2A-5ACA_5A-66A,2,,,Yes,Yes,Yes,Yes,60,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5B-66B,CA_2A-5ACA_5A-66A,2,,,Yes,Yes,Yes,Yes,60,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-5B-66C,CA_2A-5ACA_5A-66A,2,,,Yes,Yes,Yes,Yes,80,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-2A-5B-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-12A,-,2,,,Yes,Yes,Yes,Yes,50,0
,,7,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
CA_2A-7A-12B,-,2,,,Yes,Yes,Yes,Yes,55,0
,,7,,,Yes,Yes,Yes,Yes,,
,,12,See CA_12B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-7A-13A,-,2,,,Yes,Yes,Yes,Yes,50,0
,,7,,,Yes,Yes,Yes,Yes,,
,,13,,,Yes,Yes,,,,
CA_2A-2A-7A-13A,-,2,See CA_2A-2A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,13,,,Yes,Yes,,,,
CA_2A-7C-13A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,13,,,Yes,Yes,,,,
CA_2A-7A-7A-13A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,7,See CA_7A-7A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
,,13,,,Yes,Yes,,,,
CA_2A-2A-7C-13A,-,2,See CA_2A-2A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,90,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,13,,,Yes,Yes,,,,
CA_2A-2A-7A-7A-13A,-,2,See CA_2A-2A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,90,0
,,7,See CA_7A-7A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
,,13,,,Yes,Yes,,,,
CA_2A-7A-26A,-,2,,Yes,Yes,Yes,Yes,Yes,55,0
,,7,,,Yes,Yes,Yes,Yes,,
,,26,,Yes,Yes,Yes,Yes,,,
CA_2A-7A-28A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_2A-7C-28A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-29A,-,2,,,Yes,Yes,Yes,Yes,50,0
,,7,,,,Yes,Yes,Yes,,
,,29,,,Yes,Yes,,,,
CA_2A-7C-29A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,29,,,Yes,Yes,,,,
CA_2A-7A-7A-29A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,7,See CA_7A-7A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
,,29,,,Yes,Yes,,,,
CA_2A-7A-30A,-,2,,,Yes,Yes,Yes,Yes,50,0
,,7,,,Yes,Yes,Yes,Yes,,
,,30,,,Yes,Yes,,,,
CA_2A-7A-38A17,-,2,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_2A-7C-38A17,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-46A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,,,,Yes,,Yes,,
CA_2A-7A-7A-46A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7A-7A Bandwidth combination set 1 in table 5.6A.1-3,,,,,,,
,,46,,,,,,Yes,,
CA_2A-7A-46C,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-7A-7A-46C,-,2,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7A-7A Bandwidth combination set 1 in table 5.6A.1-3,,,,,,,
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-7A-46D,-,2,,,Yes,Yes,Yes,Yes,100,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46D Bandwidth Combination Set 0 in the Table 5.6A.1-1,,,,,,,
CA_2A-7A-7A-46D,-,2,,,Yes,Yes,Yes,Yes,120,0
,,7,See CA_7A-7A Bandwidth combination set 1 in table 5.6A.1-3,,,,,,,
,,46,See CA_46D Bandwidth Combination Set 0 in the Table 5.6A.1-1,,,,,,,
CA_2A-7A-46E,-,2,,,Yes,Yes,Yes,Yes,120,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-7A-7A-46E,-,2,,,Yes,Yes,Yes,Yes,140,0
,,7,See CA_7A-7A Bandwidth combination set 1 in table 5.6A.1-3,,,,,,,
,,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-7A-66A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-7A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7A-7A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-7A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7A-7A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-7C-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7C-66A-66A,-,2,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth combination set 2 in table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-7A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-7A-71A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-7A-71A,-,2,See CA_2A-2A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_2A-12A-30A,CA_2A-12A6,2,,,Yes,Yes,Yes,Yes,40,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-2A-12A-30A,-,2,See CA_2A-2A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,60,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2C-12A-30A,-,2,See CA_2C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,60,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-12A-48A,-,2,,,Yes,Yes,Yes,Yes,50,0
,,12,,,Yes,Yes,,,,
,,48,,,Yes,Yes,Yes,Yes,,
CA_2A-12A-66A,CA_2A-12ACA_2A-66ACA_12A-66A,2,,,Yes,Yes,Yes,Yes,50,0
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
,,2,,,Yes,Yes,,,40,1
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-12A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-12A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,12,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-12A-66C,-,2,,,Yes,Yes,Yes,Yes,70,0
,,12,,,Yes,Yes,,,,
,,66,See CA_66C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-12B-66A,-,2,,,Yes,Yes,Yes,Yes,55,0
,,12,See CA_12B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-12B-66A-66A,-,2,,,Yes,Yes,Yes,Yes,75,0
,,12,See CA_12B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-46A,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,50,0
,,13,,,Yes,Yes,,,,
,,46,,,,,,Yes,,
CA_2A-13A-46C,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-13A-46D,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-13A-46E,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,110,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-13A-46A-46D,CA_2A-13A,2,Yes,Yes,Yes,Yes,Yes,Yes,110,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46A-46D Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-46A-46C,CA_2A-13A,2,Yes,Yes,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46A-46C Bandwidth Combination Set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-13A-46A-46A,CA_2A-13A,2,Yes,Yes,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46A-46A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-48A,CA_2A-48ACA_13A-48ACA_2A-13A,2,,,Yes,Yes,Yes,Yes,50,0
,,13,,,Yes,Yes,,,,
,,48,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-48A-48A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-48C,CA_2A-48ACA_13A-48ACA_2A-13A,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-13A-48D,CA_2A-48ACA_13A-48A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
CA_2A-13A-48A-48C,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48A-48C Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-13A-66A,CA_2A-13ACA_13A-66ACA_2A-66A,2,,,Yes,Yes,Yes,Yes,50,0
,,13,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-66D,-,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-13A-66A-66A,CA_2A-13ACA_13A-66ACA_2A-66A,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-66A-66B,CA_2A-13ACA_13A-66A,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66A-66B Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-66A-66C,CA_2A-13ACA_13A-66A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66A-66C Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-66B,CA_2A-13ACA_13A-66A,2,,,Yes,Yes,Yes,Yes,50,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-13A-66C,CA_2A-13ACA_13A-66A,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-2A-13A-66B,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-2A-13A-66A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,90,0
,,13,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-14A-30A,CA_2A-14ACA_14A-30A,2,,,Yes,Yes,Yes,Yes,40,0
,,14,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-2A-14A-30A,CA_2A-14ACA_14A-30A,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,60,0
,,14,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-14A-66A,CA_2A-14ACA_14A-66A,2,,,Yes,Yes,Yes,Yes,50,0
,,14,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-14A-66A,CA_2A-14ACA_14A-66A,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,14,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-14A-66A-66A,CA_2A-14ACA_14A-66A,2,,,Yes,Yes,Yes,Yes,70,0
,,14,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-14A-66A-66A-66A,CA_2A-14ACA_14A-66A,2,,,Yes,Yes,Yes,Yes,90,0
,,14,,,Yes,Yes,,,,
,,66,See CA_66A-66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-4,,,,,,,
CA_2A-26A-66A,-,2,,Yes,Yes,Yes,Yes,Yes,55,0
,,26,,Yes,Yes,Yes,Yes,,,
,,66,,Yes,Yes,Yes,Yes,Yes,,
CA_2A-28A-66A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-29A-30A,-,2,,,Yes,Yes,Yes,Yes,40,0
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-2A-29A-30A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,60,0
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2C-29A-30A,-,2,See CA_2C Bandwidth Combination set 0 in Table 5.6A.1-1,,,,,,60,0
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-29A-66A,-,2,,,Yes,Yes,Yes,Yes,50,0
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-29A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-29A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,29,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-2A-29A-66A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,90,0
,,29,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-2A-30A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-30A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-30A-66A,-,2,,,Yes,Yes,Yes,Yes,50,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-48A,CA_2A-48A,2,,,Yes,Yes,Yes,Yes,60,0
,,46,,,,,,Yes,,
,,48,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-48C,CA_2A-48A,2,,,Yes,Yes,Yes,Yes,80,0
,,46,,,,,,Yes,,
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-46A-48D,-,2,,,Yes,Yes,Yes,Yes,100,0
,,46,,,,,,Yes,,
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-46A-48E,-,2,,,Yes,Yes,Yes,Yes,120,0
,,46,,,,,,Yes,,
,,48,See the CA_48E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-46C-48A,CA_2A-48A,2,,,Yes,Yes,Yes,Yes,80,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,,,Yes,Yes,Yes,Yes,,
CA_2A-46C-48C,CA_2A-48A,2,,,Yes,Yes,Yes,Yes,100,0
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-46D-48A,CA_2A-48A,2,,,Yes,Yes,Yes,Yes,100,0
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-66A,CA_2A-66A,2,,,Yes,Yes,Yes,Yes,60,0
,,46,,,,,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-46A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,46,See CA_46A-46A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46C-48D,-,2,,,Yes,Yes,Yes,Yes,120,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See the CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-46C-48E,-,2,,,Yes,Yes,Yes,Yes,140,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See the CA_48E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-46C-66A,CA_2A-66A,2,,,Yes,Yes,Yes,Yes,80,0
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,46,,,,,,Yes,,
,,66,See the CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-46C-66A-66A,-,2,,,Yes,Yes,Yes,Yes,100,0
,,46,See the CA_46C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See the CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-46D-66A-66A,-,2,,,Yes,Yes,Yes,Yes,120,0
,,46,See the CA_46D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See the CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-46E-66A-66A,-,2,,,Yes,Yes,Yes,Yes,140,0
,,46,See the CA_46E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See the CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-46A-46C-66A,-,2,,,Yes,Yes,Yes,Yes,100,0
,,46,See CA_46A-46C Bandwidth Combination Set 0 in the Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46D-66A,CA_2A-66A,2,,,Yes,Yes,Yes,Yes,100,0
,,46,See CA_46D Bandwidth Combination Set 0 in the Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46D-48C,CA_2A-48A,2,,,Yes,Yes,Yes,Yes,120,0
,,46,See the CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-46E-48A,CA_2A-48A,2,,,Yes,Yes,Yes,Yes,120,0
,,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,,,Yes,Yes,Yes,Yes,,
CA_2A-46E-66A,CA_2A-66A,2,,,Yes,Yes,Yes,Yes,120,0
,,46,See CA_46E Bandwidth Combination Set 0 in the Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46E-48C,,2,,,Yes,Yes,Yes,Yes,140,0
,,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_2A-48A-66A,CA_2A-48ACA_48A-66ACA_2A-66A,2,,,Yes,Yes,Yes,Yes,60,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-48C-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,80,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-48C-66A-66A,CA_48A-66ACA_2A-66ACA_2A-48A,2,Yes,Yes,Yes,Yes,Yes,Yes,100,0
,,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-48D-66A,CA_48A-66ACA_2A-48ACA_2A-66A,2,,,Yes,Yes,Yes,Yes,100,0
,,48,See CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-48D-66A-66A,CA_48A-66ACA_2A-66ACA_2A-48A,2,Yes,Yes,Yes,Yes,Yes,Yes,120,0
,,48,See CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-48E-66A,CA_48A-66ACA_2A-66ACA_2A-48A,2,,,Yes,Yes,Yes,Yes,120,0
,,48,See CA_48E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-48E-66A-66A,CA_48A-66ACA_2A-66ACA_2A-48A,2,Yes,Yes,Yes,Yes,Yes,Yes,140,0
,,48,See CA_48E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-48A-48A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
