E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 5),E-UTRA Bands,1.4MHz,3MHz,5MHz,10MHz,15MHz,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
,,5,Yes,,Yes,Yes,,,,
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-7A-12A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-12B-66A,-,2,,,Yes,Yes,Yes,Yes,75,0
,,7,,,Yes,Yes,Yes,Yes,,
,,12,See CA_12B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-13A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,13,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-7A-13A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,13,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7C-13A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,13,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-26A-66A,-,2,,Yes,Yes,Yes,Yes,Yes,75,0
,,7,,,Yes,Yes,Yes,Yes,,
,,26,,Yes,Yes,Yes,Yes,,,
,,66,,Yes,Yes,Yes,Yes,Yes,,
CA_2A-7A-28A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7C-28A-66A,-,2,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,28,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-29A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,7,,,,Yes,Yes,Yes,,
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7C-29A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-7A-29A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,7,See CA_7A-7A Bandwidth combination set 3 in Table 5.6A.1-3,,,,,,,
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-46A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,,,,Yes,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-7A-66A-71A,-,2,See CA_2A-2A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,100,0
,,7,,,,Yes,Yes,Yes,,
,,66,,,,Yes,Yes,Yes,,
,,71,,,,Yes,Yes,Yes,,
CA_2A-7A-66A-71A,-,2,,,,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,66,,,,Yes,Yes,Yes,,
,,71,,,,Yes,Yes,Yes,,
CA_2A-12A-30A-66A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-12A-30A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-46A-66A,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,46,,,,,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-46C-66A,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-46D-66A,CA_2A-13A,2,,,Yes,Yes,Yes,Yes,110,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-46A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,46,,,,,,Yes,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-46C-66A-66A,-,2,,,Yes,Yes,Yes,Yes,110,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-46D-66A-66A,-,2,,,Yes,Yes,Yes,Yes,130,0
,,13,,,Yes,Yes,,,,
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-48A-66A,CA_2A-13ACA_2A-66ACA_2A-48ACA_48A-66ACA_13A-66ACA_13A-48A,2,,,Yes,Yes,Yes,Yes,70,0
,,13,,,Yes,Yes,,,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-48A-66A-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_13A-66ACA_13A-48A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-48C-66A,CA_2A-13ACA_2A-48ACA_2A-66ACA_13A-66ACA_13A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-48C-66A-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_13A-66ACA_13A-48A,2,,,Yes,Yes,Yes,Yes,110,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-48D-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_13A-66ACA_13A-48A,2,,,Yes,Yes,Yes,Yes,110,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-48D-66A-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_13A-66ACA_13A-48A,2,,,Yes,Yes,Yes,Yes,130,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-13A-46E-66A,CA_2A-13A,2,Yes,Yes,Yes,Yes,Yes,Yes,130,0
,,13,,,Yes,Yes,,,,
,,46,See the CA_46E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-13A-48A-48A-66A,CA_2A-13ACA_13A-66A,2,,,Yes,Yes,Yes,Yes,90,0
,,13,,,Yes,Yes,,,,
,,48,See CA_48A-48A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-14A-30A-66A,CA_2A-14ACA_14A-30A CA_14A-66A,2,,,Yes,Yes,Yes,Yes,60,0
,,14,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-14A-30A-66A-66A,CA_2A-14ACA_14A-30A CA_14A-66A,2,,,Yes,Yes,Yes,Yes,80,0
,,14,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-29A-30A-66A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-29A-30A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-48A-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,80,0
,,46,,,,,,Yes,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-48C-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,100,0
,,46,,,,,,Yes,,
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46A-48D-66A,-,2,,,Yes,Yes,Yes,Yes,120,0
,,46,,,,,,Yes,,
,,48,See the CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46C-48A-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,100,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46C-48C-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,120,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46C-48D-66A,-,2,,,Yes,Yes,Yes,Yes,140,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See the CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46D-48A-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,120,0
,,46,See the CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46D-48C-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,140,0
,,46,See the CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-46E-48A-66A,CA_2A-48ACA_48A-66A,2,,,Yes,Yes,Yes,Yes,140,0
,,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_3A-5A-7A-28A,-,3,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-5A-7C-28A,-,3,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-5A-7A-28A,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,90,0
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-5A-7A-7A-28A,-,3,Yes,Yes,Yes,Yes,Yes,Yes,90,0
,,5,Yes,Yes,Yes,Yes,,,,
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
CA_3A-7A-8A-20A,-,3,,,Yes,Yes,Yes,Yes,70,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-8A-28A,-,3,Yes,Yes,Yes,Yes,Yes,Yes,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,Yes,Yes,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-8A-32A,,3,Yes,Yes,Yes,Yes,Yes,Yes,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,Yes,Yes,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-8A-38A9,CA_3A-8A,3,,,Yes,Yes,Yes,Yes,70,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-7A-8A-38A1,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,90,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-8A-40A,-,3,,,Yes,Yes,Yes,Yes,70,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-8A-40C,-,3,,,Yes,Yes,Yes,Yes,90,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-20A-28A7,-,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-7C-20A-28A7,-,3,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3C-7A-20A-28A7,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,,Yes,Yes,Yes,,
,,28,,,,Yes,Yes,Yes,,
CA_3A-7A-20A-32A,CA_3A-7A CA_3A-20A CA_7A-20A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-20A-38A14,CA_3A-20A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-7C-20A-38A14,-,3,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-7A-20A-38A14,CA_3A-20A,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,,Yes,Yes,Yes,,
,,38,,,,Yes,Yes,Yes,,
CA_3A-7A-20A-42A,-,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-28A-32A,CA_3A-7ACA_3A-28ACA_7A-28A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-28A-38A9,-,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-7C-28A-38A9,-,3,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-7A-28A-38A9,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-28A-40A,CA_3A-7ACA_3A-28ACA_3A-40ACA_7A-28ACA_7A-40ACA_28A-40A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-28A-40A-40A,CA_3A-7ACA_3A-28ACA_3A-40ACA_7A-28ACA_7A-40ACA_28A-40A,3,,,Yes,Yes,Yes,Yes,100,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_3A-7A-28A-40C,-,3,,,Yes,Yes,Yes,Yes,100,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-32A-46A,-,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,46,,,,,,Yes,,
CA_3A-7A-32A-46C,-,3,,,Yes,Yes,Yes,Yes,100,0
,,7,,,,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-32A-46D,-,3,,,Yes,Yes,Yes,Yes,120,0
,,7,,,,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-32A-46E,-,3,,,Yes,Yes,Yes,Yes,140,0
,,7,,,,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46E of Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-8A-11A-28A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,8,,,Yes,Yes,,,,
,,11,,,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-20A-28A,-,3,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-20A-38A,CA_3A-8A,3,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-20A-40A,-,8,Yes,Yes,Yes,Yes,,,70,0
,,20,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
,,3,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_3A-8A-28A-38A,-,8,Yes,Yes,Yes,Yes,,,70,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
,,3,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_3A-8A-28A-40A,-,8,Yes,Yes,Yes,Yes,,,70,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
,,8,Yes,Yes,Yes,Yes,,,,
CA_3A-8A-40A-41A,-,3,Yes,Yes,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,40,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_3A-19A-21A-42A,-,3,,,Yes,Yes,Yes,Yes,70,0
,,19,,,Yes,Yes,Yes,,,
,,21,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-19A-21A-42C,-,3,,,Yes,Yes,Yes,Yes,90,0
,,19,,,Yes,Yes,Yes,,,
,,21,,,Yes,Yes,Yes,,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-20A-28A-38A7,-,3,,,Yes,Yes,Yes,Yes,80,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-28A-40A,-,3,Yes,Yes,Yes,Yes,Yes,Yes,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-32A-42A,-,3,,,Yes,Yes,Yes,,60,0
,,20,,,Yes,,,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-32A-43A,-,3,,,Yes,Yes,Yes,,60,0
,,20,,,Yes,,,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-38A-40A,-,3,,,Yes,Yes,Yes,Yes,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-21A-28A-42A,-,3,,,Yes,Yes,Yes,Yes,65,0
,,21,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-21A-28A-42C,-,3,,,Yes,Yes,Yes,Yes,85,0
,,21,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-28A-41A-42A,CA_3A-41A CA_41A-42A,3,,,Yes,Yes,Yes,Yes,70,0
,,28,,,Yes,Yes,,,,
,,41,,,,Yes,Yes,Yes,,
,,42,,,,Yes,Yes,Yes,,
CA_3A-28A-41A-42C,CA_42C,3,,,Yes,Yes,Yes,Yes,90,0
,,28,,,Yes,Yes,,,,
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-28A-41C-42A,-,3,,,Yes,Yes,Yes,Yes,90,0
,,28,,,Yes,Yes,,,,
,,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,42,,,,Yes,Yes,Yes,,
CA_3A-28A-41C-42C,CA_42C,3,,,Yes,Yes,Yes,Yes,110,0
,,28,,,Yes,Yes,,,,
,,41,See the CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,42,See the CA_42C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-32A-42A-43A,-,3,,,Yes,Yes,Yes,,75,0
,,32,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_7A-8A-20A-28A,-,7,,,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_7A-8A-20A-32A,-,7,,,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7A-8A-20A-38A15,-,7,,,,Yes,Yes,Yes,60,0
,,8,,,Yes,Yes,,,,
,,20,,,Yes,Yes,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7A-8A-28A-32A,-,7,,,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7A-8A-32A-38A16,-,7,,,,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7A-20A-28A-32A,-,7,,,Yes,Yes,Yes,Yes,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7C-20A-28A-32A,-,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,100,0
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7A-20A-28A-38A717,-,7,,,,Yes,Yes,Yes,80,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7C-20A-28A-38A717,-,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,100,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7A-20A-32A-38A18,-,7,,,,Yes,Yes,Yes,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7A-28A-32A-38A,-,7,,,,Yes,Yes,Yes,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_8A-20A-28A-32A,-,8,Yes,Yes,Yes,Yes,,,70,0
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_8A-20A-28A-38A,-,8,Yes,Yes,Yes,Yes,,,70,0
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_8A-20A-28A-40A,-,8,Yes,Yes,Yes,Yes,,,70,0
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_8A-20A-32A-38A,-,8,,,Yes,Yes,,,70,0
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
