EN-DCconfiguration,Uplink EN-DC configuration(note 1)
DC_3A-(n)41AADC_3A-(n)41CADC_3A-(n)41DA,DC_3A_n41ADC_(n)41AA
DC_3A_n41A-n71A,DC_3A_n41ADC_3A_n71A
DC_3A-41A_n77A14DC_3A-41C_n77A14,DC_3A_n77A14DC_41A_n77ADC_41C_n77A
DC_3A-41A_n77(2A) 14DC_3A-41C_n77(2A) 14,DC_3A_n77A14DC_41A_n77ADC_41C_n77A
DC_3A-41A_n78ADC_3A-41C_n78A,DC_3A_n78ADC_41A_n78ADC_41C_n78A
DC_3A-3A-41A_n78ADC_3A-3A-41C_n78A,DC_3A_n78ADC_41A_n78ADC_41C_n78A
DC_3A_n41A-n78A,DC_3A_n41ADC_3A_n78A
DC_3A_n41A-n78(2A),DC_3A_n41ADC_3A_n78A
DC_3A-41A_n78(2A)DC_3A-41C_n78(2A),DC_3A_n78ADC_41A_n78ADC_41C_n78A
DC_3A-42A_n1A5DC_3A-42C_n1A5,DC_3A_n1ADC_42A_n1A
DC_3A-42A_n28A5DC_3A-42C_n28A5,DC_3A_n28ADC_42A_n28ADC_42C_n28A
DC_3A-41A_n79A5DC_3A-41C_n79A5,DC_3A_n79ADC_41A_n79A
DC_3A_n41A-n77A14,DC_3A_n41A14DC_3A_n77A14
DC_3A_n41A-n77(2A),DC_3A_n41ADC_3A_n77A
DC_3A_n41A-n79A5DC_3A_n41C-n79A5DC_3A_n41A-n79C5DC_3A_n41C-n79C5,DC_3A_n41ADC_3A_n79A
DC_3A_SUL_n41A-n80ADC_3C_SUL_n41A-n80A,DC_3A_n41ADC_3C_n41ADC_3A_n80A_ULSUP-TDM_n41ADC_3C_n80A_ULSUP-TDM_n41A
"DC_3A-42A_n77A14, 15,16DC_3A-42A_n77C15,16DC_3A-42C_n77A14, 15,16DC_3A-42C_n77C15,16DC_3A-42D_n77A14, 15,16DC_3A-42D_n77C15,16DC_3A-42E_n77A14, 15,16DC_3A-42E_n77C15,16","DC_3A_n77A14,"
"DC_3A-42A_n77(2A)15,16DC_3A-42C_n77(2A)15,16",DC_3A_n77A
"DC_3A-42A_n78A14,15,16DC_3A-42A_n78C15,16DC_3A-42C_n78A14,15,16DC_3A-42C_n78C15,16DC_3A-42D_n78A14,15,16DC_3A-42D_n78C15,16DC_3A-42E_n78A14,15,16DC_3A-42E_n78C15,16",DC_3A_n78A14
DC_3A-42A_n79A14DC_3A-42A_n79CDC_3A-42C_n79A14DC_3A-42C_n79CDC_3A-42D_n79A14DC_3A-42D_n79CDC_3A-42E_n79A14DC_3A-42E_n79C,DC_3A_n79A14
DC_3A-67A_n3A,DC_3A_n3A2
DC_3A_n71A-n77ADC_3C_n71A-n77A,DC_3A_n71ADC_3A_n77A
DC_3A_n71A-n78A,DC_3A_n71ADC_3A_n78A
DC_3A_n75A-n78ADC_3C_n75A-n78A,DC_3A_n78ADC_3C_n78A
DC_3A_n75A-n78(2A),DC_3A_n78A
"DC_3A_n77A-n79A14, 23",DC_3A_n77A14DC_3A_n79A14
"DC_3A_n78A-n79A14, 24DC_3A_n78A-n79C24",DC_3A_n78A14DC_3A_n79A14
DC_3A-3A_n78A-n79A24,DC_3A_n78ADC_3A_n79A
DC_3A_SUL_n77A-n80A,DC_3A_n77ADC_3A_n80A_ULSUP-TDM_n77A
DC_3A_SUL_n77A-n84A,DC_3A_n77ADC_3A_n84A
DC_3A_SUL_n78A-n80A5DC_3A_SUL_n78C-n80ADC_3C_SUL_n78A-n80A,DC_3A_n78ADC_3A_n80A_ULSUP-TDM_n78A
DC_3A_SUL_n78A-n82A5,DC_3A_n78ADC_3A_n82A
DC_3A_SUL_n78A-n84ADC_3A_SUL_n78C-n84A,DC_3A_n78ADC_3A_n84A
DC_3A_n78A-n105A,DC_3A_n78ADC_3A_n105A
DC_3A_SUL_n79A-n80A5DC_3A_SUL_n79C-n80A5,DC_3A_n79ADC_3A_n80A_ULSUP-TDM_n79A
DC_4A-5A_n78A,DC_4A_n78ADC_5A_n78A
DC_4A-7A_n28A,DC_4A_n28ADC_7A_n28A
DC_4A-7A_n78ADC_4A-7C_n78A,DC_4A_n78ADC_7A_n78ADC_7C_n78A
DC_5A_n1A-n28A,DC_5A_n1ADC_5A_n28A
DC_5A_n1A-n78A,DC_5A_n1ADC_5A_n78A
DC_5A_n2A-n7A,DC_5A_n2ADC_5A_n7A
DC_5A_n2A-n41A,DC_5A_n2ADC_5A_n41A
DC_5A_n2A-n66A,DC_5A_n2ADC_5A_n66A
DC_5A_n2A-n77A14DC_5A_n2A-n77C14,DC_5A_n77A14DC_5A_n2A
DC_5A_n2A-n78A,DC_5A_n2ADC_5A_n78A
DC_5A_n3A-n28A,DC_5A_n3ADC_5A_n28A
DC_5A_n3A-n78A,DC_5A_n3ADC_5A_n78A
DC_5A_n5A-n77A14DC_5A_n5A-n77C14,DC_5A_n77A14
DC_5A-7A_n1A,DC_5A_n1ADC_7A_n1A
DC_5A-7A-7A_n1A,DC_5A_n1ADC_7A_n1A
DC_5A-7A_n2A,DC_7A_n2A
DC_5A-7A_n2(2A),DC_7A_n2A
DC_5A-7A_n3A,DC_5A_n3ADC_7A_n3A
DC_5A-7A_n7A,DC_5A_n7ADC_7A_n7A2
DC_5A-7A_n25A,DC_5A_n25ADC_7A_n25A
DC_5A_n7A-n25A,DC_5A_n7ADC_5A_n25A
DC_5A-7A_n28A,DC_5A_n28ADC_7A_n28A
DC_5A-7A-7A_n28A,DC_5A_n28ADC_7A_n28A
DC_5A-7A_n40A,DC_5A_n40ADC_7A_n40A
DC_5A-7A-7A_n40A,DC_5A_n40ADC_7A_n40A
DC_5A-7A_n66ADC_5A-7C_n66A,DC_5A_n66ADC_7A_n66A
DC_5A-7A-7A_n66A,DC_5A_n66ADC_7A_n66A
DC_5A_n7A-n66A,DC_5A_n7ADC_5A_n66A
DC_5A-7A_n71A,DC_5A_n71ADC_7A_n71A
DC_5A-7A_n77A,DC_5A_n77ADC_7A_n77A
DC_5A-7A-7A_n77A,DC_5A_n77ADC_7A_n77A
DC_5A-7A_n77(2A)DC_5A-7A_n77(3A),DC_5A_n77ADC_7A_n77A
DC_5A-7A-7A_n77(2A)DC_5A-7A-7A_n77(3A),DC_5A_n77ADC_7A_n77A
DC_5A_n7A-n77A,DC_5A_n7ADC_5A_n77A
DC_5A-7A_n78ADC_5A-7A_n78CDC_5A-7C_n78A,DC_5A_n78ADC_7A_n78ADC_7C_n78A
DC_5A-7A_n78(2A)DC_5A-7A_n78(A-C),DC_5A_n78ADC_7A_n78A
DC_5A_n7A-n78A,DC_5A_n7ADC_5A_n78A
DC_5A_n7(2A)-n78ADC_5A_n7A-n78(2A)DC_5A_n7(2A)-n78(2A),DC_5A_n7ADC_5A_n78A
DC_5A-7A-7A_n78ADC_5A-7A-7A_n78C,DC_5A_n78ADC_7A_n78A
DC_5A-7A-7A_n78(2A),DC_5A_n78ADC_7A_n78A
DC_5A-7A-7A_n78(A-C),DC_5A_n78ADC_7A_n78A
DC_5A-(n)12AA,DC_5A_n12ADC_(n)12AA2
DC_5A-13A_n2A,DC_5A_n2ADC_13A_n2A
DC_5A-13A_n66A,DC_5A_n66ADC_13A_n66A
DC_5A-13A_n77ADC_5A-13A_n77C,DC_5A_n77A DC_13A_n77A
DC_5A_n28A-n77ADC_5A_n28A-n77C,DC_5A_n77A
DC_5A_n28A-n78ADC_5A_n28A-n78C,DC_5A_n78ADC_5A_n28A
DC_5A_n28A-n79A,DC_5A_n28ADC_5A_n79A
DC_5A-30A_n2A,DC_5A_n2ADC_30A_n2A
DC_5A-30A_n5A,DC_30A_n5A
DC_5A-30A_n66A,DC_5A_n66ADC_30A_n66A
DC_5A-30A_n77A14,DC_5A_n77A14DC_30A_n77A14
DC_5A-30A_n77(2A) 14,DC_5A_n77A14DC_30A_n77A14
DC_5A_n38A-n66A,DC_5A_n38ADC_5A_n66A
DC_5A-40A_n77ADC_5A-40C_n77ADC_5A-40A_n77CDC_5A-40C_n77C,DC_5A_n77ADC_40A_n77A
DC_5A_n40A-n77A,DC_5A_n40ADC_5A_n77A
DC_5A_n40A-n77(2A),DC_5A_n40ADC_5A_n77A
DC_5A-40A_n78ADC_5A-40C_n78ADC_5A-40A_n78CDC_5A-40C_n78C,DC_5A_n78ADC_40A_n78A
DC_5A_n40A-n78ADC_5A_n40A-n78C,DC_5A_n40ADC_5A_n78A
DC_5A_n41A-n66A,DC_5A_n41ADC_5A_n66A
DC_5A_n41A-n77A,DC_5A_n41ADC_5A_n77A
DC_5A_n41A-n78A,DC_5A_n41ADC_5A_n78A
DC_5A-41A_n79A,DC_5A_n79ADC_41A_n79A
DC_5A-46A_n66A,DC_5A_n66ADC_46A_n66A
DC_5A-48A_n5A,DC_48A_n5A
DC_5A-48A_n12A,DC_5A_n12ADC_48A_n12A
DC_5A-48A_n71A,DC_5A_n71ADC_48A_n71A
"DC_5A-48A_n77A14,15,16DC_5A-48C_n77A14,15,16DC_5A-48D_n77A14,15,16DC_5A-48A_n77C14,15,16DC_5A-48C_n77C14,15,16DC_5A-48D_n77C14,15,16",DC_5A_n77A14
DC_5A-66A_n2ADC_5B-66A_n2ADC_5A-66B_n2A,DC_5A_n2ADC_66A_n2A
DC_5A-5A-66A_n2A,DC_5A_n2ADC_66A_n2A
DC_5A-66A-66A_n2ADC_5B-66A-66A_n2A,DC_5A_n2ADC_66A_n2A
DC_5A-5A-66A-66A_n2A,DC_5A_n2ADC_66A_n2A
DC_5A-66A_n2(2A),DC_5A_n2ADC_66A_n2A
DC_5A-66A_n5A,DC_66A_n5A
DC_5A-66A-66A_n5A,DC_66A_n5A
DC_5A-66A_n7A,DC_5A_n7ADC_66A_n7A
DC_5A-66A-66A_n7A,DC_5A_n7ADC_66A_n7A
DC_5A-66A_n12A,DC_5A_n12ADC_66A_n12A
DC_5A-66A_n25A,DC_5A_n25ADC_66A_n25A
DC_5A-66A_n30A,DC_5A_n30ADC_66A_n30A
DC_5A-66A-66A_n30A,DC_5A_n30ADC_66A_n30A
DC_5A-66A_n41A,DC_5A_n41ADC_66A_n41A
DC_5A-66A_n48ADC_5A-66A_n48B,DC_5A_n48ADC_66A_n48A
DC_5A-66A-66A_n48ADC_5A-66A-66A_n48B,DC_5A_n48ADC_66A_n48A
DC_5A-66A_n66ADC_5B-66A_n66A,DC_5A_n66A
DC_5A-(n)66AA,DC_5A_n66ADC_(n)66AA2
DC_5A-5A-66A_n66A,DC_5A_n66A
DC_5A-66A-66A_n66ADC_5B-66A-66A_n66A,DC_5A_n66A
DC_5A-66A-(n)66AA,DC_5A_n66ADC_(n)66AA2DC_66A_n66A2
DC_5A-5A-66A-66A_n66A,DC_5A_n66A
DC_5A-66A_n71A,DC_5A_n71ADC_66A_n71A
DC_5A-66A_n77A14DC_5A-66A_n77C14,DC_5A_n77A14DC_66A_n77A14
DC_5A-66A_n77(2A) 14,DC_5A_n77A14DC_66A_n77A14
DC_5A-66A-66A_n77A14DC_5A-66A-66A_n77C14,DC_5A_n77A14DC_66A_n77A14
DC_5A-66A-66A_n77(2A) 14,DC_5A_n77A14DC_66A_n77A14
DC_5A_n66A-n77A14DC_5A_n66A-n77C14,DC_5A_n66ADC_5A_n77A14
DC_5A-66A_n78A,DC_5A_n78ADC_66A_n78A
DC_5A-66A_n78(2A),DC_5A_n78ADC_66A_n78A
DC_5A_n66A-n78A,DC_5A_n66ADC_5A_n78A
DC_5A-66A-66A_n78A,DC_5A_n78ADC_66A_n78A
DC_5A_SUL_n78A-n89A,DC_5A_n78ADC_5A_n89A_ULSUP-TDM_n78A
DC_7A_n1A-n8A,DC_7A_n1ADC_7A_n8A
DC_7A-7A_n1A-n8A,DC_7A_n1ADC_7A_n8A
DC_7A_n1A-n28A,DC_7A_n1ADC_7A_n28A
DC_7C_n1A-n28A,DC_7A_n1ADC_7A_n28ADC_7C_n1ADC_7C_n28A
DC_7A_n1A-n40A,DC_7A_n1ADC_7A_n40A
DC_7A_n1A-n75A,DC_7A_n1A
"DC_7A_n1A-n78A5, 14DC_7C_n1A-n78A5",DC_7A_n1ADC_7A_n78A14DC_7C_n1ADC_7C_n78A
DC_7A_n1A-n78(2A)5DC_7C_n1A-n78(2A)5,DC_7A_n1ADC_7A_n78ADC_7C_n1ADC_7C_n78A
"DC_7A-7A_n1A-n78A5, 14",DC_7A_n1ADC_7A_n78A14
DC_7A_n2A-n66A,DC_7A_n2ADC_7A_n66A
DC_7A_n2A-n71A,DC_7A_n2ADC_7A_n71A
DC_7A_n2A-n77A,DC_7A_n2ADC_7A_n77A
DC_7A_n2A-n78A,DC_7A_n2ADC_7A_n78A
DC_7A_n3A-n78ADC_7C_n3A-n78A,DC_7A_n3ADC_7A_n78ADC_7C_n3ADC_7C_n78A
DC_7A_n3A-n78(2A)DC_7C_n3A-n78(2A),DC_7A_n3ADC_7A_n78ADC_7C_n3ADC_7C_n78A
DC_7A_n5A-n40A,DC_7A_n5ADC_7A_n40A
DC_7A_n5A-n78A14DC_7C_n5A-n78A14,DC_7A_n5ADC_7C_n5ADC_7A_n78A14DC_7C_n78A14
DC_7A_n7A-n78A5,DC_7A_n78ADC_7A_n7A2
DC_7A_n7A-n78(2A),DC_7A_n78ADC_7A_n7A2
DC_7A-8A_n1ADC_7A-8B_n1A,DC_7A_n1ADC_8A_n1ADC_8B_n1A
DC_7A-7A-8A_n1ADC_7A-7A-8B_n1A,DC_7A_n1ADC_8A_n1ADC_8B_n1A
DC_7A-8A_n3A,DC_7A_n3ADC_8A_n3A
DC_7A-8A_n7A,DC_7A_n7ADC_8A_n7A
DC_7A-8A_n20A,DC_7A_n20ADC_8A_n20A
DC_7A-8A_n28A,DC_7A_n28ADC_8A_n28A
DC_7A-7A-8A_n28A,DC_7A_n28A DC_8A_n28A
DC_7A-8A_n40A,DC_7A_n40ADC_8A_n40A
DC_7A_n8A-n40A,DC_7A_n8ADC_7A_n40A
DC_7A-8A_n77A5,DC_7A_n77ADC_8A_n77A
"DC_7A-8A_n78A5, 14DC_7A-8B_n78A5, 14",DC_7A_n78A14DC_8A_n78A14DC_8B_n78A
DC_7A-8A_n78(2A),DC_7A_n78ADC_8A_n78A
"DC_7A-7A-8A_n78A5, 14DC_7A-7A-8B_n78A5, 14",DC_7A_n78A14DC_8A_n78A14DC_8B_n78A
DC_7A-7A-8A_n78(2A)5,DC_7A_n78ADC_8A_n78A
"DC_7A-7A_n8A-n78A5, 14",DC_7A_n8ADC_7A_n78A14
"DC_7A_n8A-n78A5, 14",DC_7A_n8ADC_7A_n78A14
DC_7A-12A_n2A,DC_7A_n2ADC_12A_n2A
DC_7A-12A_n2(2A),DC_7A_n2ADC_12A_n2A
DC_7A-12A_n25A,DC_7A_n25ADC_12A_n25A
DC_7A-12A_n66A,DC_7A_n66ADC_12A_n66A
DC_7A-12A_n77A,DC_7A_n77ADC_12A_n77A
DC_7A-12A_n77(2A),DC_7A_n77ADC_12A_n77A
DC_7A_n12A-n77A,DC_7A_n12ADC_7A_n77A
DC_7A-12A_n78A,DC_7A_n78ADC_12A_n78A
DC_7A-12A_n78(2A),DC_7A_n78ADC_12A_n78A
DC_7A_n12A-n78A,DC_7A_n12ADC_7A_n78A
DC_7A-13A_n25ADC_7C-13A_n25A,DC_7A_n25ADC_13A_n25A
DC_7A-7A-13A_n25A,DC_7A_n25ADC_13A_n25A
DC_7A-13A_n66ADC_7C-13A_n66A,DC_7A_n66ADC_13A_n66A
DC_7A-7A-13A_n66A,DC_7A_n66ADC_13A_n66A
DC_7A-20A_n1ADC_7C-20A_n1A,DC_7A_n1ADC_7C_n1ADC_20A_n1A
DC_7A-20A_n3ADC_7C-20A_n3A,DC_7A_n3ADC_7C_n3ADC_20A_n3A
DC_7A-20A_n7A,DC_7A_n7A2DC_20A_n7A
DC_7A-20A_n8A,DC_7A_n8ADC_20A_n8A
"DC_7A-20A_n28A16,20DC_7C-20A_n28A16,20",DC_7A_n28ADC_20A_n28A
DC_7A-20A_n78A5DC_7A-20A_n78C5DC_7C-20A_n78A5,DC_7A_n78ADC_20A_n78A
DC_7A-7A-20A_n78A5,DC_7A_n78ADC_20A_n78A
DC_7A-20A_n78(2A)5,DC_7A_n78ADC_20A_n78A
DC_7A_n25A-n66ADC_7C_n25A-n66A,DC_7A_n25ADC_7A_n66A
DC_7A-7A_n25A-n66A,DC_7A_n25ADC_7A_n66A
DC_7A_n25A-n71A,DC_7A_n25ADC_7A_n71A
DC_7A-25A_n77ADC_7C-25A_n77A,DC_7A_n77ADC_25A_n77A
DC_7A-7A-25A_n77A,DC_7A_n77ADC_25A_n77A
DC_7A-25A-25A_n77ADC_7C-25A-25A_n77A,DC_7A_n77ADC_25A_n77A
DC_7A-7A-25A-25A_n77A,DC_7A_n77ADC_25A_n77A
DC_7A-25A_n78ADC_7C-25A_n78A,DC_7A_n78ADC_25A_n78A
DC_7A-7A-25A_n78A,DC_7A_n78ADC_25A_n78A
DC_7A-25A-25A_n78ADC_7C-25A-25A_n78A,DC_7A_n78ADC_25A_n78A
DC_7A-7A-25A-25A_n78A,DC_7A_n78ADC_25A_n78A
DC_7A-26A_n78ADC_7C-26A_n78A,DC_7A_n78ADC_26A_n78A
DC_7A-26A_n78(2A)DC_7C-26A_n78(2A),DC_7A_n78ADC_26A_n78A
DC_7A_n26A-n78ADC_7C_n26A-n78A,DC_7A_n26ADC_7C_n26ADC_7A_n78ADC_7C_n78A
DC_7A_n26A-n78(2A)DC_7C_n26A-n78(2A),DC_7A_n26ADC_7C_n26ADC_7A_n78ADC_7C_n78A
DC_7A-28A_n1A,DC_28A_n1ADC_7A_n1A
DC_7A-7A-28A_n1A,DC_28A_n1ADC_7A_n1A
DC_7A-28A_n2A,DC_7A_n2ADC_28A_n2A
DC_7A-28A_n3ADC_7C-28A_n3A,DC_7A_n3ADC_7C_n3ADC_28A_n3A
DC_7A-28A_n5A6DC_7C-28A_n5A6,DC_7A_n5ADC_7C_n5ADC_28A_n5A
DC_7A-28A_n7A,DC_7A_n7A2DC_28A_n7A
DC_7A-28A_n20A,DC_7A_n20ADC_28A_n20A
DC_7A_n28A-n40A,DC_7A_n28ADC_7A_n40A
DC_7A-28A_n40A,DC_7A_n40ADC_28A_n40A
DC_7A-28A_n66ADC_7C-28A_n66A,DC_7A_n66ADC_28A_n66A
"DC_7A-28A_n78A5,14DC_7C-28A_n78A5,14",DC_7A_n78A14DC_7C_n78A14DC_28A_n78A14
DC_7A-7A-28A_n78A5,DC_7A_n78ADC_28A_n78A
"DC_7A-28A_n78(2A)5,14DC_7C-28A_n78(2A)5,14",DC_7A_n78A14DC_7C_n78A14DC_28A_n78A14
"DC_7A_n28A-n78A5,14DC_7C_n28A-n78A14",DC_7A_n28ADC_7A_n78A14DC_7C_n28ADC_7C_n78A14
DC_7A-7A_n28A-n78A5,DC_7A_n28ADC_7A_n78A
DC_7A-29A_n78ADC_7C-29A_n78A,DC_7A_n78A
DC_7A-7A-29A_n78A,DC_7A_n78A
DC_7A-32A_n1A,DC_7A_n1A
DC_7A-32A_n3ADC_7C-32A_n3A,DC_7A_n3A
DC_7A-32A_n8A,DC_7A_n8A
DC_7A-32A_n28A,DC_7A_n28A
DC_7A-32A_n78A,DC_7A_n78A
DC_7A-40A_n1ADC_7A-40C_n1A,DC_7A_n1ADC_40A_n1A
DC_7A_n40A-n77A,DC_7A_n40ADC_7A_n77A
DC_7A_n40A-n77(2A),DC_7A_n40ADC_7A_n77A
DC_7A-7A_n40A-n77A,DC_7A_n40ADC_7A_n77A
DC_7A-7A_n40A-n77(2A),DC_7A_n40ADC_7A_n77A
DC_7A-40A_n78ADC_7A-40C_n78A,DC_7A_n78ADC_40A_n78A
DC_7A-40A_n78(2A)DC_7A-40C_n78(2A),DC_7A_n78ADC_40A_n78A
DC_7A_n40A-n78ADC_7A_n40A-n78C,DC_7A_n40ADC_7A_n78A
DC_7A-7A_n40A-n78ADC_7A-7A_n40A-n78C,DC_7A_n40ADC_7A_n78A
DC_7A_n40A-n105A,DC_7A_n40ADC_7A_n105A
DC_7A-46A_n78A3DC_7A-46C_n78A3DC_7A-46D_n78A3DC_7A-46E_n78A3,DC_7A_n78A
DC_7A-66A_n2A,DC_7A_n2ADC_66A_n2A
DC_7A-66A_n2(2A),DC_7A_n2ADC_66A_n2A
DC_7A-66A_n5ADC_7C-66A_n5A,DC_7A_n5ADC_66A_n5A
DC_7A-66A-66A_n5ADC_7C-66A-66A_n5A,DC_7A_n5ADC_66A_n5A
DC_7A-7A-66A_n5A,DC_7A_n5ADC_66A_n5A
DC_7A-7A-66A-66A_n5A,DC_7A_n5ADC_66A_n5A
DC_7A-66A_n7A,DC_7A_n7A2DC_66A_n7A
DC_7A-66A-66A_n7A,DC_7A_n7A2DC_66A_n7A
DC_7A-66A_n12A,DC_7A_n12ADC_66A_n12A
DC_7A-66A_n25ADC_7C-66A_n25A,DC_7A_n25ADC_66A_n25A
DC_7A-7A-66A_n25A,DC_7A_n25ADC_66A_n25A
DC_7A-66A_n28A,DC_7A_n28ADC_66A_n28A
DC_7A-66A_n66ADC_7C-66A_n66A,DC_7A_n66ADC_66A_n66A2
DC_7A-(n)66AADC_7C-(n)66AA,DC_7A_n66ADC_(n)66AA2
DC_7A-7A-(n)66AA,DC_7A_n66ADC_(n)66AA2
DC_7A-7A-66A_n66A,DC_7A_n66ADC_66A_n66A2
DC_7A-66A-66A_n66A,DC_7A_n66ADC_66A_n66A2
DC_7A-66A-(n)66AA,DC_7A_n66ADC_(n)66AA2DC_66A_n66A2
DC_7A-7A-66A-(n)66AA,DC_7A_n66ADC_(n)66AA2DC_66A_n66A2
DC_7A-7A-66A-66A_n66A,DC_7A_n66ADC_66A_n66A2
DC_7A-66A_n71A,DC_7A_n71ADC_66A_n71A
DC_7A-66A-66A_n71A,DC_7A_n71ADC_66A_n71A
DC_7A_n66A-n71A,DC_7A_n66ADC_7A_n71A
DC_7A-66A_n77ADC_7C-66A_n77A,DC_7A_n77ADC_66A_n77A
DC_7A-7A-66A_n77A,DC_7A_n77ADC_66A_n77A
DC_7A-7A-66A_n77(2A),DC_7A_n77ADC_66A_n77A
DC_7A-66A_n77(2A)DC_7C-66A_n77(2A),DC_7A_n77ADC_66A_n77A
DC_7A_n66A-n77ADC_7C_n66A-n77A,DC_7A_n66ADC_7A_n77A
DC_7A-7A_n66A-n77A,DC_7A_n66ADC_7A_n77A
DC_7A_n66A-n78ADC_7C_n66A-n78A,DC_7A_n66ADC_7A_n78A
DC_7A-7A_n66A-n78A,DC_7A_n66ADC_7A_n78A
"DC_7A-66A_n78A5,14DC_7C-66A_n78A5,14",DC_7A_n78A14DC_7C_n78ADC_66A_n78A14
"DC_7A-66A_n78(2A) 5,14DC_7C-66A_n78(2A) 5,14",DC_7A_n78A14DC_7C_n78ADC_66A_n78A14
"DC_7A-7A-66A_n78A5,14",DC_7A_n78A14DC_66A_n78A14
"DC_7A-7A-66A_n78(2A)5,14",DC_7A_n78A14DC_66A_n78A14
DC_7A-7A-66A-66A_n78A,DC_7A_n78ADC_66A_n78A
DC_7A-7A-66A-66A_n78(2A),DC_7A_n78ADC_66A_n78A
"DC_7A-66A-66A_n78A5,14DC_7C-66A-66A_n78A5,14",DC_7A_n78A14DC_7C_n78ADC_66A_n78A14
"DC_7A-66A-66A_n78(2A) 5,14DC_7C-66A-66A_n78(2A) 5,14",DC_7A_n78A14DC_66A_n78A14
DC_7A-71A_n2A,DC_7A_n2ADC_71A_n2A
DC_7A-71A_n2(2A),DC_7A_n2ADC_71A_n2A
DC_7A-71A_n12A,DC_7A_n12A
DC_7A-71A_n25A,DC_7A_n25ADC_71A_n25A
DC_7A-71A_n66A,DC_7A_n66ADC_71A_n66A
DC_7A-71A_n77A,DC_7A_n77ADC_71A_n77A
DC_7A-71A_n77(2A),DC_7A_n77ADC_71A_n77A
DC_7A_n71A-n77A,DC_7A_n71ADC_7A_n77A
DC_7A-71A_n78A,DC_7A_n78ADC_71A_n78A
DC_7A-71A_n78(2A),DC_7A_n78ADC_71A_n78A
DC_7A_n71A-n78A,DC_7A_n71ADC_7A_n78A
DC_7A_n75A-n78A,DC_7A_n78A
DC_7A_n78A-n79A24DC_7A_n78A-n79C24,DC_7A_n78ADC_7A_n79A
DC_7A-7A_n78A-n79A24,DC_7A_n78ADC_7A_n79A
DC_7A_SUL_n78A-n80A,DC_7A_n78ADC_7A_n80A
DC_7A_n78A-n105A,DC_7A_n78ADC_7A_n105A
DC_8A_n1A-n3ADC_8B_n1A-n3A,DC_8A_n1ADC_8A_n3A
DC_8A_n1A-n28A,DC_8A_n1ADC_8A_n28A
DC_8A_n1A-n40A,DC_8A_n1ADC_8A_n40A
DC_8A_n1A-n41A,DC_8A_n1ADC_8A_n41A
"DC_8A_n1A-n77A5,14DC_8B_n1A-n77A5",DC_8A_n1ADC_8A_n77A14
"DC_8A_n1A-n77(2A)5,14",DC_8A_n1ADC_8A_n77A14
"DC_8A_n1A-n78A5,14DC_8B_n1A-n78A5,14",DC_8A_n1ADC_8B_n1ADC_8A_n78A14DC_8B_n78A14
"DC_8A_n1A-n79A5,14",DC_8A_n79A14
DC_8A-(n)3AADC_8A-(n)3CA,DC_(n)3AADC_8A_n3ADC_3A_n3A2
DC_8A_n3A-n28A,DC_8A_n3ADC_8A_n28A
"DC_8A_n3A-n77A5,14",DC_8A_n3ADC_8A_n77A14
DC_8B_n3A-n77A5,DC_8A_n3ADC_8A_n77A
"DC_8A_n3A-n77(2A) 5,14",DC_8A_n3ADC_8A_n77A14
DC_8A_n3A-n78A,DC_8A_n3ADC_8A_n78A
DC_8A_n3A-n78(2A),DC_8A_n3ADC_8A_n78A
"DC_8A_n3A-n79A5,14",DC_8A_n3ADC_8A_n79A14
DC_8A_n7A-n78A,DC_8A_n7ADC_8A_n78A
DC_8A-11A_n1ADC_8B-11A_n1A,DC_8A_n1ADC_11A_n1A
DC_8A-11A_n3ADC_8B-11A_n3A,DC_8A_n3ADC_11A_n3A
DC_8A-11A_n28A,DC_8A_n28ADC_11A_n28A
"DC_8A-11A_n77A5,14DC_8B-11A_n77A5",DC_8A_n77A14DC_11A_n77A
"DC_8A-11A_n77(2A)5,14DC_8A-11A_n77(3A)5DC_8B-11A_n77(2A)5",DC_8A_n77A14DC_11A_n77A
DC_8A-11A_n78A5,DC_8A_n78ADC_11A_n78A
"DC_8A-11A_n79A5,14",DC_8A_n79A14DC_11A_n79A
DC_8A-20A_n1A,DC_8A_n1ADC_20A_n1A
DC_8A-20A_n3A,DC_8A_n3ADC_20A_n3A
"DC_8A-20A_n28A6,16,19,20",DC_8A_n28ADC_20A_n28A
DC_8A-20A_n78A,DC_8A_n78ADC_20A_n78A
DC_8A-28A_n1A,DC_8A_n1ADC_28A_n1A
DC_8A-28A_n3A,DC_8A_n3ADC_28A_n3A
DC_8A-28A_n40ADC_8A-28C_n40A,DC_8A_n40ADC_28A_n40A
DC_8A-28A_n71A,DC_8A_n71ADC_28A_n71A
DC_8A-28A_n77ADC_8A-28C_n77ADC_8A-28A_n77(2A)DC_8A-28C_n77(2A),DC_8A_n77ADC_28A_n77A
DC_8A-28A_n78A,DC_8A_n78ADC_28A_n78A
"DC_8A_n28A-n77A5,14",DC_8A_n28ADC_8A_n77A14
"DC_8A_n28A-n77(2A)5,14",DC_8A_n28ADC_8A_n77A14
"DC_8A_n28A-n78A5,14",DC_8A_n28ADC_8A_n78A14
DC_8A_n28A-n78(2A)5,DC_8A_n28ADC_8A_n78A
"DC_8A_n28A-n79A5,14",DC_8A_n28ADC_8A_n79A14
DC_8A-32A_n1A,DC_8A_n1A
DC_8A-32A_n3A,DC_8A_n3A
DC_8A-32A_n28A,DC_8A_n28A
DC_8A-32A_n78A,DC_8A_n78A
