NR CA configuration,Uplink configuration,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
,,n26,"5, 10, 15, 20",
,,n258,CA_n258R9,
CA_n7B-n26A-n258R10,CA_n7A-n26ACA_n7A-n258ACA_n26A-n258A,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n258,CA_n258R10,
CA_n7A-n66A-n257A,CA_n7A-n257ACA_n66A-n257A,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n66,"10, 15, 20, 25, 30, 40",
,,n257,"50, 100, 200, 400",
CA_n7A-n66A-n257G,CA_n7A-n257A/GCA_n66A-n257A/G,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n66,"10, 15, 20, 25, 30, 40",
,,n257,CA_n257G,
CA_n7A-n66A-n257H,CA_n7A-n257A/G/HCA_n66A-n257A/G/H,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n66,"10, 15, 20, 25, 30, 40",
,,n257,CA_n257H,
CA_n7A-n66A-n257I,CA_n7A-n257A/G/H/ICA_n66A-n257A/G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n66,"10, 15, 20, 25, 30, 40",
,,n257,CA_n257I,
CA_n7A-n66A-n257J,CA_n7A-n257A/G/H/I/JCA_n66A-n257A/G/H/I/J,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257J,
CA_n7A-n66A-n257K,CA_n7A-n257A/G/H/I/J/KCA_n66A-n257A/G/H/I/J/K,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257K,
CA_n7A-n66A-n257L,CA_n7A-n257A/G/H/I/J/K/LCA_n66A-n257A/G/H/I/J/K/L,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257L,
CA_n7A-n66A-n257M,CA_n7A-n257A/G/H/I/J/K/L/MCA_n66A-n257A/G/H/I/J/K/L/M,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257M,
CA_n7A-n66A-n260A,CA_n7A-n260ACA_n66A-n260A,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,See n260 channel bandwidths in Table 5.3.5-1,
CA_n7A-n66A-n260G,CA_n7A-n260A/GCA_n66A-n260A/G,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260G,
CA_n7A-n66A-n260H,CA_n7A-n260A/G/HCA_n66A-n260A/G/H,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260H,
CA_n7A-n66A-n260I,CA_n7A-n260A/G/H/ICA_n66A-n260A/G/H/I,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260I,
CA_n7A-n66A-n260J,CA_n7A-n260A/G/H/I/JCA_n66A-n260A/G/H/I/J,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260J,
CA_n7A-n66A-n260K,CA_n7A-n260A/G/H/I/J/KCA_n66A-n260A/G/H/I/J/K,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260K,
CA_n7A-n66A-n260L,CA_n7A-n260A/G/H/I/J/K/LCA_n66A-n260A/G/H/I/J/K/L,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260L,
CA_n7A-n66A-n260M,CA_n7A-n260A/G/H/I/J/K/L/MCA_n66A-n260A/G/H/I/J/K/L/M,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260M,
CA_n7A-n71A-n257A,CA_n7A-n257ACA_n71A-n257A,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n71,"5, 10, 15, 20",
,,n257,"50, 100, 200, 400",
CA_n7A-n71A-n257G,CA_n7A-n257A/GCA_n71A-n257A/G,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n71,"5, 10, 15, 20",
,,n257,CA_n257G,
CA_n7A-n71A-n257H,CA_n7A-n257A/G/HCA_n71A-n257A/G/H,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n71,"5, 10, 15, 20",
,,n257,CA_n257H,
CA_n7A-n71A-n257I,CA_n7A-n257A/G/H/ICA_n71A-n257G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",4 and 5
,,n71,"5, 10, 15, 20",
,,n257,CA_n257I,
CA_n7A-n71A-n257J,CA_n7A-n257A/G/H/I/JCA_n71A-n257A/G/H/I/J,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257J,
CA_n7A-n71A-n257K,CA_n7A-n257A/G/H/I/J/KCA_n71A-n257A/G/H/I/J/K,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257K,
CA_n7A-n71A-n257L,CA_n7A-n257A/G/H/I/J/K/LCA_n71A-n257A/G/H/I/J/K/L,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257L,
CA_n7A-n71A-n257M,CA_n7A-n257A/G/H/I/J/K/L/MCA_n71A-n257A/G/H/I/J/K/L/M,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n257,CA_n257M,
CA_n7A-n71A-n260A,CA_n7A-n260ACA_n71A-n260A,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,See n260 channel bandwidths in Table 5.3.5-1,
CA_n7A-n71A-n260G,CA_n7A-n260A/GCA_n71A-n260A/G,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260G,
CA_n7A-n71A-n260H,CA_n7A-n260A/G/HCA_n71A-n260A/G/H,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260H,
CA_n7A-n71A-n260I,CA_n7A-n260A/G/H/ICA_n71A-n260A/G/H/I,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260I,
CA_n7A-n71A-n260J,CA_n7A-n260A/G/H/I/JCA_n71A-n260A/G/H/I/J,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260J,
CA_n7A-n71A-n260K,CA_n7A-n260A/G/H/I/J/KCA_n71A-n260A/G/H/I/J/K,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260K,
CA_n7A-n71A-n260L,CA_n7A-n260A/G/H/I/J/K/LCA_n71A-n260A/G/H/I/J/K/L,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260L,
CA_n7A-n71A-n260M,CA_n7A-n260A/G/H/I/J/K/L/MCA_n71A-n260A/G/H/I/J/K/L/M,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
,,n260,CA_n260M,
CA_n7A-n78A-n258A,CA_n7A-n78ACA_n7A-n258ACA_n78A-n258A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n7A-n78A-n258B,CA_n7A-n78ACA_n7A-n258A/BCA_n78A-n258A/B,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258B,
CA_n7A-n78A-n258C,CA_n7A-n78ACA_n7A-n258A/B/CCA_n78A-n258A/B/C,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258C,
CA_n7A-n78A-n258D,CA_n7A-n78ACA_n7A-n258A/DCA_n78A-n258A/D,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258D,
CA_n7A-n78A-n258E,CA_n7A-n78ACA_n7A-n258A/D/ECA_n78A-n258A/D/E,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258E,
CA_n7A-n78A-n258F,CA_n7A-n78ACA_n7A-n258A/D/E/FCA_n78A-n258A/D/E/F,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258F,
CA_n7A-n78A-n258G,CA_n7A-n78ACA_n7A-n258A/GCA_n78A-n258A/G,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258G,
CA_n7A-n78A-n258H,CA_n7A-n78ACA_n7A-n258A/G/HCA_n78A-n258G/H,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258H,
CA_n7A-n78A-n258I,CA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258I,
CA_n7A-n78A-n258J,CA_n7A-n78ACA_n7A-n258A/G/H/I/JCA_n78A-n258A/G/H/I/J,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258J,
CA_n7A-n78A-n258K,CA_n7A-n78ACA_n7A-n258A/G/H/I/J/KCA_n78A-n258A/G/H/I/J/K,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258K,
CA_n7A-n78A-n258L,CA_n7A-n78ACA_n7A-n258A/G/H/I/J/K/LCA_n78A-n258A/G/H/I/J/K/L,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258L,
CA_n7A-n78A-n258M,CA_n7A-n78ACA_n7A-n258A/G/H/I/J/K/L/MCA_n78A-n258A/G/H/I/J/K/L/M,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258M,
CA_n7A-n78A-n258R2,CA_n258R2CA_n7A-n78ACA_n7A-n258A/R2CA_n78A-n258A/R2,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R2,
CA_n7A-n78A-n258R3,CA_n258R2/R3CA_n7A-n78ACA_n7A-n258A/R2/R3CA_n78A-n258A/R2/R3,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R3,
CA_n7A-n78A-n258R4,CA_n258R2/R3/R4CA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R4,
CA_n7A-n78A-n258R5,CA_n258R2/R3/R4CA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R5,
CA_n7A-n78A-n258R6,CA_n258R2/R3/R4CA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R6,
CA_n7A-n78A-n258R7,CA_n258R2/R3/R4CA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R7,
CA_n7A-n78A-n258R8,CA_n258R2/R3/R4CA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R8,
CA_n7A-n78A-n258R9,CA_n258R2/R3/R4CA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R9,
CA_n7A-n78A-n258R10,CA_n258R2/R3/R4CA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R10,
CA_n7A-n78(2A)-n258A,CA_n78(2A)CA_n7A-n78ACA_n7A-n258ACA_n78A-n258A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,"50, 100, 200, 400",
CA_n7A-n78(2A)-n258B,CA_n78(2A)CA_n258BCA_n7A-n78ACA_n7A-n258A/BCA_n78A-n258A/B,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258B,
CA_n7A-n78(2A)-n258C,CA_n78(2A)CA_n258B/CCA_n7A-n78ACA_n7A-n258A/B/CCA_n78A-n258A/B/C,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258C,
CA_n7A-n78(2A)-n258D,CA_n78(2A)CA_n258DCA_n7A-n78ACA_n7A-n258A/DCA_n78A-n258A/D,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258D,
CA_n7A-n78(2A)-n258E,CA_n78(2A)CA_n258D/ECA_n7A-n78ACA_n7A-n258A/D/ECA_n78A-n258A/D/E,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258E,
CA_n7A-n78(2A)-n258F,CA_n78(2A)CA_n258D/E/FCA_n7A-n78ACA_n7A-n258A/D/E/FCA_n78A-n258A/D/E/F,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258F,
CA_n7A-n78(2A)-n258G,CA_n78(2A)CA_n258GCA_n7A-n78ACA_n7A-n258A/GCA_n78A-n258A/G,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258G,
CA_n7A-n78(2A)-n258H,CA_n78(2A)CA_n258G/HCA_n7A-n78ACA_n7A-n258A/G/HCA_n78A-n258G/H,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258H,
CA_n7A-n78(2A)-n258I,CA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258I,
CA_n7A-n78(2A)-n258J,CA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258J,
CA_n7A-n78(2A)-n258K,CA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258K,
CA_n7A-n78(2A)-n258L,CA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258L,
CA_n7A-n78(2A)-n258M,CA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258M,
CA_n7A-n78(2A)-n258R2,CA_n78(2A)CA_n7A-n78ACA_n258R2CA_n7A-n258A/R2CA_n78A-n258A/R2,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R2,
CA_n7A-n78(2A)-n258R3,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3CA_n7A-n258A/R2/R3CA_n78A-n258A/R2/R3,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R3,
CA_n7A-n78(2A)-n258R4,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R4,
CA_n7A-n78(2A)-n258R5,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R5,
CA_n7A-n78(2A)-n258R6,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R6,
CA_n7A-n78(2A)-n258R7,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R7,
CA_n7A-n78(2A)-n258R8,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R8,
CA_n7A-n78(2A)-n258R9,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R9,
CA_n7A-n78(2A)-n258R10,CA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,CA_n78(2A),
,,n258,CA_n258R10,
CA_n7B-n78A-n258A,CA_n7BCA_n7A-n78ACA_n7A-n258ACA_n78A-n258A,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n7B-n78A-n258B,CA_n7BCA_n7A-n78ACA_n7A-n258A/BCA_n78A-n258A/B,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258B,
CA_n7B-n78A-n258C,CA_n7BCA_n7B-n78ACA_n7B-n258A/B/CCA_n78A-n258A/B/C,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258C,
CA_n7B-n78A-n258D,CA_n7BCA_n7A-n78ACA_n7A-n258A/DCA_n78A-n258A/D,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258D,
CA_n7B-n78A-n258E,CA_n7BCA_n7A-n78ACA_n7A-n258A/D/ECA_n78A-n258A/D/E,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258E,
CA_n7B-n78A-n258F,CA_n7BCA_n7A-n78ACA_n7A-n258A/D/E/FCA_n78A-n258A/D/E/F,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258F,
CA_n7B-n78A-n258G,CA_n7BCA_n7A-n78ACA_n7A-n258A/GCA_n78A-n258A/G,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258G,
CA_n7B-n78A-n258H,CA_n7BCA_n7A-n78ACA_n7A-n258A/G/HCA_n78A-n258G/H,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258H,
CA_n7B-n78A-n258I,CA_n7BCA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258I,
CA_n7B-n78A-n258J,CA_n7BCA_n7A-n78ACA_n7A-n258A/G/H/I/JCA_n78A-n258A/G/H/I/J,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258J,
CA_n7B-n78A-n258K,CA_n7BCA_n7A-n78ACA_n7A-n258A/G/H/I/J/KCA_n78A-n258A/G/H/I/J/K,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258K,
CA_n7B-n78A-n258L,CA_n7BCA_n7A-n78ACA_n7A-n258A/G/H/I/J/K/LCA_n78A-n258A/G/H/I/J/K/L,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258L,
CA_n7B-n78A-n258M,CA_n7BCA_n7A-n78ACA_n7A-n258A/G/H/I/J/K/L/MCA_n78A-n258A/G/H/I/J/K/L/M,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258M,
CA_n7B-n78A-n258R2,CA_n7BCA_n7A-n78ACA_n258R2CA_n7A-n258A/R2CA_n78A-n258A/R2,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R2,
CA_n7B-n78A-n258R3,CA_n7BCA_n7A-n78ACA_n258R2/R3CA_n7A-n258A/R2/R3CA_n78A-n258A/R2/R3,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R3,
CA_n7B-n78A-n258R4,CA_n7BCA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R4,
CA_n7B-n78A-n258R5,CA_n7BCA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R5,
CA_n7B-n78A-n258R6,CA_n7BCA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R6,
CA_n7B-n78A-n258R7,CA_n7BCA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R7,
CA_n7B-n78A-n258R8,CA_n7BCA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R8,
CA_n7B-n78A-n258R9,CA_n7BCA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R9,
CA_n7B-n78A-n258R10,CA_n7BCA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R10,
CA_n7B-n78(2A)-n258A,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n7A-n258ACA_n78A-n258A,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,"50, 100, 200, 400",
CA_n7B-n78(2A)-n258B,CA_n7BCA_n78(2A)CA_n258BCA_n7A-n78ACA_n7A-n258A/BCA_n78A-n258A/B,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258B,
CA_n7B-n78(2A)-n258C,CA_n7BCA_n78(2A)CA_n258B/CCA_n7A-n78ACA_n7A-n258A/B/CCA_n78A-n258A/B/C,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258C,
CA_n7B-n78(2A)-n258D,CA_n7BCA_n78(2A)CA_n258DCA_n7A-n78ACA_n7A-n258A/DCA_n78A-n258A/D,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258D,
