Downlink NR DCconfiguration,Uplink NR DCconfiguration
DC_n41A-n66A-n261ADC_n41A-n66A-n261GDC_n41A-n66A-n261H,DC_n41A-n66ADC_n41A-n261ADC_n41A-n261GDC_n41A-n261HDC_n66A-n261ADC_n66A-n261GDC_n66A-n261H
DC_n41A-n71A-n257ADC_n41A-n71A-n257G,DC_n41A-n71ADC_n41A-n257ADC_n41A-n257GDC_n71A-n257ADC_n71A-n257G
DC_n41A-n71A-n260ADC_n41A-n71A-n260G,DC_n41A-n71ADC_n41A-n260ADC_n41A-n260GDC_n71A-n260ADC_n71A-n260G
DC_n41A-n71A-n261ADC_n41A-n71A-n261GDC_n41A-n71A-n261H,DC_n41A-n71ADC_n41A-n261ADC_n41A-n261GDC_n41A-n261HDC_n71A-n261ADC_n71A-n261GDC_n71A-n261H
DC_n41A-n77A-n257ADC_n41A-n77A-n257GDC_n41A-n77A-n257HDC_n41A-n77A-n257I,DC_n41A-n77ADC_n41A-n257ADC_n41A-n257GDC_n41A-n257HDC_n41A-n257IDC_n77A-n257ADC_n77A-n257GDC_n77A-n257HDC_n77A-n257I
DC_n41A-n77(2A)-n257ADC_n41A-n77(2A)-n257GDC_n41A-n77(2A)-n257HDC_n41A-n77(2A)-n257I,DC_n41A-n77A DC_n41A-n257A DC_n41A-n257GDC_n41A-n257HDC_n41A-n257I DC_n77A-n257A DC_n77A-n257G DC_n77A-n257H DC_n77A-n257I
DC_n41A-n78A-n257ADC_n41A-n78A-n257GDC_n41A-n78A-n257HDC_n41A-n78A-n257I,DC_n41A-n78ADC_n41A-n257ADC_n41A-n257GDC_n41A-n257HDC_n41A-n257IDC_n78A-n257ADC_n78A-n257GDC_n78A-n257HDC_n78A-n257I
DC_n41A-n79A-n257ADC_n41A-n79A-n257GDC_n41A-n79A-n257HDC_n41A-n79A-n257I,DC_n41A-n257ADC_n41A-n257GDC_n41A-n257HDC_n41A-n257IDC_n79A-n257ADC_n79A-n257GDC_n79A-n257HDC_n79A-n257I
DC_n48A-n77A-n258ADC_n48A-n77A-n258GDC_n48A-n77A-n258HDC_n48A-n77A-n258IDC_n48A-n77A-n258J,DC_n48A-n258ADC_n48A-n258GDC_n48A-n258HDC_n48A-n258IDC_n48A-n258JDC_n77A-n258ADC_n77A-n258GDC_n77A-n258HDC_n77A-n258IDC_n77A-n258J
DC_n48A-n77A-n258(2A)DC_n48A-n77A-n258(2G)DC_n48A-n77A-n258(A-G)DC_n48A-n77A-n258(A-H)DC_n48A-n77A-n258(A-I)DC_n48A-n77A-n258(A-J)DC_n48A-n77A-n258(G-H)DC_n48A-n77A-n258(G-I)DC_n48A-n77A-n258(G-J),DC_n48A-n258ADC_n48A-n258GDC_n48A-n258HDC_n48A-n258IDC_n48A-n258JDC_n77A-n258ADC_n77A-n258GDC_n77A-n258HDC_n77A-n258IDC_n77A-n258J
DC_n48A-n66A-n260ADC_n48A-n66A-n260GDC_n48A-n66A-n260HDC_n48A-n66A-n260IDC_n48A-n66A-n260JDC_n48A-n66A-n260KDC_n48A-n66A-n260LDC_n48A-n66A-n260M,DC_n48A-n260ADC_n48A-n260GDC_n48A-n260HDC_n48A-n260IDC_n66A-n260ADC_n66A-n260GDC_n66A-n260HDC_n66A-n260I
DC_n48(2A)-n66A-n260ADC_n48(2A)-n66A-n260GDC_n48(2A)-n66A-n260HDC_n48(2A)-n66A-n260IDC_n48(2A)-n66A-n260JDC_n48(2A)-n66A-n260KDC_n48(2A)-n66A-n260LDC_n48(2A)-n66A-n260M,DC_n48A-n260ADC_n48A-n260GDC_n48A-n260HDC_n48A-n260IDC_n66A-n260ADC_n66A-n260GDC_n66A-n260HDC_n66A-n260I
DC_n48B-n66A-n260ADC_n48B-n66A-n260GDC_n48B-n66A-n260HDC_n48B-n66A-n260IDC_n48B-n66A-n260JDC_n48B-n66A-n260KDC_n48B-n66A-n260LDC_n48B-n66A-n260M,DC_n48A-n260ADC_n48A-n260GDC_n48A-n260HDC_n48A-n260IDC_n66A-n260ADC_n66A-n260GDC_n66A-n260HDC_n66A-n260I
DC_n48A-n77A-n260ADC_n48A-n77A-n260GDC_n48A-n77A-n260HDC_n48A-n77A-n260IDC_n48A-n77A-n260JDC_n48A-n77A-n260KDC_n48A-n77A-n260LDC_n48A-n77A-n260M,DC_n48A-n260ADC_n48A-n260GDC_n48A-n260HDC_n48A-n260IDC_n77A-n260ADC_n77A-n260GDC_n77A-n260HDC_n77A-n260I
DC_n48A-n77C-n260ADC_n48A-n77C-n260GDC_n48A-n77C-n260HDC_n48A-n77C-n260IDC_n48A-n77C-n260JDC_n48A-n77C-n260KDC_n48A-n77C-n260LDC_n48A-n77C-n260M,DC_n48A-n260ADC_n48A-n260GDC_n48A-n260HDC_n48A-n260IDC_n77A-n260ADC_n77A-n260GDC_n77A-n260HDC_n77A-n260I
DC_n48A-n66A-n261ADC_n48A-n66A-n261GDC_n48A-n66A-n261HDC_n48A-n66A-n261IDC_n48A-n66A-n261JDC_n48A-n66A-n261KDC_n48A-n66A-n261LDC_n48A-n66A-n261M,DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261I
DC_n48A-n66A-n261(G-H)DC_n48A-n66A-n261(A-G-H)DC_n48A-n66A-n261(2H)DC_n48A-n66A-n261(H-I)DC_n48A-n66A-n261(A-G-I)DC_n48A-n66A-n261(A-H)DC_n48A-n66A-n261(2G)DC_n48A-n66A-n261(2A-H)DC_n48A-n66A-n261(A-2G)DC_n48A-n66A-n261(G-I)DC_n48A-n66A-n261(2A-I)DC_n48A-n66A-n261(A-G)DC_n48A-n66A-n261(2A-G)DC_n48A-n66A-n261(A-I)DC_n48A-n66A-n261(2A)DC_n48A-n66A-n261(3A),DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261I
DC_n48(2A)-n66A-n261ADC_n48(2A)-n66A-n261GDC_n48(2A)-n66A-n261HDC_n48(2A)-n66A-n261IDC_n48(2A)-n66A-n261JDC_n48(2A)-n66A-n261KDC_n48(2A)-n66A-n261LDC_n48(2A)-n66A-n261M,DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261I
DC_n48(2A)-n66A-n261(G-H)DC_n48(2A)-n66A-n261(A-G-H)DC_n48(2A)-n66A-n261(2H)DC_n48(2A)-n66A-n261(H-I)DC_n48(2A)-n66A-n261(A-G-I)DC_n48(2A)-n66A-n261(A-H)DC_n48(2A)-n66A-n261(2G)DC_n48(2A)-n66A-n261(2A-H)DC_n48(2A)-n66A-n261(A-2G)DC_n48(2A)-n66A-n261(G-I)DC_n48(2A)-n66A-n261(2A-I)DC_n48(2A)-n66A-n261(A-G)DC_n48(2A)-n66A-n261(2A-G)DC_n48(2A)-n66A-n261(A-I)DC_n48(2A)-n66A-n261(2A)DC_n48(2A)-n66A-n261(3A),DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261I
DC_n48A-n77A-n261ADC_n48A-n77A-n261GDC_n48A-n77A-n261HDC_n48A-n77A-n261IDC_n48A-n77A-n261JDC_n48A-n77A-n261KDC_n48A-n77A-n261LDC_n48A-n77A-n261M,DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n77A-n261ADC_n77A-n261GDC_n77A-n261HDC_n77A-n261I
DC_n48A-n77A-n261(G-H)DC_n48A-n77A-n261(2H)DC_n48A-n77A-n261(A-G-H)DC_n48A-n77A-n261(H-I)DC_n48A-n77A-n261(A-G-I)DC_n48A-n77A-n261(A-H)DC_n48A-n77A-n261(2G)DC_n48A-n77A-n261(2A-H)DC_n48A-n77A-n261(A-2G)DC_n48A-n77A-n261(G-I)DC_n48A-n77A-n261(2A-I)DC_n48A-n77A-n261(A-G)DC_n48A-n77A-n261(2A-G)DC_n48A-n77A-n261(A-I)DC_n48A-n77A-n261(2A)DC_n48A-n77A-n261(3A),DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n77A-n261ADC_n77A-n261GDC_n77A-n261HDC_n77A-n261I
DC_n48A-n77C-n261ADC_n48A-n77C-n261GDC_n48A-n77C-n261HDC_n48A-n77C-n261IDC_n48A-n77C-n261JDC_n48A-n77C-n261KDC_n48A-n77C-n261LDC_n48A-n77C-n261M,DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n77A-n261ADC_n77A-n261GDC_n77A-n261HDC_n77A-n261I
DC_n48A-n77C-n261(G-H)DC_n48A-n77C-n261(2H)DC_n48A-n77C-n261(A-G-H)DC_n48A-n77C-n261(H-I)DC_n48A-n77C-n261(A-G-I)DC_n48A-n77C-n261(A-H)DC_n48A-n77C-n261(2G)DC_n48A-n77C-n261(2A-H)DC_n48A-n77C-n261(A-2G)DC_n48A-n77C-n261(G-I)DC_n48A-n77C-n261(2A-I)DC_n48A-n77C-n261(A-G)DC_n48A-n77C-n261(2A-G)DC_n48A-n77C-n261(A-I)DC_n48A-n77C-n261(2A)DC_n48A-n77C-n261(3A),DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n77A-n261ADC_n77A-n261GDC_n77A-n261HDC_n77A-n261I
DC_n48B-n66A-n261ADC_n48B-n66A-n261GDC_n48B-n66A-n261HDC_n48B-n66A-n261IDC_n48B-n66A-n261JDC_n48B-n66A-n261KDC_n48B-n66A-n261LDC_n48B-n66A-n261M,DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261I
DC_n48B-n66A-n261(G-H)DC_n48B-n66A-n261(A-G-H)DC_n48B-n66A-n261(2H)DC_n48B-n66A-n261(H-I)DC_n48B-n66A-n261(A-G-I)DC_n48B-n66A-n261(A-H)DC_n48B-n66A-n261(2G)DC_n48B-n66A-n261(2A-H)DC_n48B-n66A-n261(A-2G)DC_n48B-n66A-n261(G-I)DC_n48B-n66A-n261(2A-I)DC_n48B-n66A-n261(A-G)DC_n48B-n66A-n261(2A-G)DC_n48B-n66A-n261(A-I)DC_n48B-n66A-n261(2A)DC_n48B-n66A-n261(3A),DC_n48A-n261ADC_n48A-n261GDC_n48A-n261HDC_n48A-n261IDC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261I
DC_n66A-n71A-n257ADC_n66A-n71A-n257G,DC_n66A-n71ADC_n66A-n257ADC_n66A-n257GDC_n71A-n257ADC_n71A-n257G
DC_n66A-n71A-n260ADC_n66A-n71A-n260G,DC_n66A-n71ADC_n66A-n260ADC_n66A-n260GDC_n71A-n260ADC_n71A-n260G
DC_n66A-n71A-n261ADC_n66A-n71A-n261GDC_n66A-n71A-n261H,DC_n66A-n71ADC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n71A-n261ADC_n71A-n261GDC_n71A-n261H
DC_n66A-n77A-n257ADC_n66A-n77A-n257G,DC_n66A-n77ADC_n66A-n257ADC_n66A-n257GDC_n77A-n257ADC_n77A-n257G
DC_n66A-n77(2A)-n257ADC_n66A-n77(2A)-n257G,DC_n66A-n77ADC_n66A-n257ADC_n66A-n257GDC_n77A-n257ADC_n77A-n257G
DC_n66A-n77A-n260ADC_n66A-n77A-n260GDC_n66A-n77A-n260HDC_n66A-n77A-n260IDC_n66A-n77A-n260JDC_n66A-n77A-n260KDC_n66A-n77A-n260LDC_n66A-n77A-n260MDC_n66A-n77C-n260ADC_n66A-n77C-n260GDC_n66A-n77C-n260HDC_n66A-n77C-n260IDC_n66A-n77C-n260JDC_n66A-n77C-n260KDC_n66A-n77C-n260LDC_n66A-n77C-n260M,DC_n66A-n77ADC_n66A-n260ADC_n66A-n260GDC_n66A-n260HDC_n66A-n260IDC_n66A-n260JDC_n66A-n260KDC_n66A-n260LDC_n66A-n260MDC_n77A-n260ADC_n77A-n260GDC_n77A-n260HDC_n77A-n260IDC_n77A-n260JDC_n77A-n260KDC_n77A-n260LDC_n77A-n260M
DC_n66A-n77(2A)-n260ADC_n66A-n77(2A)-n260G,DC_n66A-n77ADC_n66A-n260ADC_n66A-n260GDC_n77A-n260ADC_n77A-n260G
DC_n66A-n77A-n261ADC_n66A-n77A-n261GDC_n66A-n77A-n261HDC_n66A-n77A-n261IDC_n66A-n77A-n261JDC_n66A-n77A-n261KDC_n66A-n77A-n261LDC_n66A-n77A-n261MDC_n66A-n77C-n261ADC_n66A-n77C-n261GDC_n66A-n77C-n261HDC_n66A-n77C-n261IDC_n66A-n77C-n261JDC_n66A-n77C-n261KDC_n66A-n77C-n261LDC_n66A-n77C-n261M,DC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261IDC_n77A-n261ADC_n77A-n261GDC_n77A-n261HDC_n77A-n261I
DC_n66A-n77(2A)-n261ADC_n66A-n77(2A)-n261GDC_n66A-n77(2A)-n261H,DC_n66A-n77ADC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n77A-n261ADC_n77A-n261GDC_n77A-n261H
DC_n66A-n77A-n261(G-H)DC_n66A-n77A-n261(A-G-H)DC_n66A-n77A-n261(G-I)DC_n66A-n77A-n261(2H)DC_n66A-n77A-n261(A-G-I)DC_n66A-n77A-n261(H-I)DC_n66A-n77A-n261(A-H)DC_n66A-n77A-n261(2G)DC_n66A-n77A-n261(2A-H)DC_n66A-n77A-n261(A-2G)DC_n66A-n77A-n261(A-I)DC_n66A-n77A-n261(2A-I)DC_n66A-n77A-n261(A-G)DC_n66A-n77A-n261(2A-G)DC_n66A-n77A-n261(2A)DC_n66A-n77A-n261(3A)DC_n66A-n77C-n261(G-H)DC_n66A-n77C-n261(A-G-H)DC_n66A-n77C-n261(G-I)DC_n66A-n77C-n261(2H)DC_n66A-n77C-n261(A-G-I)DC_n66A-n77C-n261(H-I)DC_n66A-n77C-n261(A-H)DC_n66A-n77C-n261(2G)DC_n66A-n77C-n261(2A-H)DC_n66A-n77C-n261(A-2G)DC_n66A-n77C-n261(A-I)DC_n66A-n77C-n261(2A-I)DC_n66A-n77C-n261(A-G)DC_n66A-n77C-n261(2A-G)DC_n66A-n77C-n261(2A)DC_n66A-n77C-n261(3A),DC_n66A-n261ADC_n66A-n261GDC_n66A-n261HDC_n66A-n261IDC_n77A-n261ADC_n77A-n261GDC_n77A-n261HDC_n77A-n261I
DC_n71A-n77A-n257ADC_n71A-n77A-n257G,DC_n71A-n77ADC_n71A-n257ADC_n71A-n257GDC_n77A-n257ADC_n77A-n257G
DC_n71A-n77(2A)-n257ADC_n71A-n77(2A)-n257G,DC_n71A-n77ADC_n71A-n257ADC_n71A-n257GDC_n77A-n257ADC_n77A-n257G
DC_n71A-n77A-n260ADC_n71A-n77A-n260G,DC_n71A-n77ADC_n71A-n260ADC_n71A-n260GDC_n77A-n260ADC_n77A-n260G
DC_n71A-n77(2A)-n260ADC_n71A-n77(2A)-n260G,DC_n71A-n77ADC_n71A-n260ADC_n71A-n260GDC_n77A-n260ADC_n77A-n260G
DC_n71A-n77A-n261ADC_n71A-n77A-n261GDC_n71A-n77A-n261HDC_n71A-n77(2A)-n261ADC_n71A-n77(2A)-n261GDC_n71A-n77(2A)-n261H,DC_n71A-n77ADC_n71A-n261ADC_n71A-n261GDC_n71A-n261HDC_n77A-n261ADC_n77A-n261GDC_n77A-n261H
DC_n77A-n79A-n257ADC_n77A-n79A-n257GDC_n77A-n79A-n257HDC_n77A-n79A-n257I,DC_n77A-n79ADC_n77A-n257ADC_n77A-n257GDC_n77A-n257HDC_n77A-n257IDC_n79A-n257ADC_n79A-n257GDC_n79A-n257HDC_n79A-n257I
DC_n77(2A)-n79A-n257ADC_n77(2A)-n79A-n257GDC_n77(2A)-n79A-n257HDC_n77(2A)-n79A-n257I,DC_n77A-n79ADC_n77A-n257ADC_n77A-n257GDC_n77A-n257HDC_n77A-n257IDC_n79A-n257ADC_n79A-n257GDC_n79A-n257HDC_n79A-n257I
DC_n77(3A)-n79A-n257ADC_n77(3A)-n79A-n257GDC_n77(3A)-n79A-n257HDC_n77(3A)-n79A-n257I,DC_n77A-n79ADC_n77A-n257ADC_n77A-n257GDC_n77A-n257HDC_n77A-n257IDC_n79A-n257ADC_n79A-n257GDC_n79A-n257HDC_n79A-n257I
DC_n77A-n79A-n259ADC_n77A-n79A-n259GDC_n77A-n79A-n259HDC_n77A-n79A-n259IDC_n77A-n79A-n259JDC_n77A-n79A-n259KDC_n77A-n79A-n259LDC_n77A-n79A-n259M,DC_n77A-n79ADC_n77A-n259ADC_n77A-n259GDC_n77A-n259HDC_n77A-n259IDC_n77A-n259JDC_n77A-n259KDC_n77A-n259LDC_n77A-n259MDC_n79A-n259ADC_n79A-n259GDC_n79A-n259HDC_n79A-n259IDC_n79A-n259JDC_n79A-n259KDC_n79A-n259LDC_n79A-n259M
DC_n77A-n257A-n259A1DC_n77A-n257A-n259G1DC_n77A-n257A-n259H1DC_n77A-n257A-n259I1DC_n77A-n257A-n259J1DC_n77A-n257A-n259K1DC_n77A-n257A-n259L1DC_n77A-n257A-n259M1DC_n77A-n257G-n259A1DC_n77A-n257G-n259G1DC_n77A-n257G-n259H1DC_n77A-n257G-n259I1DC_n77A-n257G-n259J1DC_n77A-n257G-n259K1DC_n77A-n257G-n259L1DC_n77A-n257G-n259M1DC_n77A-n257H-n259A1DC_n77A-n257H-n259G1DC_n77A-n257H-n259H1DC_n77A-n257H-n259I1DC_n77A-n257H-n259J1DC_n77A-n257H-n259K1DC_n77A-n257H-n259L1DC_n77A-n257H-n259M1DC_n77A-n257I-n259A1DC_n77A-n257I-n259G1DC_n77A-n257I-n259H1DC_n77A-n257I-n259I1DC_n77A-n257I-n259J1DC_n77A-n257I-n259K1DC_n77A-n257I-n259L1DC_n77A-n257I-n259M1,DC_n77A-n257ADC_n77A-n257GDC_n77A-n257HDC_n77A-n257IDC_n77A-n259ADC_n77A-n259GDC_n77A-n259HDC_n77A-n259IDC_n77A-n259JDC_n77A-n259KDC_n77A-n259LDC_n77A-n259M
DC_n77A-n79A-n258ADC_n77A-n79A-n258DDC_n77A-n79A-n258GDC_n77A-n79A-n258HDC_n77A-n79A-n258IDC_n77A-n79A-n258J,DC_n77A-n79ADC_n77A-n258ADC_n77A-n258DDC_n77A-n258GDC_n77A-n258HDC_n77A-n258IDC_n77A-n258JDC_n79A-n258ADC_n79A-n258DDC_n79A-n258GDC_n79A-n258HDC_n79A-n258IDC_n79A-n258J
DC_n77(2A)-n79A-n258ADC_n77(2A)-n79A-n258DDC_n77(2A)-n79A-n258GDC_n77(2A)-n79A-n258HDC_n77(2A)-n79A-n258IDC_n77(2A)-n79A-n258J,DC_n77A-n79ADC_n77A-n258ADC_n77A-n258DDC_n77A-n258GDC_n77A-n258HDC_n77A-n258IDC_n77A-n258JDC_n79A-n258ADC_n79A-n258DDC_n79A-n258GDC_n79A-n258HDC_n79A-n258IDC_n79A-n258J
DC_n78A-n79A-n257ADC_n78A-n79A-n257GDC_n78A-n79A-n257HDC_n78A-n79A-n257I,DC_n78A-n79ADC_n78A-n257ADC_n78A-n257GDC_n78A-n257HDC_n78A-n257IDC_n79A-n257ADC_n79A-n257GDC_n79A-n257HDC_n79A-n257I
DC_n78(2A)-n79A-n257ADC_n78(2A)-n79A-n257GDC_n78(2A)-n79A-n257HDC_n78(2A)-n79A-n257I,DC_n78A-n79ADC_n78A-n257ADC_n78A-n257GDC_n78A-n257HDC_n78A-n257IDC_n79A-n257ADC_n79A-n257GDC_n79A-n257HDC_n79A-n257I
DC_n78A-n79A-n259ADC_n78A-n79A-n259GDC_n78A-n79A-n259HDC_n78A-n79A-n259IDC_n78A-n79A-n259JDC_n78A-n79A-n259KDC_n78A-n79A-n259LDC_n78A-n79A-n259M,DC_n78A-n79ADC_n78A-n259ADC_n78A-n259GDC_n78A-n259HDC_n78A-n259IDC_n78A-n259JDC_n78A-n259KDC_n78A-n259LDC_n78A-n259MDC_n79A-n259ADC_n79A-n259GDC_n79A-n259HDC_n79A-n259IDC_n79A-n259JDC_n79A-n259KDC_n79A-n259LDC_n79A-n259M
DC_n79A-n257A-n259ADC_n79A-n257A-n259GDC_n79A-n257A-n259HDC_n79A-n257A-n259IDC_n79A-n257A-n259JDC_n79A-n257A-n259KDC_n79A-n257A-n259LDC_n79A-n257A-n259MDC_n79A-n257G-n259ADC_n79A-n257G-n259GDC_n79A-n257G-n259HDC_n79A-n257G-n259IDC_n79A-n257G-n259JDC_n79A-n257G-n259KDC_n79A-n257G-n259LDC_n79A-n257G-n259MDC_n79A-n257H-n259ADC_n79A-n257H-n259GDC_n79A-n257H-n259HDC_n79A-n257H-n259IDC_n79A-n257H-n259JDC_n79A-n257H-n259KDC_n79A-n257H-n259LDC_n79A-n257H-n259MDC_n79A-n257I-n259ADC_n79A-n257I-n259GDC_n79A-n257I-n259HDC_n79A-n257I-n259IDC_n79A-n257I-n259JDC_n79A-n257I-n259KDC_n79A-n257I-n259LDC_n79A-n257I-n259M,DC_n79A-n257ADC_n79A-n257GDC_n79A-n257HDC_n79A-n257IDC_n79A-n259ADC_n79A-n259GDC_n79A-n259HDC_n79A-n259IDC_n79A-n259JDC_n79A-n259KDC_n79A-n259LDC_n79A-n259M
NOTE 1:Applicable for UE supporting inter-band NR DC with mandatory simultaneous Rx/Tx capability.,
