NR CA configuration,Uplink configuration,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
CA_n7A-n26A-n78A-n258L,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258L,
CA_n7A-n26A-n78A-n258M,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258M,
CA_n7A-n26A-n78A-n258R2,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2CA_n26A-n78ACA_n26A-n258A/R2CA_n78A-n258A/R2CA_n258R2,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R2,
CA_n7A-n26A-n78A-n258R3,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3CA_n26A-n78ACA_n26A-n258A/R2/R3CA_n78A-n258A/R2/R3CA_n258R2/R3,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R3,
CA_n7A-n26A-n78A-n258R4,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R4,
CA_n7A-n26A-n78A-n258R5,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R5,
CA_n7A-n26A-n78A-n258R6,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R6,
CA_n7A-n26A-n78A-n258R7,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R7,
CA_n7A-n26A-n78A-n258R8,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R8,
CA_n7A-n26A-n78A-n258R9,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R9,
CA_n7A-n26A-n78A-n258R10,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R10,
CA_n7B-n26A-n78A-n258A,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258ACA_n26A-n78ACA_n26A-n258ACA_n78A-n258A,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n7B-n26A-n78A-n258B,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/BCA_n26A-n78ACA_n26A-n258A/BCA_n78A-n258A/BCA_n258B,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258B,
CA_n7B-n26A-n78A-n258C,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/B/CCA_n26A-n78ACA_n26A-n258A/B/CCA_n78A-n258A/B/CCA_n258B/C,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258C,
CA_n7B-n26A-n78A-n258D,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/DCA_n26A-n78ACA_n26A-n258A/DCA_n78A-n258A/DCA_n258D,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258D,
CA_n7B-n26A-n78A-n258E,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/D/ECA_n26A-n78ACA_n26A-n258A/D/ECA_n78A-n258A/D/ECA_n258D/E,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258E,
CA_n7B-n26A-n78A-n258F,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/D/E/FCA_n26A-n78ACA_n26A-n258A/D/E/FCA_n78A-n258A/D/E/FCA_n258D/E/F,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258F,
CA_n7B-n26A-n78A-n258G,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/GCA_n26A-n78ACA_n26A-n258A/GCA_n78A-n258A/GCA_n258G,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258G,
CA_n7B-n26A-n78A-n258H,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/HCA_n26A-n78ACA_n26A-n258A/G/HCA_n78A-n258A/G/HCA_n258G/H,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258H,
CA_n7B-n26A-n78A-n258I,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258I,
CA_n7B-n26A-n78A-n258J,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258J,
CA_n7B-n26A-n78A-n258K,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258K,
CA_n7B-n26A-n78A-n258L,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258L,
CA_n7B-n26A-n78A-n258M,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258M,
CA_n7B-n26A-n78A-n258R2,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2CA_n26A-n78ACA_n26A-n258A/R2CA_n78A-n258A/R2CA_n258R2,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R2,
CA_n7B-n26A-n78A-n258R3,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3CA_n26A-n78ACA_n26A-n258A/R2/R3CA_n78A-n258A/R2/R3CA_n258R2/R3,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R3,
CA_n7B-n26A-n78A-n258R4,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R4,
CA_n7B-n26A-n78A-n258R5,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R5,
CA_n7B-n26A-n78A-n258R6,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R6,
CA_n7B-n26A-n78A-n258R7,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R7,
CA_n7B-n26A-n78A-n258R8,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R8,
CA_n7B-n26A-n78A-n258R9,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R9,
CA_n7B-n26A-n78A-n258R10,CA_n7BCA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/R2/R3/R4CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n7,CA_n7B,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R10,
CA_n28A-n41A-n77A-n257A,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257ACA_n41A-n77ACA_n41A-n257ACA_n77A-n257A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n41A-n77A-n257G,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257A/GCA_n41A-n77ACA_n41A-n257A/GCA_n77A-n257A/G,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n28A-n41A-n77A-n257H,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257A/G/HCA_n41A-n77ACA_n41A-n257A/G/HCA_n77A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n28A-n41A-n77A-n257I,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257A/G/H/ICA_n41A-n77ACA_n41A-n257A/G/H/ICA_n77A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n28A-n41A-n77(2A)-n257A,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257ACA_n41A-n77ACA_n41A-n257ACA_n77A-n257A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A),
,,n257,"50, 100, 200, 400",
CA_n28A-n41A-n77(2A)-n257G,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257A/GCA_n41A-n77ACA_n41A-n257A/GCA_n77A-n257A/G,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A),
,,n257,CA_n257G,
CA_n28A-n41A-n77(2A)-n257H,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257A/G/HCA_n41A-n77ACA_n41A-n257A/G/HCA_n77A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A),
,,n257,CA_n257H,
CA_n28A-n41A-n77(2A)-n257I,CA_n28A-n41ACA_n28A-n77ACA_n28A-n257A/G/H/ICA_n41A-n77ACA_n41A-n257A/G/H/ICA_n77A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A),
,,n257,CA_n257I,
CA_n28A-n41A-n79A-n257A,CA_n28A-n41ACA_n28A-n79ACA_n28A-n257ACA_n41A-n79ACA_n41A-n257ACA_n79A-n257A,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n41A-n79A-n257G,CA_n28A-n41ACA_n28A-n79ACA_n28A-n257A/GCA_n41A-n79ACA_n41A-n257A/GCA_n79A-n257A/G,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257G,
CA_n28A-n41A-n79A-n257H,CA_n28A-n41ACA_n28A-n79ACA_n28A-n257A/G/HCA_n41A-n79ACA_n41A-n257A/G/HCA_n79A-n257A/G/H,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257H,
CA_n28A-n41A-n79A-n257I,CA_n28A-n41ACA_n28A-n79ACA_n28A-n257A/G/H/ICA_n41A-n79ACA_n41A-n257A/G/H/ICA_n79A-n257A/G/H/I,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257I,
CA_n28A-n77A-n79A-n257A,CA_n28A-n77ACA_n28A-n79ACA_n28A-n257ACA_n77A-n79ACA_n77A-n257ACA_n79A-n257A,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 80, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n77A-n79A-n257G,CA_n257GCA_n28A-n77ACA_n28A-n79ACA_n28A-n257A/GCA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 80, 100",
,,n257,CA_n257G,
CA_n28A-n77A-n79A-n257H,CA_n257G/HCA_n28A-n77ACA_n28A-n79ACA_n28A-n257A/G/HCA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 80, 100",
,,n257,CA_n257H,
CA_n28A-n77A-n79A-n257I,CA_n257G/H/ICA_n28A-n77ACA_n28A-n79ACA_n28A-n257A/G/H/ICA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 80, 100",
,,n257,CA_n257I,
CA_n28A-n77(2A)-n79A-n257A,CA_n28A-n77ACA_n28A-n79ACA_n28A-n257ACA_n77A-n79ACA_n77A-n257ACA_n79A-n257A,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 80, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n77(2A)-n79A-n257G,CA_n28A-n77ACA_n28A-n79ACA_n28A-n257A/GCA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 80, 100",
,,n257,CA_n257G,
CA_n28A-n77(2A)-n79A-n257H,CA_n28A-n77ACA_n28A-n79ACA_n28A-n257A/G/HCA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 80, 100",
,,n257,CA_n257H,
CA_n28A-n77(2A)-n79A-n257I,CA_n28A-n77ACA_n28A-n79ACA_n28A-n257A/G/H/ICA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 80, 100",
,,n257,CA_n257I,
CA_n28A-n78A-n79A-n257A,CA_n28A-n78ACA_n28A-n79ACA_n28A-n257ACA_n78A-n79ACA_n78A-n257ACA_n79A-n257A,n28,"5, 10, 15",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,"100, 200, 400",
CA_n28A-n78A-n79A-n257G,CA_n28A-n78ACA_n28A-n79ACA_n28A-n257A/GCA_n78A-n79ACA_n78A-n257A/GCA_n79A-n257A/G,n28,"5, 10, 15",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257G,
CA_n28A-n78A-n79A-n257H,CA_n28A-n78ACA_n28A-n79ACA_n28A-n257A/G/HCA_n78A-n79ACA_n78A-n257A/G/HCA_n79A-n257A/G/H,n28,"5, 10, 15",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257H,
CA_n28A-n78A-n79A-n257I,CA_n28A-n78ACA_n28A-n79ACA_n28A-n257A/G/H/ICA_n78A-n79ACA_n78A-n257A/G/H/ICA_n79A-n257A/G/H/I,n28,"5, 10, 15",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257I,
CA_n41A-n77A-n79A-n257A,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257ACA_n77A-n79ACA_n77A-n257ACA_n79A-n257A,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
CA_n41A-n77A-n79A-n257G,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257A/GCA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257G,
CA_n41A-n77A-n79A-n257H,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257A/G/HCA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257H,
CA_n41A-n77A-n79A-n257I,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257A/G/H/ICA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257I,
CA_n41A-n77(2A)-n79A-n257A,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257ACA_n77A-n79ACA_n77A-n257ACA_n79A-n257A,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
CA_n41A-n77(2A)-n79A-n257G,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257A/GCA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257G,
CA_n41A-n77(2A)-n79A-n257H,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257A/G/HCA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257H,
CA_n41A-n77(2A)-n79A-n257I,CA_n41A-n77ACA_n41A-n79ACA_n41A-n257A/G/H/ICA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257I,
CA_n77A-n79A-n257A-n259A,CA_n77A-n79ACA_n77A-n257ACA_n77A-n259ACA_n79A-n257ACA_n79A-n259A,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,"50, 100, 200, 400",
CA_n77A-n79A-n257A-n259G,CA_n259GCA_n77A-n79ACA_n77A-n257ACA_n77A-n259A/GCA_n79A-n257ACA_n79A-n259A/G,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,CA_n259G,
CA_n77A-n79A-n257A-n259H,CA_n259G/HCA_n77A-n79ACA_n77A-n257ACA_n77A-n259A/G/HCA_n79A-n257ACA_n79A-n259A/G/H,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,CA_n259H,
CA_n77A-n79A-n257A-n259I,CA_n259G/H/ICA_n77A-n79ACA_n77A-n257ACA_n77A-n259A/G/H/ICA_n79A-n257ACA_n79A-n259A/G/H/I,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,CA_n259I,
CA_n77A-n79A-n257A-n259J,CA_n259G/H/I/JCA_n77A-n79ACA_n77A-n257ACA_n77A-n259A/G/H/I/JCA_n79A-n257ACA_n79A-n259A/G/H/I/J,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,CA_n259J,
CA_n77A-n79A-n257A-n259K,CA_n259G/H/I/J/KCA_n77A-n79ACA_n77A-n257ACA_n77A-n259A/G/H/I/J/KCA_n79A-n257ACA_n79A-n259A/G/H/I/J/K,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,CA_n259K,
CA_n77A-n79A-n257A-n259L,CA_n259G/H/I/J/K/LCA_n77A-n79ACA_n77A-n257ACA_n77A-n259A/G/H/I/J/K/LCA_n79A-n257ACA_n79A-n259A/G/H/I/J/K/L,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,CA_n259L,
CA_n77A-n79A-n257A-n259M,CA_n259G/H/I/J/K/L/MCA_n77A-n79ACA_n77A-n257ACA_n77A-n259A/G/H/I/J/K/L/MCA_n79A-n257ACA_n79A-n259A/G/H/I/J/K/L/M,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
,,n259,CA_n259M,
