EN-DCconfiguration,Uplink EN-DC configuration(note 1)
DC_2A-5A_n41A-n78A,DC_2A_n41ADC_2A_n78ADC_5A_n41ADC_5A_n78A
DC_2A-5A-48A_n12A,DC_2A_n12ADC_5A_n12ADC_48A_n12A
"DC_2A-5A-48A_n77A7,8,9DC_2A-5A-48A_n77C7,8,9DC_2A-5A-48C_n77A7,8,9DC_2A-5A-48C_n77C7,8,9",DC_2A_n77A9DC_5A_n77A9
DC_2A-5A-66A_n2ADC_2A-5B-66A_n2A,DC_2A_n2A4DC_5A_n2ADC_66A_n2A
DC_2A-5A-5A-66A_n2A,DC_2A_n2A4DC_5A_n2ADC_66A_n2A
DC_2A-5A-66A-66A_n2ADC_2A-5B-66A-66A_n2A,DC_2A_n2A4DC_5A_n2ADC_66A_n2A
DC_2A-5A-5A-66A-66A_n2A,DC_2A_n2A4DC_5A_n2ADC_66A_n2A
DC_2A-5A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-2A-5A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-2A-5A-66A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-5A-66A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-5A-66A_n7A,DC_2A_n7ADC_5A_n7ADC_66A_n7A
DC_2A-5A-66A-66A_n7A,DC_2A_n7ADC_5A_n7ADC_66A_n7A
DC_2A-5A-66A_n12A,DC_2A_n12ADC_5A_n12ADC_66A_n12A
DC_2A-5A-66A_n30A,DC_2A_n30ADC_5A_n30ADC_66A_n30A
DC_2A-2A-5A-66A_n30A,DC_2A_n30ADC_5A_n30ADC_66A_n30A
DC_2A-5A-66A-66A_n30A,DC_2A_n30ADC_5A_n30ADC_66A_n30A
DC_2A-5A-66A_n41A,DC_2A_n41ADC_5A_n41ADC_66A_n41A
DC_2A-2A-5A-66A_n41A,DC_2A_n41ADC_5A_n41ADC_66A_n41A
DC_2A-5A-66A_n48ADC_2A-5A-66A_n48B,DC_2A_n48ADC_5A_n48ADC_66A_n48A
DC_2A-5A-66A-66A_n48ADC_2A-5A-66A-66A_n48B,DC_2A_n48ADC_5A_n48ADC_66A_n48A
DC_2A-5A-66A_n66ADC_2A-5B-66A_n66A,DC_2A_n66ADC_5A_n66ADC_66A_n66A4
DC_2A-5A-(n)66AA,DC_2A_n66ADC_5A_n66ADC_(n)66AA4
DC_2A-2A-5A-(n)66AA,DC_2A_n66ADC_5A_n66ADC_(n)66AA4
DC_2A-5A-5A-66A_n66A,DC_2A_n66ADC_5A_n66A
DC_2A-2A-5A-66A_n66A,DC_2A_n66ADC_5A_n66A
DC_2A-5A-66A-66A_n66ADC_2A-5B-66A-66A_n66A,DC_2A_n66ADC_5A_n66A
DC_2A-5A-66A-(n)66AA,DC_2A_n66ADC_5A_n66ADC_66A_n66A4DC_(n)66AA4
DC_2A-2A-5A-66A-(n)66AA,DC_2A_n66ADC_5A_n66ADC_66A_n66A4DC_(n)66AA4
DC_2A-2A-5A-66A-66A_n66A,DC_2A_n66ADC_5A_n66A
DC_2A-5A-5A-66A-66A_n66A,DC_2A_n66ADC_5A_n66A
DC_2A-5A-66A_n71A,DC_2A_n71ADC_5A_n71ADC_66A_n71A
DC_2A-5A-66A_n77A9DC_2A-5A-66A_n77C9DC_2A-2A-5A-66A_n77C9DC_2A-5A-66A-66A_n77C9,DC_2A_n77A9DC_5A_n77A9DC_66A_n77A9
DC_2A-5A-66A_n77(2A) 9,DC_2A_n77A9DC_5A_n77A9DC_66A_n77A9
DC_2A-2A-5A-66A_n77A9,DC_2A_n77A9DC_5A_n77A9DC_66A_n77A9
DC_2A-5A-66A-66A_n77A9,DC_2A_n77A9DC_5A_n77A9DC_66A_n77A9
DC_2A-5A-66A_n78A,DC_2A_n78ADC_5A_n78ADC_66A_n78A
DC_2A-5A-66A_n78(2A),DC_2A_n78ADC_5A_n78ADC_66A_n78A
DC_2A-5A_n66A-n77ADC_2A-5A_n66A-n77C,DC_2A_n66ADC_2A_n77ADC_5A_n66ADC_5A_n77A
DC_2A-5A_n66A-n78A,DC_2A_n66ADC_5A_n66ADC_2A_n78ADC_5A_n78A
DC_2A-7A_n2A-n66A,DC_2A_n2A4DC_2A_n66ADC_7A_n2ADC_7A_n66A
DC_2A-7A_n2A-n71A,DC_2A_n71ADC_7A_n2ADC_7A_n71A
DC_2A-7A_n2A-n77A,DC_2A_n2A4DC_2A_n77ADC_7A_n2ADC_7A_n77A
DC_2A-7A_n2A-n78A,DC_7A_n2ADC_2A_n78ADC_7A_n78A
DC_2A-7A-12A_n2A,DC_7A_n2ADC_12A_n2A
DC_2A-7A-12A_n66A,DC_2A_n66ADC_7A_n66ADC_12A_n66A
DC_2A-2A-7A-12A_n66A,DC_2A_n66ADC_7A_n66ADC_12A_n66A
DC_2A-7A-12A_n77A,DC_2A_n77ADC_7A_n77ADC_12A_n77A
DC_2A-7A_n12A-n77A,DC_2A_n12ADC_2A_n77ADC_7A_n12ADC_7A_n77A
DC_2A-7A-12A_n77(2A),DC_2A_n77ADC_7A_n77ADC_12A_n77A
DC_2A-7A-12A_n78A,DC_2A_n78ADC_7A_n78ADC_12A_n78A
DC_2A-2A-7A-12A_n78A,DC_2A_n78ADC_7A_n78ADC_12A_n78A
DC_2A-7A-12A_n78(2A),DC_2A_n78ADC_7A_n78ADC_12A_n78A
"DC_2A-7A-13A_n25A7,8DC_2A-7C-13A_n25A7,8",DC_7A_n25ADC_13A_n25A
"DC_2A-7A-7A-13A_n25A7,8",DC_7A_n25ADC_13A_n25A
DC_2A-7A-13A_n66ADC_2A-7C-13A_n66A,DC_2A_n66ADC_7A_n66ADC_13A_n66A
DC_2A-7A-7A-13A_n66A,DC_2A_n66ADC_7A_n66ADC_13A_n66A
DC_2A-2A-7A-13A_n66ADC_2A-2A-7C-13A_n66A,DC_2A_n66ADC_7A_n66ADC_13A_n66A
DC_2A-2A-7A-7A-13A_n66A,DC_2A_n66ADC_7A_n66ADC_13A_n66A
"DC_2A-7A_n25A-n66A8,14DC_2A-7C_n25A-n66A8,14",DC_2A_n66ADC_7A_n25ADC_7A_n66A
"DC_2A-7A-7A_n25A-n66A8,14",DC_2A_n66ADC_7A_n25ADC_7A_n66A
DC_2A-7A-28A_n7A,DC_2A_n7ADC_7A_n7A4DC_28A_n7A
DC_2A-7A-28A_n66ADC_2A-7C-28A_n66A,DC_2A_n66ADC_7A_n66ADC_28A_n66A
DC_2A-7A-28A_n78ADC_2A-7C-28A_n78A,DC_2A_n78ADC_7A_n78ADC_7C_n78ADC_28A_n78A
DC_2A-7A-28A_n78(2A)DC_2A-7C-28A_n78(2A),DC_2A_n78ADC_28A_n78A
DC_2A-7A_n38A-n66ADC_2A-7C_n38A-n66A,DC_2A_n66ADC_7A_n66A
DC_2A-7A-7A_n38A-n66A,DC_2A_n66ADC_7A_n66A
DC_2A-7A-29A_n78ADC_2A-7C-29A_n78A,DC_2A_n78ADC_7A_n78A
DC_2A-7A-7A-29A_n78A,DC_2A_n78ADC_7A_n78A
DC_2A-7A-38A_n78ADC_2A-7C-38A_n78A,DC_2A_n78A
DC_2A-7A_n38A-n78ADC_2A-7C_n38A-n78A,DC_2A_n78A
DC_2A-7A-7A_n38A-n78A,DC_2A_n78A
DC_2A-7A-66A_n2A,DC_7A_n2ADC_66A_n2A
DC_2A-7A-66A_n7A,DC_2A_n7ADC_7A_n7A4DC_66A_n7A
DC_2A-7A-66A-66A_n7A,DC_2A_n7ADC_7A_n7A4DC_66A_n7A
DC_2A-7A-66A_n12A,DC_2A_n12ADC_7A_n12ADC_66A_n12A
"DC_2A-7A-66A_n25A7,8DC_2A-7C-66A_n25A7,8",DC_7A_n25ADC_66A_n25A
"DC_2A-7A-7A-66A_n25A7,8",DC_7A_n25ADC_66A_n25A
DC_2A-7A-66A_n28A,DC_2A_n28ADC_7A_n28ADC_66A_n28A
DC_2A-7A-66A_n38A,2A566A5
DC_2A-2A-7A-66A_n38A,2A566A5
DC_2A-7A-66A_n66ADC_2A-7C-66A_n66A,DC_2A_n66ADC_7A_n66ADC_66A_n66A4
DC_2A-7A-(n)66AADC_2A-7C-(n)66AA,DC_2A_n66ADC_7A_n66ADC_(n)66AA4
DC_2A-7A-7A-(n)66AA,DC_2A_n66ADC_7A_n66ADC_(n)66AA4
DC_2A-7A-7A-66A_n66A,DC_2A_n66ADC_7A_n66ADC_66A_n66A4
DC_2A-7A-66A-66A_n66A,DC_2A_n66ADC_7A_n66ADC_66A_n66A4
DC_2A-7A-66A-(n)66AA,DC_2A_n66ADC_7A_n66ADC_66A_n66A4DC_(n)66AA4
DC_2A-7A-7A-66A-(n)66AA,DC_2A_n66ADC_7A_n66ADC_66A_n66A4DC_(n)66AA4
DC_2A-7A-7A-66A-66A_n66A,DC_2A_n66ADC_7A_n66ADC_66A_n66A4
DC_2A-7A-66A_n71A,DC_2A_n71ADC_7A_n71ADC_66A_n71A
DC_2A-2A-7A-66A_n71A,DC_2A_n71ADC_7A_n71ADC_66A_n71A
DC_2A-7A_n66A-n71A,DC_2A_n66ADC_2A_n71ADC_7A_n66ADC_7A_n71A
DC_2A-7A-66A_n77ADC_2A-7C-66A_n77A,DC_2A_n77ADC_7A_n77ADC_66A_n77A
DC_2A-7A-66A_n77(2A)DC_2A-7C-66A_n77(2A),DC_2A_n77ADC_7A_n77ADC_66A_n77A
DC_2A-7A-7A-66A_n77A,DC_2A_n77ADC_7A_n77ADC_66A_n77A
DC_2A-7A-7A-66A_n77(2A),DC_2A_n77ADC_7A_n77ADC_66A_n77A
DC_2A-7A_n66A-n77ADC_2A-7C_n66A-n77A,DC_2A_n66ADC_7A_n66ADC_2A_n77ADC_7A_n77A
DC_2A-7A-7A_n66A-n77A,DC_2A_n66ADC_7A_n66ADC_2A_n77ADC_7A_n77A
DC_2A-7A-66A_n78A9DC_2A-7C-66A_n78A9,DC_2A_n78A9DC_7A_n78A9DC_66A_n78A9
DC_2A-2A-7A-66A_n78A,DC_2A_n78ADC_7A_n78ADC_66A_n78A
DC_2A-7A_n66A-n78ADC_2A-7C_n66A-n78A,DC_2A_n66ADC_2A_n78ADC_7A_n66ADC_7A_n78A
DC_2A-7A-66A_n78(2A)9DC_2A-7C-66A_n78(2A)9,DC_2A_n78A9DC_7A_n78A9DC_66A_n78A9
DC_2A-7A-7A_n66A-n78A,DC_2A_n66ADC_2A_n78ADC_7A_n66ADC_7A_n78A
DC_2A-7A-7A-66A_n78A9,DC_2A_n78A9DC_7A_n78A9DC_66A_n78A9
DC_2A-7A-66A-66A_n78A9DC_2A-7C-66A-66A_n78A9,DC_2A_n78A9DC_7A_n78A9DC_66A_n78A9
DC_2A-7A-66A-66A_n78(2A) 9DC_2A-7C-66A-66A_n78(2A) 9,DC_2A_n78A9DC_7A_n78A9DC_66A_n78A9
DC_2A-7A-7A-66A_n78(2A) 9,DC_2A_n78A9DC_7A_n78A9DC_66A_n78A9
DC_2A-7A-7A-66A-66A_n78A,DC_2A_n78ADC_7A_n78ADC_66A_n78A
DC_2A-7A-7A-66A-66A_n78(2A),DC_2A_n78ADC_7A_n78ADC_66A_n78A
DC_2A-7A-71A_n2A,DC_7A_n2ADC_71A_n2A
DC_2A-7A-71A_n66A,DC_2A_n66ADC_7A_n66ADC_71A_n66A
DC_2A-2A-7A-71A_n66A,DC_2A_n66ADC_7A_n66ADC_71A_n66A
DC_2A-7A-71A_n77A,DC_2A_n77ADC_7A_n77ADC_71A_n77A
DC_2A-7A-71A_n77(2A),DC_2A_n77ADC_7A_n77ADC_71A_n77A
DC_2A-7A_n71A-n77A,DC_2A_n71ADC_2A_n77ADC_7A_n71ADC_7A_n77A
DC_2A-7A-71A_n78A,DC_2A_n78ADC_7A_n78ADC_71A_n78A
DC_2A-2A-7A-71A_n78A,DC_2A_n78ADC_7A_n78ADC_71A_n78A
DC_2A-7A-71A_n78(2A),DC_2A_n78ADC_7A_n78ADC_71A_n78A
DC_2A-7A_n71A-n78A,DC_2A_n71ADC_7A_n71ADC_2A_n78ADC_7A_n78A
DC_2A-12A_n2A-n41A,DC_2A_n41ADC_12A_n2ADC_12A_n41A
DC_2A-12A_n2A-n66A,DC_2A_n2A4DC_2A_n66ADC_12A_n2ADC_12A_n66A
DC_2A-12A_n2A-n77A,DC_2A_n2A4DC_2A_n77ADC_12A_n2ADC_12A_n77A
DC_2A-12A_n2A-n78A,DC_12A_n2ADC_2A_n78ADC_7A_n78A
DC_2A-12A-30A_n2A,DC_12A_n2ADC_30A_n2A
DC_2A-12A_n41A-n66A,DC_2A_n41ADC_2A_n66ADC_12A_n41ADC_12A_n66A
DC_2A-12A-48A_n5A,DC_2A_n5ADC_12A_n5ADC_48A_n5A
DC_2A-12A-66A_n5A,DC_2A_n5ADC_12A_n5ADC_66A_n5A
DC_2A-12A-30A_n66A,DC_2A_n66ADC_12A_n66ADC_30A_n66A
DC_2A-2A-12A-30A_n66A,DC_2A_n66ADC_12A_n66ADC_30A_n66A
DC_2A-12A-30A_n77A9,DC_2A_n77A9DC_12A_n77A9DC_30A_n77A9
DC_2A-2A-12A-30A_n77A9,DC_2A_n77A9DC_12A_n77A9DC_30A_n77A9
DC_2A-12A-30A_n77(2A)9,DC_2A_n77A9DC_12A_n77A9DC_30A_n77A9
DC_2A-12A-66A_n2A,DC_12A_n2ADC_66A_n2A
DC_2A-12A-66A-66A_n2A,DC_12A_n2ADC_66A_n2A
DC_2A-12A-66A_n7A,DC_2A_n7ADC_12A_n7ADC_66A_n7A
DC_2A-12A-66A_n30A,DC_2A_n30ADC_12A_n30ADC_66A_n30A
DC_2A-2A-12A-66A_n30A,DC_2A_n30ADC_12A_n30ADC_66A_n30A
DC_2A-12A-66A-66A_n30A,DC_2A_n30ADC_12A_n30ADC_66A_n30A
DC_2A-12A-66A_n41A,DC_2A_n41ADC_12A_n41ADC_66A_n41A
DC_2A-2A-12A-66A_n41A,DC_2A_n41ADC_12A_n41ADC_66A_n41A
DC_2A-12A-66A_n66A,DC_2A_n66ADC_12A_n66ADC_66A_n66A4
DC_2A-12A-(n)66AA,DC_2A_n66ADC_12A_n66ADC_(n)66AA4
DC_2A-2A-12A-(n)66AA,DC_2A_n66ADC_12A_n66ADC_(n)66AA4
DC_2A-2A-12A-66A_n66A,DC_2A_n66ADC_12A_n66ADC_66A_n66A4
DC_2A-12A-66A_n77A9,DC_2A_n77A9DC_12A_n77A9DC_66A_n77A9
DC_2A-2A-12A-66A_n77A9,DC_2A_n77A9DC_12A_n77A9DC_66A_n77A9
DC_2A-12A-66A-66A_n77A9,DC_2A_n77A9DC_12A_n77A9DC_66A_n77A9
DC_2A-12A-66A_n77(2A) 9,DC_2A_n77A9DC_12A_n77A9DC_66A_n77A9
DC_2A-12A_n66A-n77A,DC_2A_n66ADC_2A_n77ADC_12A_n66ADC_12A_n77A
DC_2A-12A-66A_n78A,DC_2A_n78ADC_12A_n78ADC_66A_n78A
DC_2A-2A-12A-66A_n78A,DC_2A_n78ADC_12A_n78ADC_66A_n78A
DC_2A-12A-66A_n78(2A),DC_2A_n78ADC_12A_n78ADC_66A_n78A
DC_2A-12A_n66A-n78A,DC_2A_n66ADC_12A_n66ADC_2A_n78ADC_12A_n78A
DC_2A-13A_n2A-n77ADC_2A-13A_n2A-n77C,DC_2A_n77ADC_13A_n2ADC_13A_n77A
DC_2A-13A_n5A-n77A9DC_2A-13A_n5A-n77C9,DC_2A_n5ADC_2A_n77A9DC_13A_n77A9
DC_2A-2A-13A_n5A-n77A9,DC_2A_n5ADC_2A_n77A9DC_13A_n77A9
"DC_2A-13A_n25A-n66A8,14",DC_2A_n66ADC_13A_n25ADC_13A_n66A
"DC_2A-13A-48A_n77A7,8,9DC_2A-13A-48A_n77C7,8,9DC_2A-13A-48C_n77A7,8,9DC_2A-13A-48C_n77C7,8,9",DC_2A_n77A9DC_13A_n77A
DC_2A-13A-66A_n2A,DC_13A_n2ADC_66A_n2A
DC_2A-13A-66A-66A_n2A,DC_13A_n2ADC_66A_n2A
DC_2A-13A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-2A-13A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-13A-66A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-2A-13A-66A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-13A-66A_n48ADC_2A-13A-66A_n48B,DC_2A_n48ADC_13A_n48ADC_66A_n48A
DC_2A-13A-66A-66A_n48ADC_2A-13A-66A-66A_n48B,DC_2A_n48ADC_13A_n48ADC_66A_n48A
DC_2A-13A-66A_n66A,DC_2A_n66ADC_13A_n66ADC_66A_n66A4
DC_2A-2A-13A-66A_n66A,DC_2A_n66ADC_13A_n66ADC_66A_n66A4
DC_2A-13A-66A-66A_n66A,DC_2A_n66ADC_13A_n66ADC_66A_n66A4
DC_2A-2A-13A-66A-66A_n66A,DC_2A_n66ADC_13A_n66ADC_66A_n66A4
DC_2A-13A-(n)66AA,DC_2A_n66ADC_13A_n66ADC_(n)66AA4
DC_2A-2A-13A-(n)66AA,DC_2A_n66ADC_13A_n66ADC_(n)66AA4
DC_2A-13A-66A-(n)66AA,DC_2A_n66ADC_13A_n66ADC_66A_n66A4DC_(n)66AA4
DC_2A-2A-13A-66A-(n)66AA,DC_2A_n66ADC_13A_n66ADC_66A_n66A4DC_(n)66AA4
DC_2A-13A-66B_n66A,DC_2A_n66ADC_13A_n66A
DC_2A-13A-66A_n77A9DC_2A-13A-66A_n77C9,DC_2A_n77A9DC_13A_n77A9DC_66A_n77A9
DC_2A-2A-13A-66A_n77A9DC_2A-2A-13A-66A_n77C9,DC_2A_n77A9DC_13A_n77A9DC_66A_n77A9
DC_2A-2A-13A-66A-66A_n77A,DC_2A_n77A9DC_13A_n77A9DC_66A_n77A9
DC_2A-13A-66A-66A_n77A9DC_2A-13A-66A-66A_n77C9,DC_2A_n77A9DC_13A_n77A9DC_66A_n77A9
DC_2A-13A_n66A-n77A9DC_2A-13A_n66A-n77C9,DC_2A_n66ADC_2A_n77A9DC_13A_n66ADC_13A_n77A9
DC_2A-2A-13A_n66A-n77A9,DC_2A_n66ADC_2A_n77A9DC_13A_n66ADC_13A_n77A9
DC_2A-14A-30A_n2A,DC_2A_n2A4DC_14A_n2ADC_30A_n2A
DC_2A-14A-30A_n66A,DC_2A_n66ADC_14A_n66ADC_30A_n66ADC_66A_n66A4
DC_2A-2A-14A-30A_n66A,DC_2A_n66ADC_14A_n66ADC_30A_n66ADC_66A_n66A4
DC_2A-14A-30A_n77A9,DC_2A_n77A9DC_14A_n77A9DC_30A_n77A9
DC_2A-2A-14A-30A_n77A9,DC_2A_n77A9DC_14A_n77A9DC_30A_n77A9
DC_2A-14A-30A_n77(2A) 9,DC_2A_n77A9DC_14A_n77A9DC_30A_n77A9
DC_2A-14A-66A_n2A,DC_2A_n2A4DC_14A_n2ADC_66A_n2A
DC_2A-14A-66A-66A_n2A,DC_2A_n2A4DC_14A_n2ADC_66A_n2A
DC_2A-14A-66A_n30A,DC_2A_n30ADC_14A_n30ADC_66A_n30A
DC_2A-2A-14A-66A_n30A,DC_2A_n30ADC_14A_n30ADC_66A_n30A
DC_2A-14A-66A-66A_n30A,DC_2A_n30ADC_14A_n30ADC_66A_n30A
DC_2A-14A-66A_n66A,DC_2A_n66ADC_14A_n66ADC_66A_n66A4
DC_2A-2A-14A-66A_n66A,DC_2A_n66ADC_14A_n66ADC_66A_n66A4
DC_2A-14A-66A_n77A9,DC_2A_n77A9DC_14A_n77A9DC_66A_n77A9
DC_2A-2A-14A-66A_n77A9,DC_2A_n77A9DC_14A_n77A9DC_66A_n77A9
DC_2A-14A-66A-66A_n77A9,DC_2A_n77A9DC_14A_n77A9DC_66A_n77A9
DC_2A-14A-66A_n77(2A) 9,DC_2A_n77A9DC_14A_n77A9DC_66A_n77A9
DC_2A-28A-66A_n7A,DC_2A_n7ADC_28A_n7ADC_66A_n7A
DC_2A-28A-66A_n66A,DC_2A_n66ADC_28A_n66ADC_66A_n66A4
DC_2A-29A-30A_n2A,DC_2A_n2A4DC_30A_n2A
DC_2A-29A-30A_n66A,DC_2A_n66ADC_30A_n66A
DC_2A-2A-29A-30A_n66A,DC_2A_n66ADC_30A_n66A
DC_2A-29A-30A_n77A9,DC_2A_n77A9DC_30A_n77A9
DC_2A-2A-29A-30A_n77A9,DC_2A_n77A9DC_30A_n77A9
DC_2A-29A-66A_n2A,DC_2A_n2A4DC_66A_n2A
DC_2A-29A-66A-66A_n2A,DC_2A_n2A4DC_66A_n2A
DC_2A-29A-66A_n30A,DC_2A_n30ADC_66A_n30A
DC_2A-2A-29A-66A_n30A,DC_2A_n30ADC_66A_n30A
DC_2A-29A-66A-66A_n30A,DC_2A_n30ADC_66A_n30A
DC_2A-29A-66A_n66A,DC_2A_n66ADC_66A_n66A4
DC_2A-29A-(n)66AA,DC_2A_n66ADC_(n)66AA4
DC_2A-2A-29A-(n)66AA,DC_2A_n66ADC_(n)66AA4
DC_2A-2A-29A-66A_n66A,DC_2A_n66ADC_66A_n66A4
DC_2A-29A-66A_n77A9,DC_2A_n77A9DC_66A_n77A9
DC_2A-29A-66A_n78A,DC_2A_n78ADC_66A_n78A
DC_2A-30A-(n)5AA,DC_2A_n5ADC_30A_n5ADC_(n)5AA4
DC_2A-2A-30A-(n)5AA,DC_2A_n5ADC_30A_n5ADC_(n)5AA4
DC_2A-30A-66A_n2A,DC_2A_n2A4DC_30A_n2ADC_66A_n2A
DC_2A-30A-66A-66A_n2A,DC_2A_n2A4DC_30A_n2ADC_66A_n2A
DC_2A-30A-66A_n5A,DC_2A_n5ADC_30A_n5ADC_66A_n5A
DC_2A-2A-30A-66A_n5A,DC_2A_n5ADC_30A_n5ADC_66A_n5A
DC_2A-30A-66A-66A_n5A,DC_2A_n5ADC_30A_n5ADC_66A_n5A
DC_2A-30A-66A_n66A,DC_2A_n66ADC_30A_n66ADC_66A_n66A4
DC_2A-2A-30A-66A_n66A,DC_2A_n66ADC_30A_n66ADC_66A_n66A4
DC_2A-30A-66A_n77A9,DC_2A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_2A-2A-30A-66A_n77A9,DC_2A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_2A-30A-66A-66A_n77A9,DC_2A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_2A-30A-66A_n77(2A) 9,DC_2A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_2A-46A_n41A-n66ADC_2A-46C_n41A-n66ADC_2A-46D_n41A-n66A,DC_2A_n41ADC_2A_n66A
DC_2A-46A_n41A-n71ADC_2A-46C_n41A-n71ADC_2A-46D_n41A-n71A,DC_2A_n41ADC_2A_n71A
DC_2A-46A_n41(2A)-n71ADC_2A-46C_n41(2A)-n71ADC_2A-46D_n41(2A)-n71A,DC_2A_n41ADC_2A_n71A
DC_2A-46A-48A_n2ADC_2A-46C-48A_n2ADC_2A-46D-48A_n2ADC_2A-46E-48A_n2A,DC_2A_n2A4DC_48A_n2A
DC_2A-46A-48A_n5ADC_2A-46C-48A_n5ADC_2A-46D-48A_n5ADC_2A-46E-48A_n5A,DC_2A_n5ADC_48A_n5A
DC_2A-46A-48A_n66ADC_2A-46C-48A_n66ADC_2A-46D-48A_n66ADC_2A-46E-48A_n66A,DC_2A_n66ADC_48A_n66A
DC_2A-46A-66A_n5ADC_2A-46C-66A_n5ADC_2A-46D-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-46A-66A_n41ADC_2A-46C-66A_n41ADC_2A-46D-66A_n41A,DC_2A_n41ADC_66A_n41A
DC_2A-46A-66A_n41(2A)DC_2A-46C-66A_n41(2A)DC_2A-46D-66A_n41(2A),DC_2A_n41ADC_66A_n41A
DC_2A-46A-66A_n71ADC_2A-46C-66A_n71ADC_2A-46D-66A_n71A,DC_2A_n71ADC_66A_n71A
DC_2A-48A-(n)5AA,DC_2A_n5ADC_48A_n5ADC_(n)5AA4
DC_2A-46A_n66A-n71ADC_2A-46C_n66A-n71ADC_2A-46D_n66A-n71A,DC_2A_n66ADC_2A_n71A
DC_2A-48A_n48A-n66A,DC_2A_n48ADC_2A_n66ADC_48A_n66A
DC_2A-48A-66A_n2ADC_2A-48C-66A_n2ADC_2A-48D-66A_n2ADC_2A-48E-66A_n2A,DC_66A_n2ADC_48A_n2ADC_2A_n2A4
DC_2A-48A-66A_n5A,DC_2A_n5ADC_48A_n5ADC_66A_n5A
DC_2A-48C-66A_n5ADC_2A-48D-66A_n5ADC_2A-48E-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-48A-66A_n12A,DC_2A_n12ADC_48A_n12ADC_66A_n12A
DC_2A-48A-66A_n66ADC_2A-48C-66A_n66ADC_2A-48D-66A_n66ADC_2A-48E-66A_n66A,DC_66A_n66A4DC_48A_n66ADC_2A_n66A
DC_2A-48A-66A_n71A,DC_2A_n71ADC_48A_n71ADC_66A_n71A
"DC_2A-48A-66A_n77A7,8,9DC_2A-48C-66A_n77A7,8,9DC_2A-48A-66A_n77C7,8,9DC_2A-48C-66A_n77C7,8,9DC_2A-48D-66A_n77A7,8,9DC_2A-48E-66A_n77A7,8,9",DC_2A_n77A9DC_66A_n77A9
DC_2A-66A_n2A-n41A,DC_2A_n2A4DC_2A_n41ADC_66A_n2ADC_66A_n41A
DC_2A-66A_n2A-n66A,DC_2A_n2A4DC_2A_n66ADC_66A_n2ADC_66A_n66A4
DC_2A-66A_n2A-n71A,DC_2A_n2A4DC_2A_n71ADC_66A_n2ADC_66A_n71A
DC_2A-66A_n2A-n77ADC_2A-66A_n2A-n77C,DC_2A_n77ADC_66A_n2ADC_66A_n77A
DC_2A-66A-66A_n2A-n77A,DC_2A_n77ADC_66A_n2ADC_66A_n77A
DC_2A-66A-(n)5AA,DC_2A_n5ADC_66A_n5ADC_(n)5AA4
DC_2A-2A-66A-(n)5AA,DC_2A_n5ADC_66A_n5ADC_(n)5AA4
DC_2A-66A-66A-(n)5AA,DC_2A_n5ADC_66A_n5ADC_(n)5AA4
DC_2A-66A_n2A-n78A,DC_66A_n2ADC_2A_n78ADC_66A_n78A
DC_2A-66A_n5A-n77A9DC_2A-66A_n5A-n77C9,DC_2A_n5ADC_2A_n77A9DC_5A_n77ADC_66A_n5ADC_66A_n77A9
DC_2A-2A-66A_n5A-n77A9,DC_2A_n5ADC_2A_n77A9DC_5A_n77ADC_66A_n5ADC_66A_n77A9
DC_2A-66A-66A_n5A-n77A9,DC_2A_n5ADC_2A_n77A9DC_5A_n77ADC_66A_n5ADC_66A_n77A9
DC_2A-66A_n12A-n77A,DC_2A_n12ADC_2A_n77ADC_66A_n12ADC_66A_n77A
DC_2A-66A_n12A-n78A,DC_2A_n12ADC_2A_n78ADC_66A_n12ADC_66A_n78A
"DC_2A-66A_n25A-n66A7,8",DC_2A_n66ADC_66A_n25A
DC_2A-66A_n38A-n78A,DC_2A_n38ADC_2A_n78ADC_66A_n38ADC_66A_n78A
DC_2A-66A_n41A-n66A,DC_2A_n41ADC_2A_n66ADC_66A_n41A
DC_2A-66A_n41A-n77A,DC_2A_n41ADC_2A_n77ADC_66A_n41ADC_66A_n77A
DC_2A-66A_n41A-n78A,DC_2A_n41ADC_2A_n78ADC_66A_n41ADC_66A_n78A
DC_2A-66A_n66A-n71A,DC_2A_n66ADC_2A_n71ADC_66A_n66A4DC_66A_n71A
DC_2A-(n)66AA-n78A,DC_2A_n66ADC_2A_n78ADC_66A_n78ADC_(n)66AA4
DC_2A-66A-71A_n38A,DC_2A_n38ADC_66A_n38ADC_71A_n38A
DC_2A-2A-66A-71A_n38A,DC_2A_n38ADC_66A_n38ADC_71A_n38A
DC_2A-66A-71A_n41A,DC_2A_n41ADC_66A_n41ADC_71A_n41A
