Change history,,,,,,,,,,,,,,,,
Date,,Meeting,,TDoc,,CR,,Rev,,Cat,,Subject/Comment,,New version,,
2026-06,,,RAN#112,,RP-261401,,6656,,,,A,,(NR_MG_enh2-Core) Correction on  Measurement period for intra-frequency measurements without gaps for UE indicating no-gap-with-interruption,,19.5.0,
2026-06,,,RAN#112,,RP-261393,,6657,,,,F,,(NR_FR1_lessthan_5MHz_BW_Ph2-Core) Correction on RLM requirements for CA/DC with less than 5MHz band,,19.5.0,
2026-06,,,RAN#112,,RP-261391,,6658,,,,F,,(NR_Mob_Ph4-Core) Correction on CSI-RS based Event-triggered Periodic Reporting,,19.5.0,
2026-06,,,RAN#112,,RP-261391,,6659,,,,F,,(NR_Mob_Ph4-Perf) Correction on CLTM PCell switch from FR2 to FR2,,19.5.0,
2026-06,,,RAN#112,,RP-261405,,6664,,,,A,,(NR_NTN_solutions-Perf) Modification on principle of testing different RRM requirements,,19.5.0,
2026-06,,,RAN#112,,RP-261405,,6667,,,,A,,(NR_NTN_solutions-Perf) Modification on time-based measurement initiation to FR1 intra-frequency NR cell reselection,,19.5.0,
2026-06,,,RAN#112,,RP-261402,,6670,,,,A,,(NR_pos_enh-Core) Modification on IE for positioning,,19.5.0,
2026-06,,,RAN#112,,RP-261402,,6672,,,,A,,(NR_pos_enh2-Core) Modification on IE for  RedCap positioning,,19.5.0,
2026-06,,,RAN#112,,RP-261394,,6674,,,,F,,(NR_IoT_NTN_req_test_enh-Perf) Modification on principle of testing different RRM requirements on less than 5M,,19.5.0,
2026-06,,,RAN#112,,RP-261390,,6675,,,,F,,(NR_NTN_Ph3-Core) Modification on RedCap NTN for CSI-RS based candidate beam detection,,19.5.0,
2026-06,,,RAN#112,,RP-261390,,6678,,,,F,,(NR_NTN_Ph3-Core) Modification on RedCap NTN in INACTIVE state,,19.5.0,
2026-06,,,RAN#112,,RP-261390,,6687,,,,F,,(NR_NTN_Ku_bands-Perf) CR on test cases for NTN in Ku band,,19.5.0,
2026-06,,,RAN#112,,RP-261393,,6688,,,,F,,(NR_duplex_evo-Perf) CR on accuracy requirements for SBFD,,19.5.0,
2026-06,,,RAN#112,,RP-261393,,6689,,,,F,,(NR_duplex_evo-Perf) CR on test cases for SBFD,,19.5.0,
2026-06,,,RAN#112,,RP-261395,,6691,,,,F,,(NR_LPWUS-Perf) CR on test cases for LP-WUR,,19.5.0,
2026-06,,,RAN#112,,RP-261390,,6692,,,,F,,(NR_NTN_Ph3-Core) CR on IDLE mode requirements for RedCap NTN,,19.5.0,
2026-06,,,RAN#112,,RP-261390,,6694,,,,F,,(NR_NTN_Ph3-Perf) CR on test cases for SMTC enhancement,,19.5.0,
2026-06,,,RAN#112,,RP-261403,,6696,,,,A,,(NR_NTN_enh-Core) CR on requirements for Rx-Tx measurement R19,,19.5.0,
2026-06,,,RAN#112,,RP-261404,,6699,,,,F,,(NR_NTN_solutions-Core) CR on measurement requirements for RRC re-direction R19,,19.5.0,
2026-06,,,RAN#112,,RP-261409,,6701,,,,A,,(NR_DualTxRx_MUSIM-Core) CR on neasurement requirements with MUSIM gaps R19,,19.5.0,
2026-06,,,RAN#112,,RP-261401,,6703,,,,A,,(NR_MG_enh2-Perf) CR on test case for inter-RAT measurement R19,,19.5.0,
2026-06,,,RAN#112,,RP-261401,,6706,,,,A,,(NR_MG_enh-Core) CR on core requirements for R17 MGE R19,,19.5.0,
2026-06,,,RAN#112,,RP-261407,,6709,,,,A,,(NR_redcap-Perf) CR on measurement procedure test case for RedCap R19,,19.5.0,
2026-06,,,RAN#112,,RP-261392,,6710,,,,F,,CR to 38.133 on corrections to core requirement for AI/ML for poisitioning,,19.5.0,
2026-06,,,RAN#112,,RP-261411,,6719,,,,A,,(NR_RRM_enh2-Core) CR on scaling factor of CBD_R19,,19.5.0,
2026-06,,,RAN#112,,RP-261408,,6720,,,,A,,(NR_ATG-Core) CR on measurement requirements of ATG_R19,,19.5.0,
2026-06,,,RAN#112,,RP-261411,,6722,,,,A,,(NR_RF_FR1-Perf) Update SRS configuration in UL Tx switching test cases,,19.5.0,
2026-06,,,RAN#112,,RP-261405,,6725,,,,A,,(NR_NTN_solutions-Perf) Corrections on Rel-17 NR NTN test scenarios,,19.5.0,
2026-06,,,RAN#112,,RP-261395,,6729,,,,F,,(NR_XR_Ph3-Perf) Correction of inter-frequency test case in FR2,,19.5.0,
2026-06,,,RAN#112,,RP-261403,,6741,,,,A,,Initial transmission timing error under RACH-less handovers in FR1-NTN in TS 38.133,,19.5.0,
2026-06,,,RAN#112,,RP-261390,,6745,,,,F,,Initial transmission timing error under RACH-less handover for RedCap UE in NTN in TS 38.133,,19.5.0,
2026-06,,,RAN#112,,RP-261409,,6747,,,,A,,CR on SNR condition to enable TT analysis in RAN5 (Cat-A Rel-19),,19.5.0,
2026-06,,,RAN#112,,RP-261404,,6750,,,,A,,CR on NR_FDD_SAB_FR1_B (Cat-A Rel-19),,19.5.0,
2026-06,,,RAN#112,,RP-261405,,6753,,,,A,,CR on NR_FDD_SAB_FR1_B (Cat-A Rel-19),,19.5.0,
2026-06,,,RAN#112,,RP-261395,,6574,,1,,F,,(NR_LPWUS-Core) CR on RRM core requirements for LP WUR,,19.5.0,
2026-06,,,RAN#112,,RP-261392,,6661,,1,,F,,CR for network energy savings enhancements,,19.5.0,
2026-06,,,RAN#112,,RP-261391,,6685,,1,,F,,(NR_Mob_enh2-Perf) Correction to test configurations for Mobility Ph 4,,19.5.0,
2026-06,,RAN#112,,RP-261391,,6638,,1,,F,,CR on test case for R19 fast Scell activation for UE supporting EMR FR1,,19.5.0,,
2026-06,,RAN#112,,RP-261391,,6639,,1,,F,,CR on test case for R19 fast Scell activation for UE supporting EMR FR2,,19.5.0,,
2026-06,,RAN#112,,RP-261395,,6603,,1,,F,,CR on RRM requirements for low band carrier aggregation via switching,,19.5.0,,
2026-06,,RAN#112,,RP-261386,,6611,,,,B,,CR on L1 report mapping for R19 AI/ML beam management,,19.5.0,,
2026-06,,RAN#112,,RP-261386,,6755,,1,,B,,CR on RRM performance requirements for beam management use case with NR AI/ML Air Interface,,19.5.0,,
2026-06,,RAN#112,,RP-261386,,6686,,1,,B,,(NR_AIML_air-Perf) CR to TS 38.133: Introduction of dedicated annex for AI/ML BM test conditions,,19.5.0,,
2026-06,,RAN#112,,RP-261386,,6756,,,,B,,CR on DL AI/ML positioning reporting delay test case for FR2,,19.5.0,,
2026-06,,RAN#112,,RP-261386,,6757,,,,B,,CR to 38.133 on test case for DL AI/ML positioning in FR1,,19.5.0,,
