NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66A-n70A-n71(2A),CA_n66A-n71ACA_n70A-n71A,n66,"5, 10, 15, 20, 25, 30, 40",0
,,n70,"5, 10, 15, 201, 251",
,,n71,CA_n71(2A)_BCS0,
,,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n70,n70 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n66B-n70A-n71A,n667n707n717CA_n66A-n71ACA_n70A-n71A,n66,CA_n66B_BCS0,0
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
CA_n66(2A)-n70A-n71A,n667n707n717CA_n66A-n71ACA_n70A-n71A,n66,CA_n66(2A)_BCS0,0
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
,,n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n70,n70 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n66(2A)-n70A-n71(2A),CA_n66A-n71ACA_n70A-n71A,n66,CA_n66(2A)_BCS0,0
,,n70,"5, 10, 15, 201, 251",
,,n71,CA_n71(2A)_BCS0,
,,n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n70,n70 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n66(3A)-n70A-n71A,n667n707n717CA_n66A-n71ACA_n70A-n71A,n66,CA_n66(3A)_BCS0,0
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
,CA_n66A-n71ACA_n70A-n71A,n66,CA_n66(3A)_BCS 4 and 5,4 and 5
,,n70,n70 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n66A-n70A-n77A,n667n707CA_n66A-n77ACA_n70A-n77A,n66,"5, 10, 15, 20, 25, 30, 35, 40",0
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66(2A)-n70A-n77A,n667n707CA_n66A-n77ACA_n70A-n77A,n66,CA_n66(2A)_BCS0,0
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66(3A)-n70A-n77A,CA_n66A-n77ACA_n70A-n77A,n66,CA_n66(3A)_BCS0,0
,,n70,"5, 10, 15, 201, 251",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66A-n71A-n77A,"n667n717n777,9CA_n66A-n71A7,13CA_n66A-n77A7,9,13,14CA_n71A-n77A7,9,13,14",n66,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n66A-n71B-n77A,"n667n717n777,9CA_n66A-n71A7CA_n66A-n77A7,13,14CA_n71A-n77A7,13,14",n66,"5, 10, 15, 20, 25, 30, 40",0
,,n71,CA_n71B_BCS2,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n66A-n71B-n77(2A),"n777,9CA_n66A-n71ACA_n66A-n77A7CA_n71A-n77A7",n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n66A-n71(2A)-n77A,"n667n717n777,9CA_n66A-n71A7CA_n66A-n77A7,13,14CA_n71A-n77A7,13,14",n66,"5, 10, 15, 20, 25, 30, 40",0
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n66A-n71(2A)-n77(2A),"n777,9CA_n66A-n71ACA_n66A-n77A7CA_n71A-n77A7",n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n66(2A)-n71A-n77A,"n667n717n777,9CA_n66A-n71A7CA_n66A-n77A7,13,14CA_n71A-n77A7,13,14",n66,CA_n66(2A)_BCS1,0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n66(3A)-n71A-n77A,CA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n66,CA_n66(3A)_BCS0,0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66A-n71A-n77(2A),"n667n717n777,9CA_n77(2A)7CA_n66A-n71A7CA_n66A-n77A7CA_n71A-n77A7",n66,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n66A-n71A-n77(3A),"n777,9CA_n77(2A)7CA_n66A-n71ACA_n66A-n77A7CA_n71A-n77A7",n66,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(3A)_BCS1,
,CA_n77(2A)CA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS4 and 5,
CA_n66(2A)-n71B-n77A,"n667n717n777,9CA_n66A-n71A7CA_n66A-n77A7CA_n71A-n77A7",n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n66(2A)-n71B-n77(2A),"n777,9CA_n66A-n71ACA_n66A-n77A7CA_n71A-n77A7",n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n66(2A)-n71(2A)-n77A,"n667n717n777,9CA_n66A-n71A7CA_n66A-n77A7CA_n71A-n77A7",n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n66(2A)-n71A-n77(2A),"n777,9CA_n66A-n71ACA_n66A-n77A7CA_n71A-n77A7",n66,CA_n66(2A)_BCS1,0
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
,,n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n66(2A)-n71(2A)-n77(2A),"n777,9CA_n66A-n71ACA_n66A-n77A7CA_n71A-n77A7",n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n66A-n71A-n78A,CA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n66,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66A-n71A-n78(2A),CA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n66,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n66(2A)-n71A-n78A,CA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n66,CA_n66(2A)_BCS1,0
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66(2A)-n71A-n78(2A),CA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n66,CA_n66(2A)_BCS1,0
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n66A-n71A-n85A,CA_n66A-n71ACA_n66A-n85A,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n66A-n71B-n85A,CA_n66A-n71ACA_n66A-n85A,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n66A-n71(2A)-n85A,CA_n66A-n71ACA_n66A-n85A,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n66(2A)-n71A-n85A,CA_n66A-n71ACA_n66A-n85A,n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n66A-n77A-n85A,CA_n66A-n77ACA_n66A-n85ACA_n77A-n85A,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n66A-n77(2A)-n85A,CA_n66A-n77ACA_n66A-n85ACA_n77A-n85A,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,CA_n77(2A)_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n66(2A)-n77A-n85A,CA_n66A-n77ACA_n66A-n85ACA_n77A-n85A,n66,CA_n66(2A)_BCS 4 and 5,4 and 5
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n70A-n71A-n77A,CA_n70A-n71ACA_n70A-n77ACA_n71A-n77A,n70,"5, 10, 15, 20, 25",0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n70A-n71(2A)-n77A,CA_n70A-n71ACA_n70A-n77ACA_n71A-n77A,n70,"5, 10, 15, 20, 25",0
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
