NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",
,,n67,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n3,n3 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n1A-n3A-n71A-n77A,CA_n1A-n3ACA_n1A-n71ACA_n1A-n77A CA_n3A-n71ACA_n3A-n77ACA_n71A-n77A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n3A-n71A-n77(2A),CA_n1A-n3ACA_n1A-n71ACA_n1A-n77A CA_n3A-n71ACA_n3A-n77ACA_n71A-n77A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n77,CA_n77(2A)_BCS1,
CA_n1A-n3A-n71A-n78A,CA_n1A-n3ACA_n1A-n71ACA_n1A-n78ACA_n3A-n71ACA_n3A-n78ACA_n71A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n3,"5, 10, 15, 20, 25, 30, 40, 50",
,,n71,"5, 10, 15, 20",
,,n78,"10, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n3A-n71A-n78C,CA_n1A-n3ACA_n1A-n71ACA_n1A-n78ACA_n1A-n78CCA_n3A-n71ACA_n3A-n78ACA_n3A-n78CCA_n71A-n78ACA_n71A-n78C,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n3,"5, 10, 15, 20, 25, 30, 40, 50",
,,n71,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
CA_n1A-n3(2A)-n71A-n78A,CA_n1A-n3ACA_n1A-n71ACA_n1A-n78ACA_n3A-n71ACA_n3A-n78ACA_n71A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n3,CA_n3(2A)_BCS0,
,,n71,"5, 10, 15, 20",
,,n78,"10, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n3(2A)-n71A-n78C,CA_n1A-n3ACA_n1A-n71ACA_n1A-n78ACA_n3A-n71ACA_n3A-n78ACA_n71A-n78ACA_n71A-n78C,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n3,CA_n3(2A)_BCS0,
,,n71,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
CA_n1A-n3A-n75A-n78A,CA_n1A-n3ACA_n1A-n78ACA_n3A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n3,n3 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n3A-n75A-n78(2A),CA_n1A-n3ACA_n1A-n78ACA_n3A-n78ACA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n3,n3 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n1A-n3A-n77A-n79A,"n775,6n795,6CA_n1A-n3ACA_n1A-n77A5CA_n1A-n79A5CA_n3A-n77A5CA_n3A-n79A5CA_n77A-n79A",n1,"5, 10, 15, 20",0
,,n3,"5, 10, 15, 20, 25,30",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,CA_n1A-n3ACA_n1A-n77ACA_n1A-n79ACA_n3A-n77ACA_n3A-n79ACA_n77A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n3,n3 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n3A-n77(2A)-n79A,"n775,6n795,6CA_n1A-n3ACA_n1A-n77A5CA_n1A-n79A5CA_n3A-n77A5CA_n3A-n79A5CA_n77A-n79ACA_n77(2A)5",n1,"5, 10, 15, 20",0
,,n3,"5, 10, 15, 20, 25,30",
,,n77,CA_n77(2A)_BCS1,
,,n79,"40, 50, 60, 80, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n3,n3 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n3A-n77(3A)-n79A,CA_n1A-n3ACA_n1A-n77ACA_n1A-n79ACA_n3A-n77ACA_n3A-n79ACA_n77A-n79ACA_n77(2A),n1,"5, 10, 15, 20",0
,,n3,"5, 10, 15, 20, 25,30",
,,n77,CA_n77(3A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n3,n3 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS 4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n3A-n78A-n79A,CA_n1A-n3ACA_n1A-n78ACA_n1A-n79ACA_n3A-n78ACA_n3A-n79ACA_n78A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n3,n3 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n3A-n78A-n105A,CA_n1A-n3ACA_n1A-n78ACA_n1A-n105ACA_n3A-n78ACA_n3A-n105ACA_n78A-n105A,n1,"5, 10, 15, 20",0
,,n3,"5, 10, 15, 20, 25,30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25,30, 35",
CA_n1A-n5A-n7A-n40A,CA_n1A-n5ACA_n1A-n7ACA_n1A-n40ACA_n5A-n7ACA_n5A-n40ACA_n7A-n40A,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n5,"5, 10, 15, 20, 25",
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n5A-n7A-n78A,CA_n1A-n5ACA_n1A-n7ACA_n1A-n78ACA_n5A-n7ACA_n5A-n78ACA_n7A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n5,"5, 10, 15, 20",
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n5A-n7B-n78A,CA_n1A-n5ACA_n1A-n7ACA_n1A-n78ACA_n5A-n7ACA_n5A-n78ACA_n7A-n78ACA_n7B,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n5,"5, 10, 15, 20",
,,n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n5A-n7A-n105A,CA_n1A-n5ACA_n1A-n7ACA_n1A-n105ACA_n5A-n7ACA_n5A-n105ACA_n7A-n105A,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n5,"5, 10, 15, 20, 25",
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n1A-n5A-n28A-n78A,CA_n1A-n5ACA_n1A-n28ACA_n1A-n78ACA_n5A-n28ACA_n5A-n78ACA_n28A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n5A-n28A-n79A,CA_n1A-n5ACA_n1A-n28ACA_n1A-n79ACA_n5A-n28ACA_n5A-n79ACA_n28A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n5A-n40A-n78A,CA_n1A-n5ACA_n1A-n40ACA_n1A-n78ACA_n5A-n40ACA_n5A-n78ACA_n40A-n78A,n1,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n5A-n40A-n105A,CA_n1A-n5ACA_n1A-n40ACA_n1A-n105ACA_n5A-n40ACA_n5A-n105ACA_n40A-n105A,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n5,"5, 10, 15, 20, 25",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n1A-n5A-n78A-n79A,CA_n1A-n5ACA_n1A-n78ACA_n1A-n79ACA_n5A-n78ACA_n5A-n79ACA_n78A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n78,n28 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n5A-n78A-n105A,CA_n1A-n5ACA_n1A-n78ACA_n1A-n105ACA_n5A-n78ACA_n5A-n105ACA_n78A-n105A,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n5,"5, 10, 15, 20, 25",
,,n78,"10, 15, 20, 25, 30, 40 , 50",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n1A-n7A-n8A-n40A,CA_n1A-n7A CA_n1A-n8ACA_n1A-n40ACA_n7A-n8A CA_n7A-n40ACA_n8A-n40A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n8,"5, 10, 15, 20",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n8A-n78A,CA_n1A-n7A CA_n1A-n8A CA_n1A-n78ACA_n7A-n8A CA_n7A-n78ACA_n8A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7(2A)-n8A-n78A,CA_n1A-n7ACA_n1A-n8ACA_n1A-n78ACA_n7A-n8ACA_n7A-n78ACA_n8A-n78A,n1,"5, 10, 15, 20",0
,,n7,CA_n7(2A)_BCS0,
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7A-n20A-n28A11,CA_n1A-n7ACA_n1A-n20ACA_n1A-n28ACA_n7A-n20ACA_n7A-n28ACA_n20A-n28A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n20A-n67A,CA_n1A-n7ACA_n1A-n20ACA_n7A-n20A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n20A-n75A,CA_n1A-n7ACA_n1A-n20ACA_n7A-n20A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n20A-n78A,CA_n1A-n7ACA_n1A-n20ACA_n1A-n78ACA_n7A-n20ACA_n7A-n78ACA_n20A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n20A-n78(2A),CA_n1A-n7ACA_n1A-n20ACA_n1A-n78ACA_n7A-n20ACA_n7A-n78ACA_n20A-n78ACA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n1A-n7A-n26A-n78A,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n1,"5, 10, 15, 20",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7B-n26A-n78A,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n1,"5, 10, 15, 20",0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7A-n26(2A)-n78A,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n1,"5, 10, 15, 20",0
,CA_n26(2A),n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7A-n26A-n78(2A),CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,CA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n1A-n7A-n26A-n78C,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n78C,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
CA_n1A-n7A-n26(2A)-n78(2A),CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n1,"5, 10, 15, 20",0
,CA_n26(2A)CA_n78(2A),n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n1A-n7A-n26(2A)-n78C,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n26(2A)CA_n78C,n1,"5, 10, 15, 20",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
CA_n1A-n7B-n26(2A)-n78A,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n1,"5, 10, 15, 20",0
,CA_n26(2A),n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7B-n26A-n78(2A),CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,CA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,CA_n7B_BCS 4 and 5,
,,n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n1A-n7B-n26A-n78C,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7BCA_n78C,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
CA_n1A-n7B-n26(2A)-n78(2A),CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n1,"5, 10, 15, 20",0
,CA_n26(2A),n7,CA_n7B_BCS0,
,CA_n78(2A),n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n1A-n7B-n26(2A)-n78C,CA_n1A-n26ACA_n1A-n7ACA_n1A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7BCA_n26(2A)CA_n78C,n1,"5, 10, 15, 20",0
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
CA_n1A-n7A-n28A-n38A7,-,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20, 25, 30",
,,n38,"5, 10, 15, 20, 25, 30, 40",
CA_n1A-n7A-n28A-n75A,CA_n1A-n7ACA_n1A-n28ACA_n7A-n28A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n28A-n78A,"n75n785,6CA_n1A-n7A5CA_n1A-n28ACA_n1A-n78A5CA_n7A-n28A5CA_n7A-n78A5CA_n28A-n78A5",n1,"5, 10, 15, 20",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7B-n28A-n78A,CA_n1A-n7ACA_n1A-n28ACA_n1A-n78ACA_n7A-n28ACA_n7A-n78ACA_n7BCA_n28A-n78A,n1,"5, 10, 15, 20",0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7B-n28A-n78(2A),CA_n7BCA_n78(2A)CA_n1A-n7ACA_n1A-n28ACA_n1A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n1,"5, 10, 15, 20",0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n1A-n7B-n28A-n78C,CA_n7BCA_n78CCA_n1A-n7ACA_n1A-n28ACA_n1A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n1,"5, 10, 15, 20",0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
CA_n1A-n7A-n28A-n78(2A),"n75n785,6CA_n78(2A)5CA_n1A-n7A5CA_n1A-n28ACA_n1A-n78A5CA_n7A-n28A5CA_n7A-n78A5CA_n28A-n78A5",n1,"5, 10, 15, 20",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 202",
,,n78,CA_n78(2A)_BCS2,
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n1A-n7A-n28A-n78C,CA_n78CCA_n1A-n7ACA_n1A-n28ACA_n1A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n1,"5, 10, 15, 20",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 202",
,,n78,CA_n78C_BCS0,
CA_n1A-n7A-n38A-n78A7,-,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n7A-n40A-n78A,CA_n1A-n7ACA_n1A-n40A CA_n1A-n78ACA_n7A-n40ACA_n7A-n78A CA_n40A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n40A-n79A,CA_n1A-n7ACA_n1A-n79ACA_n1A-n40ACA_n7A-n40ACA_n7A-n79ACA_n40A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n40A-n105A,CA_n1A-n7ACA_n1A-n40ACA_n1A-n105ACA_n7A-n40ACA_n7A-n105A CA_n40A-n105A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n1A-n7A-n67A-n78A,CA_n1A-n7ACA_n1A-n78ACA_n7A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n67,"5, 10, 15, 20",
,,n78,"10, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n67A-n78(2A),CA_n1A-n7ACA_n1A-n78ACA_n7A-n78ACA_n78(2A),n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n67,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n1A-n7A-n75A-n78A,CA_n1A-n7ACA_n1A-n78ACA_n7A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n75A-n78(2A),CA_n1A-n7ACA_n1A-n78ACA_n7A-n78ACA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n1A-n7A-n78A-n79A,CA_n1A-n7ACA_n1A-n78ACA_n1A-n79ACA_n7A-n78ACA_n7A-n79ACA_n78A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n7A-n78A-n105A,CA_n1A-n7ACA_n1A-n78ACA_n1A-n105ACA_n7A-n78ACA_n7A-n105A CA_n78A-n105A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n1A-n8A-n28A-n40A,CA_n1A-n8ACA_n1A-n28ACA_n1A-n40ACA_n8A-n28ACA_n8A-n40ACA_n28A-n40A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40channel bandwidths in Table 5.3.5-1,
CA_n1A-n8A-n40A-n78A,CA_n1A-n8ACA_n1A-n40ACA_n1A-n78ACA_n8A-n40ACA_n8A-n78ACA_n40A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n8A-n40A-n79A,CA_n1A-n8ACA_n1A-n40ACA_n1A-n79ACA_n8A-n40ACA_n8A-n79ACA_n40A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n8A-n41A-n78A,CA_n1A-n8ACA_n1A-n41ACA_n1A-n78ACA_n8A-n41ACA_n8A-n78ACA_n41A-n78A,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
