NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n25A-n48(2A)-n66A,CA_n25A-n48ACA_n25A-n66ACA_n48A-n66A,n25,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n66,"5, 10, 15, 20, 40",
,,n25,"5, 10, 15, 20, 25, 30, 40",1
,,n48,CA_n48(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n25A-n48C-n66A,CA_n25A-n48ACA_n25A-n66ACA_n48A-n66A,n25,"5, 10, 15, 20",0
,,n48,CA_n48C_BCS0,
,,n66,"5, 10, 15, 20, 40",
,,n25,"5, 10, 15, 20, 25, 30, 40",1
,,n48,CA_n48C_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n25A-n66A-n71A,-,n25,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 40",
,,n71,"5, 10, 15, 20",
,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,"5, 10, 15, 20, 25, 30, 40",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66A-n71B,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,CA_n71B_BCS2,
,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n25A-n66A-n71(2A),n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,CA_n71(2A)_BCS0,
,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n25A-n66(2A)-n71A,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66(2A)-n71B,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
CA_n25A-n66(2A)-n71(2A),n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n25(2A)-n66A-n71A,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,CA_n25(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66(2A)-n71A,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66A-n71B,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n25(2A)-n66(2A)-n71B,CA_n25A-n66ACA_n25A-n71ACA_n66A-n71A,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
CA_n25(2A)-n66A-n71(2A),n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n25(2A)-n66(2A)-n71(2A),CA_n25A-n66ACA_n25A-n71ACA_n66A-n71A,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n25(3A)-n66A-n71A,n257n667n717CA_n25A-n66A7CA_n25A-n71A7CA_n66A-n71A7,n25,CA_n25(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n25(3A)-n66(2A)-n71A,CA_n25A-n66ACA_n25A-n71ACA_n66A-n71A,n25,CA_n25(3A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n25(3A)-n66A-n71B,CA_n25A-n66ACA_n25A-n71ACA_n66A-n71A,n25,CA_n25(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n25(3A)-n66A-n71(2A),CA_n25A-n66ACA_n25A-n71ACA_n66A-n71A,n25,CA_n25(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n25A-n66A-n77A,"n257n667n777,9CA_n25A-n66A7,13CA_n25A-n77A7,9,13,14CA_n66A-n77A7,9,13,14",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66(2A)-n77A,"n257n667n777,9CA_n25A-n66A7CA_n25A-n77A7,13,14CA_n66A-n77A7,13,14",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66A-n77(2A),"n257n667n777,9CA_n77(2A)7CA_n25A-n66A7CA_n25A-n77A7CA_n66A-n77A7",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n66A-n77(3A),"n777,9CA_n77(2A)7CA_n25A-n66ACA_n25A-n77A7CA_n66A-n77A7",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(3A)_BCS1,
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS 4 and 5,
CA_n25A-n66(2A)-n77(2A),"n777,9CA_n25A-n66ACA_n25A-n77A7CA_n66A-n77A7",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
,,n25,"5, 10, 15, 20, 25, 30, 40",4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25(2A)-n66A-n77A,"n257n667n777,9CA_n25A-n66A7CA_n25A-n77A7,13,14CA_n66A-n77A7,13,14",n25,CA_n25(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66(2A)-n77A,"n257n667n777,9CA_n25A-n66A7CA_n25A-n77A7CA_n66A-n77A7",n25,CA_n25(2A)_BCS0,0
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66A-n77(2A),"n777,9CA_n25A-n66ACA_n25A-n77A7CA_n66A-n77A7",n25,CA_n25(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25(2A)-n66(2A)-n77(2A),"n777,9CA_n25A-n66ACA_n25A-n77A7CA_n66A-n77A7",n25,CA_n25(2A)_BCS0,0
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
,,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n66A-n78A,"n787,9CA_n25A-n66ACA_n25A-n78A7CA_n66A-n78A7",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,,n25,"5, 10, 15, 20, 25, 30, 40",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25(2A)-n66A-n78A,"n787,9CA_n25A-n66ACA_n25A-n78A7CA_n66A-n78A7",n25,CA_n25(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25A-n66(2A)-n78A,CA_n25A-n66ACA_n25A-n78ACA_n66A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,CA_n66(2A)_BCS1,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25A-n66A-n78(2A),n787CA_n25A-n66ACA_n25A-n78A7CA_n66A-n78A7CA_n78(2A)7,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS2,
CA_n25(2A)-n66(2A)-n78A,CA_n25A-n66ACA_n25A-n78ACA_n66A-n78A,n25,CA_n25(2A)_BCS0,0
,,n66,CA_n66(2A)_BCS1,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25(2A)-n66A-n78(2A),CA_n25A-n66ACA_n25A-n78ACA_n66A-n78A,n25,CA_n25(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS2,
CA_n25A-n66(2A)-n78(2A),CA_n25A-n66ACA_n25A-n78ACA_n66A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,CA_n66(2A)_BCS1,
,,n78,CA_n78(2A)_BCS2,
CA_n25(2A)-n66(2A)-n78(2A),CA_n25A-n66ACA_n25A-n78ACA_n66A-n78A,n25,CA_n25(2A)_BCS0,0
,,n66,CA_n66(2A)_BCS1,
,,n78,CA_n78(2A)_BCS2,
CA_n25A-n66A-n85A,CA_n25A-n66ACA_n25A-n85ACA_n66A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66(2A)-n85A,CA_n25A-n66ACA_n25A-n85ACA_n66A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66A-n85A,CA_n25A-n66ACA_n25A-n85ACA_n66A-n85A,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n71A-n77A,"n257n717n777,9CA_n25A-n71A7,13CA_n25A-n77A7,9,13,14CA_n71A-n77A7,9,13,14",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n71A-n77(2A),"n257n717n777,9CA_n77(2A)7CA_n25A-n71A7CA_n25A-n77A7CA_n71A-n77A7",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n71A-n77(3A),"n777,9CA_n77(2A)7CA_n25A-n71ACA_n25A-n77A7CA_n71A-n77A7",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(3A)_BCS1,
,CA_n77(2A)CA_n25A-n71ACA_n25A-n77ACA_n71A-n77A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS4 and 5,
CA_n25A-n71B-n77A,"n257n717n777,9CA_n25A-n71A7CA_n25A-n77A7,13,14CA_n71A-n77A7,13,14",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n71,CA_n71B_BCS2,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n71B-n77(2A),"n777,9CA_n25A-n71ACA_n25A-n77A7CA_n71A-n77A7",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n71(2A)-n77A,"n257n717n777,9CA_n25A-n71A7CA_n25A-n77A7,13,14CA_n71A-n77A7,13,14",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n71(2A)-n77(2A),"n777,9CA_n25A-n71ACA_n25A-n77A7CA_n71A-n77A7",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25(2A)-n71A-n77A,"n257n717n777,9CA_n25A-n71A7CA_n25A-n77A7,13,14CA_n71A-n77A7,13,14",n25,CA_n25(2A)_BCS1,0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n71A-n77(2A),"n777,9CA_n25A-n71ACA_n25A-n77A7CA_n71A-n77A7",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25(2A)-n71B-n77A,"n257n717n777,9CA_n25A-n71A7CA_n25A-n77A7CA_n71A-n77A7",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n71B-n77(2A),"n777,9CA_n25A-n71ACA_n25A-n77A7CA_n71A-n77A7",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25(2A)-n71(2A)-n77A,"n257n717n777,9CA_n25A-n71A7CA_n25A-n77A7CA_n71A-n77A7",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n71(2A)-n77(2A),"n777,9CA_n25A-n71ACA_n25A-n77A7CA_n71A-n77A7",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n71A-n78A,CA_n25A-n71ACA_n25A-n78ACA_n71A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25A-n71A-n78(2A),CA_n25A-n71ACA_n25A-n78ACA_n71A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n25A-n71A-n85A,CA_n25A-n71ACA_n25A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n71B-n85A,CA_n25A-n71ACA_n25A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n71(2A)-n85A,CA_n25A-n71ACA_n25A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n71A-n85A,CA_n25A-n71ACA_n25A-n85A,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n77A-n85A,CA_n25A-n77ACA_n25A-n85ACA_n77A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n77(2A)-n85A,CA_n25A-n77ACA_n25A-n85ACA_n77A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,CA_n77(2A)_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n77A-n85A,CA_n25A-n77ACA_n25A-n85ACA_n77A-n85A,n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n26A-n29A-n66A,CA_n26A-n66A,n26,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n26A-n29A-n66(2A),CA_n26A-n66A,n26,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n26A-n29A-n66(3A),-,n26,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,CA_n66(3A)_BCS0,
CA_n26A-n29A-n70A,CA_n26A-n70A,n26,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n70,"5, 10, 15, 20, 25",
CA_n26A-n48A-n66A,CA_n26A-n48ACA_n26A-n66ACA_n48A-n66A,n26,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 40, 5012, 6012, 8012, 9012, 10012",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n26A-n48(2A)-n66A,CA_n26A-n48ACA_n26A-n66ACA_n48A-n66A,n26,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n26A-n48A-n66(2A),CA_n26A-n48ACA_n26A-n66ACA_n48A-n66A,n26,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 40, 5012, 6012, 8012, 9012, 10012",
,,n66,CA_n66(2A)_BCS0,
CA_n26A-n48(2A)-n66(2A),CA_n26A-n48ACA_n26A-n66ACA_n48A-n66A,n26,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n66,CA_n66(2A)_BCS0,
CA_n26A-n48A-n70A,CA_n26A-n48ACA_n26A-n70ACA_n48A-n70A,n26,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 40, 5012, 6012, 8012, 9012, 10012",
,,n70,"5, 10, 15, 20, 25",
CA_n26A-n66A-n70A,CA_n26A-n66ACA_n26A-n70A,n26,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n70,"5, 10, 15, 201, 251",
CA_n26A-n66(2A)-n70A,CA_n26A-n66ACA_n26A-n70A,n26,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS0,
,,n70,"5, 10, 15, 201, 251",
CA_n26A-n66(3A)-n70A,-,n26,"5, 10, 15, 20",0
,,n66,CA_n66(3A)_BCS0,
,,n70,"5, 10, 15, 201, 251",
CA_n26A-n66A-n71A,CA_n26A-n66ACA_n66A-n71A,n26,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
CA_n26A-n66(2A)-n71A,CA_n26A-n66ACA_n66A-n71A,n26,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
CA_n26A-n66(3A)-n71A,CA_n66A-n71A,n26,"5, 10, 15, 20",0
,,n66,CA_n66(3A)_BCS0,
,,n71,"5, 10, 15, 20",
CA_n26A-n66A-n77A,CA_n26A-n66ACA_n26A-n77ACA_n66A-n77A,n26,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40",
CA_n26A-n70A-n71A,CA_n26A-n70ACA_n70A-n71A,n26,"5, 10, 15, 20",0
,,n70,"5, 10, 15, 20, 25",
,,n71,"5, 10, 15, 20",
CA_n26A-n70A-n77A,CA_n26A-n70ACA_n26A-n77ACA_n70A-n77A,n26,"5, 10, 15, 20",0
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40",
CA_n28A-n38A-n78A,-,n28,"5, 10, 15, 20, 30",0
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n28A-n39A-n40A,CA_n28A-n39ACA_n28A-n40ACA_n39A-n40A,n28,"5, 10, 15, 20, 30",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 100",
CA_n28A-n39A-n41A,CA_n28A-n39ACA_n28A-n41ACA_n39A-n41A,n28,"5, 10, 15, 20, 30",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n39,n39 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n28A-n39A-n41C,CA_n28A-n39ACA_n28A-n41ACA_n39A-n41A,n28,"5, 10, 15, 20, 30",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n41,CA_n41C_BCS1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n39,n39 channel bandwidths in Table 5.3.5-1,
,,n41,CA_n41C_BCS 4 and 5,
CA_n28A-n39A-n79A,CA_n28A-n39ACA_n28A-n79ACA_n39A-n79A,n28,"5, 10, 15, 20, 30",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n79,"40, 50, 60, 80, 100",
CA_n28A-n40A-n41A,CA_n28A-n40ACA_n28A-n41ACA_n40A-n41A,n28,"5, 10, 15, 20, 30",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n28A-n40A-n41C,CA_n28A-n40ACA_n28A-n41ACA_n40A-n41A,n28,"5, 10, 15, 20, 30",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,,n41,CA_n41C_BCS0,
CA_n28A-n40A-n71A,CA_n40A-n71ACA_n28A-n40A,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n28A-n40A-n75A,-,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n28A-n40A-n78A,CA_n28A-n40ACA_n28A-n78ACA_n40A-n78A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,CA_n28A-n40ACA_n28A-n78ACA_n40A-n78A,n28,"5, 10, 15, 20",1
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 100",
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n28A-n40A-n77A,CA_n28A-n40ACA_n28A-n77ACA_n40A-n77A,n28,"5, 10, 15, 20, 25, 30",0
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
