Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2021-12,RAN#94-e,RP-212828,0647,,B,CR introduction completed band combinations for Dual Connectivity (DC) of 5 bands LTE inter-band CA (5DL/1UL) and 1 NR band (1DL/1UL),17.4.0,
2021-12,RAN#94-e,RP-212828,0649,1,F,CR for TS 38.101-3: MSD test configurations modification for US inter-band EN-DC combinations with n77,17.4.0,
2021-12,RAN#94-e,RP-212829,0650,,B,"Introduction CR on new NR DC LTE(xDL/1UL, x=1,2,3,4)+ NR(2DL/1UL) band combinations in Rel-17",17.4.0,
2021-12,RAN#94-e,RP-212832,0651,,B,Big CR on introduction of completed PC2 for EN-DC with 1 LTE band + 1 NR TDD band,17.4.0,
2021-12,RAN#94-e,RP-212830,0652,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,17.4.0,
2021-12,RAN#94-e,RP-212830,0653,,B,Big CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-3,17.4.0,
2021-12,RAN#94-e,RP-212829,0654,,B,CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into Rel16 TS 38.101-3,17.4.0,
2021-12,RAN#94-e,RP-212829,0655,,B,"CR to reflect the completed Dual Connectivity (DC) of x bands (x=1,2,3) LTE inter-band CA (xDL1UL) and 3 bands NR inter-band CA (3DL1UL)",17.4.0,
2021-12,RAN#94-e,RP-212828,0657,,B,CR to add 3 LTE bands and 1 NR band DC combinations,17.4.0,
2021-12,RAN#94-e,RP-212832,0659,,B,CR to add EN-DC PC2 band combinations with more than 2 bands,17.4.0,
2021-12,RAN#94-e,RP-212828,0660,,B,Big CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,17.4.0,
2021-12,RAN#94-e,RP-212828,0661,1,D,CR for 38.101-3 Correction to Inter-band EN-DC within FR1,17.4.0,
2021-12,RAN#94-e,RP-212824,0665,,F,CR to TS 38.101-3 on DC configuration regrouping cleanup,17.4.0,
2021-12,RAN#94-e,RP-212827,0666,,F,CR for 38.101-3 to correct the editorial errors for general paragraph,17.4.0,
2021-12,RAN#94-e,RP-212847,0667,,F,CR TS 38.101-3: Addition of missing R16 band combinations,17.4.0,
2021-12,RAN#94-e,RP-212827,0668,,B,Improved wording for BCS4 and BCS5,17.4.0,
2021-12,RAN#94-e,RP-212845,0671,,F,Big CR for TS 38.101-3 Maintenance (Rel-17),17.4.0,
2022-03,RAN#95,RP-220354,0676,1,F,CR for TS 38.101-3 Rel-17: Corrections on UE co-existence,17.5.0,
2022-03,RAN#95,RP-220333,0677,1,F,CR 38.101-3: Rel-17 Correction of bugs in combinations tables,17.5.0,
2022-03,RAN#95,RP-220359,0678,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,17.5.0,
2022-03,RAN#95,RP-220359,0679,,B,Big CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-3,17.5.0,
2022-03,RAN#95,RP-220354,0681,,B,Big CR for Rel-17 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),17.5.0,
2022-03,RAN#95,RP-220356,0683,,B,Big CR on introduction of completed PC2 for EN-DC with 1 LTE band + 1 NR TDD band,17.5.0,
2022-03,RAN#95,RP-220355,0684,,B,Introduction CR on new NR DC LTE(xDL/1UL)+ NR(2DL/1UL) band combinations in Rel-17,17.5.0,
2022-03,RAN#95,RP-220359,0685,,B,Big CR on introduction of completed NR CA/DC combs with 4DL/2UL including FR2,17.5.0,
2022-03,RAN#95,RP-220354,0686,,B,Big CR introduction completed band combinations for Dual Connectivity (DC) of 5 bands LTE inter-band CA (5DL/1UL) and 1 NR band (1DL/1UL),17.5.0,
2022-03,RAN#95,RP-220359,0688,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,17.5.0,
2022-03,RAN#95,RP-220355,0689,,B,Big CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into TS 38.101-3,17.5.0,
2022-03,RAN#95,RP-220355,0690,,B,"Big CR to reflect the completed DC of x bands (x=1,2,3) LTE inter-band CA (xDL1UL) and 3 bands NR inter-band CA (3DL1UL) into TS 38.101-3",17.5.0,
2022-03,RAN#95,RP-220354,0691,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#101bis-e and RAN4#102-e into TS 38.101-3,17.5.0,
2022-03,RAN#95,RP-220359,0692,,B,CR on Introduction of completed 5 bands inter-band CA into TS 38.101-3,17.5.0,
2022-03,RAN#95,RP-220356,0693,,B,CR for 38.101-3 to introduce MSD requirements for missing bandwidths.,17.5.0,
2022-03,RAN#95,RP-220354,0694,,B,Big CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,17.5.0,
2022-03,RAN#95,RP-220354,0695,,B,Big CR 38.101-3 new combinations LTE 3DL and one NR band,17.5.0,
2022-03,RAN#95,RP-220359,0696,,B,Big CR 38.101-3 new combinations NR CA Inter-band 4DL/1UL,17.5.0,
2022-03,RAN#95,RP-220356,0697,,B,Big CR 38.101-3 EN-DC PC2,17.5.0,
2022-03,RAN#95,RP-220337,0702,,F,Big CR for TS 38.101-3 Maintenance (Rel-17),17.5.0,
2022-03,RAN#95,RP-220355,0703,,B,"CR on Introduction of completed Dual Connectivity (DC) of x bands (x=1,2) LTE inter-band CA (xDL1UL) and 4 bands NR inter-band CA (4DL1UL) into TS 38.101-3",17.5.0,
2022-06,RAN#96,RP-221685,0704,,B,Introduction CR on new NR DC LTE(xDL/1UL)+ NR(2DL/1UL) band combinations in Rel-17,17.6.0,
2022-06,RAN#96,RP-221654,0706,1,F,CR 38101-3-h50 adding FR1+FR2 CA fallbacks,17.6.0,
2022-06,RAN#96,RP-221654,0707,1,F,CR 38101-3-h50 adding FR1 EN-DC fallbacks,17.6.0,
2022-06,RAN#96,RP-221654,0708,1,F,CR 38101-3-h50 adding EN-DC or NR-DC with FR2 fallbacks,17.6.0,
2022-06,RAN#96,RP-221694,0709,,B,Big CR on introduction of completed PC2 for EN-DC with 1 LTE band + 1 NR TDD band,17.6.0,
2022-06,RAN#96,RP-221685,0710,,B,Big CR for Rel-17 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),17.6.0,
2022-06,RAN#96,RP-221677,0712,1,F,"CR for TS 38.101-3, Correction on MOP requirements for inter-band V2X con-current operation_Rel-17",17.6.0,
2022-06,RAN#96,RP-221695,0713,,B,"Big CR for TS 38.101-3, Introduce new band combinations of V2X con-current operation",17.6.0,
2022-06,RAN#96,RP-221686,0714,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,17.6.0,
2022-06,RAN#96,RP-221686,0715,,B,Big CR on introduction of completed NR CA/DC combs with 4DL/2UL including FR2,17.6.0,
2022-06,RAN#96,RP-221686,0716,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,17.6.0,
2022-06,RAN#96,RP-221685,0717,,B,Big CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into TS 38.101-3,17.6.0,
2022-06,RAN#96,RP-221685,0718,,B,"Big CR to reflect the completed DC of x bands (x=1,2,3) LTE inter-band CA (xDL1UL) and 3 bands NR inter-band CA (3DL1UL) into TS 38.101-3",17.6.0,
2022-06,RAN#96,RP-221695,0719,1,B,Big CR to 38.101-3: update of simultaneous RxTx capability for band combinations,17.6.0,
2022-06,RAN#96,RP-221686,0720,,B,Big CR on Introduction of completed 5 bands inter-band CA into TS 38.101-3,17.6.0,
2022-06,RAN#96,RP-221685,0721,,B,"Big CR on Introduction of completed  Dual Connectivity (DC) of x bands (x=1,2) LTE inter-band CA (xDL1UL) and 4 bands NR inter-band CA (4DL1UL) into TS 38.101-3",17.6.0,
2022-06,RAN#96,RP-221694,0722,,F,CR for TS 38.101-3 Rel-17: Corrections on band combinations for UE co-existence,17.6.0,
2022-06,RAN#96,RP-221680,0724,,F,CR for 38.101-3 to clarify that BCS4 and BCS5 can't be reported together,17.6.0,
2022-06,RAN#96,RP-221685,0725,,B,big CR 38.101-3 new combinations LTE 3DL and one NR band,17.6.0,
2022-06,RAN#96,RP-221694,0726,,B,big CR 38.101-3 EN-DC PC2,17.6.0,
2022-06,RAN#96,RP-221686,0727,,B,Big CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-3,17.6.0,
2022-06,RAN#96,RP-221685,0728,,B,Big CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,17.6.0,
2022-06,RAN#96,RP-221680,0730,1,B,Increasing the maximum power limit for inter-band UL DC,17.6.0,
2022-06,RAN#96,RP-221677,0731,,F,DMRS bundling for CA and DC,17.6.0,
2022-06,RAN#96,RP-221685,0732,,B,CR on introduction of completed DC of 2 bands LTE and 1 band NR from RAN4#103-e into TS 38.101-3,17.6.0,
2022-06,RAN#96,RP-221655,0735,,A,Big CR for TS 38.101-3 Maintenance (Rel-17),17.6.0,
2022-09,RAN#97,RP-222028,0737,1,F,CR 38.101-3: Rel-17 Adding missing fallback combinations and bug fixes,17.7.0,
2022-09,RAN#97,RP-222036,0741,,F,CR 38.101-3 for editorial corrections to band combination tables,17.7.0,
2022-09,RAN#97,RP-222033,0742,1,F,CR for 38.101-3 to remove the band combinations in which band n7/7 and n38/38 are not Scell (R17),17.7.0,
2022-09,RAN#97,RP-222036,0743,1,F,CR for 38.101-3 to clarify the ambiguity of BCS4 and BCS5,17.7.0,
2022-09,RAN#97,RP-222033,0744,,F,Addition of missing fallback DC_40-42_n257,17.7.0,
2022-09,RAN#97,RP-222028,0747,1,F,CR for TS 38.101-3 on corrections to MOP band edge relaxation for intra-band contiguous and non-contiguous EN-DC band combinations,17.7.0,
2022-09,RAN#97,RP-222033,0748,,F,"CR for TS 38.101-3 on corrections to MSD test points for DC_1A-20A_n8A, DC_1A-20A_n38A and DC_1A-20A_n78A",17.7.0,
2022-09,RAN#97,RP-222036,0749,1,F,CR for 38.101-3: Corrections for DC_n41A-n66A-n260X,17.7.0,
2022-09,RAN#97,RP-222023,0752,,F,Big CR for 38.101-3 maintenance (Rel-17),17.7.0,
2022-09,RAN#97,RP-222551,0753,1,B,Big CR of TS38.101-3 to add new NR_CADC 2BDL_xBUL combinations containing FR1 + FR2-2,17.7.0,
2022-12,RAN#98-e,RP-223308,0757,,F,CR for 38.101-3 to Add Missing MSD Items for PC2 EN-DC combos,17.8.0,
2022-12,RAN#98-e,RP-223298,0760,,F,Modification on power imbalance requirement for EN-DC with overlapping DL frequency,17.8.0,
2022-12,RAN#98-e,RP-223290,0766,,A,CR for TS 38.101-3 on clarifications for intra-band EN-DC configurations (Rel-17),17.8.0,
2022-12,RAN#98-e,RP-223309,0767,,F,CR addition of protection for n100 and n101 into 38.101-3,17.8.0,
2022-12,RAN#98-e,RP-223291,0773,,A,CR for TS 38.101-3 Rel-17 CAT-A: Corrections on band combinations for UE co-existence,17.8.0,
2022-12,RAN#98-e,RP-223308,0774,,F,CR for TS 38.101-3 Rel-17: Corrections on band combinations for UE co-existence,17.8.0,
2022-12,RAN#98-e,RP-223291,0778,1,F,Rel17 Cat F Correction CR on adding missing BCS for DC_66A-66A_n66A,17.8.0,
2022-12,RAN#98-e,RP-223290,0790,,F,CR to TS38.101-3[R17] 4Rx MSD for ENDC,17.8.0,
2022-12,RAN#98-e,RP-223296,0795,,A,CR for an update on output power dynamics for intra-band EN-DC from Rel.16,17.8.0,
2022-12,RAN#98-e,RP-223298,0796,1,F,CR for corrections on Rel-17 band combinations in TS38.101-3,17.8.0,
2022-12,RAN#98-e,RP-223290,0799,,A,R17 CR on inter band ENDC OOBE correction (CAT-A),17.8.0,
2022-12,RAN#98-e,RP-223308,0800,,F,CR on TS 38.101-3 to correct delta TIB table for NE-DC and EN-DC combinations,17.8.0,
2022-12,RAN#98-e,RP-223291,0804,,A,CR on TDD RMC for Intra-band EN-DC - TS 38.101-3,17.8.0,
